epoch,eval_loss,eval_mae,eval_rmse,loss,lr,mae,rmse,val_loss,val_mae,val_rmse
0,32.584373474121094,32.584373474121094,33.130035400390625,33.14630889892578,0.0010000000474974513,33.14630889892578,33.67997360229492,32.71086502075195,32.71086502075195,33.256011962890625
1,31.451229095458984,31.451229095458984,32.033382415771484,32.245155334472656,0.0010000000474974513,32.245155334472656,32.82367706298828,31.58941078186035,31.58941078186035,32.167442321777344
2,29.287370681762695,29.287370681762695,29.89642333984375,30.55079460144043,0.0010000000474974513,30.55079460144043,31.1844425201416,29.478912353515625,29.478912353515625,30.082597732543945
3,25.871118545532227,25.871118545532227,26.621183395385742,27.769487380981445,0.0010000000474974513,27.769487380981445,28.552980422973633,26.119516372680664,26.119516372680664,26.86544418334961
4,21.14271354675293,21.14271354675293,22.13119125366211,23.72640037536621,0.0010000000474974513,23.72640037536621,24.812952041625977,21.34023094177246,21.34023094177246,22.342031478881836
5,15.101395606994629,15.101395606994629,16.145668029785156,18.412967681884766,0.0010000000474974513,18.412967681884766,19.874019622802734,15.346396446228027,15.346396446228027,16.384387969970703
6,8.018363952636719,8.018363952636719,8.746102333068848,12.097039222717285,0.0010000000474974513,12.097039222717285,13.744308471679688,8.17898941040039,8.17898941040039,8.897870063781738
7,2.747814655303955,2.747814655303955,3.401287317276001,6.397395133972168,0.0010000000474974513,6.397395133972168,7.954881191253662,2.8453564643859863,2.8453564643859863,3.4930455684661865
8,1.9046292304992676,1.9046292304992676,2.4115378856658936,4.538538932800293,0.0010000000474974513,4.538538932800293,5.747001647949219,2.122342348098755,2.122342348098755,2.6389312744140625
9,1.6479157209396362,1.6479157209396362,2.082139015197754,4.188792705535889,0.0010000000474974513,4.188792705535889,5.322625160217285,1.8477070331573486,1.8477070331573486,2.34476900100708
10,1.53562331199646,1.53562331199646,1.9414951801300049,3.9208076000213623,0.0010000000474974513,3.9208076000213623,5.0389018058776855,1.7079567909240723,1.7079567909240723,2.147834539413452
11,1.4909372329711914,1.4909372329711914,1.8519574403762817,3.7960939407348633,0.0010000000474974513,3.7960939407348633,4.8396430015563965,1.6026586294174194,1.6026586294174194,2.0262649059295654
12,1.2237107753753662,1.2237107753753662,1.5593047142028809,3.738565444946289,0.0010000000474974513,3.738565444946289,4.725150108337402,1.3717595338821411,1.3717595338821411,1.7327725887298584
13,1.1650824546813965,1.1650824546813965,1.4664005041122437,3.5975730419158936,0.0010000000474974513,3.5975730419158936,4.61208438873291,1.2891513109207153,1.2891513109207153,1.6050523519515991
14,1.0990121364593506,1.0990121364593506,1.4019076824188232,3.5479907989501953,0.0010000000474974513,3.5479907989501953,4.512657642364502,1.2273101806640625,1.2273101806640625,1.5548888444900513
15,0.9774430990219116,0.9774430990219116,1.2504613399505615,3.4327311515808105,0.0010000000474974513,3.4327311515808105,4.379005432128906,1.0536878108978271,1.0536878108978271,1.344459056854248
16,1.0073466300964355,1.0073466300964355,1.2857698202133179,3.2830605506896973,0.0010000000474974513,3.2830605506896973,4.177920818328857,1.0837467908859253,1.0837467908859253,1.3663361072540283
17,0.975618302822113,0.975618302822113,1.2385854721069336,3.3375277519226074,0.0010000000474974513,3.3375277519226074,4.241662979125977,1.071295142173767,1.071295142173767,1.3623530864715576
18,0.9537097811698914,0.9537097811698914,1.2172720432281494,3.2049219608306885,0.0010000000474974513,3.2049219608306885,4.086607933044434,1.0760866403579712,1.0760866403579712,1.3541851043701172
19,0.8451328873634338,0.8451328873634338,1.0778257846832275,3.177899122238159,0.0010000000474974513,3.177899122238159,4.0435566902160645,0.9457705020904541,0.9457705020904541,1.2152868509292603
20,0.8678885102272034,0.8678885102272034,1.1233875751495361,3.1644644737243652,0.0010000000474974513,3.1644644737243652,3.996548652648926,0.9805198907852173,0.9805198907852173,1.2743778228759766
21,0.8546333312988281,0.8546333312988281,1.0835462808609009,3.053351640701294,0.0010000000474974513,3.053351640701294,3.93127179145813,0.9268113374710083,0.9268113374710083,1.1760298013687134
22,0.7943444848060608,0.7943444848060608,1.0196762084960938,3.095968008041382,0.0010000000474974513,3.095968008041382,3.975496530532837,0.868908703327179,0.868908703327179,1.1096065044403076
23,0.7733151316642761,0.7733151316642761,0.9826040267944336,2.9651694297790527,0.0010000000474974513,2.9651694297790527,3.7753705978393555,0.8623948693275452,0.8623948693275452,1.088954210281372
24,0.7704143524169922,0.7704143524169922,0.9829114675521851,2.924412250518799,0.0010000000474974513,2.924412250518799,3.684591293334961,0.8527981638908386,0.8527981638908386,1.0913256406784058
25,0.7765587568283081,0.7765587568283081,0.9821481704711914,2.882730722427368,0.0010000000474974513,2.882730722427368,3.6677043437957764,0.8510585427284241,0.8510585427284241,1.0747162103652954
26,0.7483115792274475,0.7483115792274475,0.9603468179702759,2.8464529514312744,0.0010000000474974513,2.8464529514312744,3.611955165863037,0.7878658771514893,0.7878658771514893,1.0214534997940063
27,0.7501533031463623,0.7501533031463623,0.9556213617324829,2.8594655990600586,0.0010000000474974513,2.8594655990600586,3.652843952178955,0.817340612411499,0.817340612411499,1.0330679416656494
28,0.6946272253990173,0.6946272253990173,0.8866820335388184,2.8008878231048584,0.0010000000474974513,2.8008878231048584,3.5410046577453613,0.7591966390609741,0.7591966390609741,0.9809198379516602
29,0.8104922771453857,0.8104922771453857,1.0194166898727417,2.784172534942627,0.0010000000474974513,2.784172534942627,3.5525248050689697,0.8912625908851624,0.8912625908851624,1.1232696771621704
30,0.6890190839767456,0.6890190839767456,0.8912335634231567,2.6959922313690186,0.0010000000474974513,2.6959922313690186,3.5002424716949463,0.7421357035636902,0.7421357035636902,0.9536589980125427
31,0.6361323595046997,0.6361323595046997,0.8208194971084595,2.7662758827209473,0.0010000000474974513,2.7662758827209473,3.5359199047088623,0.7042675018310547,0.7042675018310547,0.910308301448822
32,0.6414076685905457,0.6414076685905457,0.8279635906219482,2.6936867237091064,0.0010000000474974513,2.6936867237091064,3.4154341220855713,0.7085973024368286,0.7085973024368286,0.9086800813674927
33,0.6304158568382263,0.6304158568382263,0.8057588934898376,2.691032648086548,0.0010000000474974513,2.691032648086548,3.431307077407837,0.6947698593139648,0.6947698593139648,0.8780305981636047
34,0.7397179007530212,0.7397179007530212,0.9337130784988403,2.678257465362549,0.0010000000474974513,2.678257465362549,3.4123528003692627,0.805492639541626,0.805492639541626,1.0091605186462402
35,0.635042667388916,0.635042667388916,0.8140659332275391,2.6750640869140625,0.0010000000474974513,2.6750640869140625,3.3958053588867188,0.6923819780349731,0.6923819780349731,0.881528913974762
36,0.600746214389801,0.600746214389801,0.7674521803855896,2.687000036239624,0.0010000000474974513,2.687000036239624,3.4269213676452637,0.6690976023674011,0.6690976023674011,0.8497589826583862
37,0.6641895771026611,0.6641895771026611,0.8440587520599365,2.5702924728393555,0.0010000000474974513,2.5702924728393555,3.3012497425079346,0.7298807501792908,0.7298807501792908,0.9160205721855164
38,0.6053169965744019,0.6053169965744019,0.7817760705947876,2.5631442070007324,0.0010000000474974513,2.5631442070007324,3.2488536834716797,0.6819646954536438,0.6819646954536438,0.8555004596710205
39,0.6814928650856018,0.6814928650856018,0.8846989274024963,2.582597017288208,0.0010000000474974513,2.582597017288208,3.2744171619415283,0.725254237651825,0.725254237651825,0.9204261302947998
40,0.6420652866363525,0.6420652866363525,0.8336508870124817,2.5471365451812744,0.0010000000474974513,2.5471365451812744,3.2489891052246094,0.7000267505645752,0.7000267505645752,0.8849638104438782
41,0.5836548209190369,0.5836548209190369,0.758904755115509,2.58142352104187,0.0010000000474974513,2.58142352104187,3.2709860801696777,0.649892270565033,0.649892270565033,0.8227038383483887
42,0.5815728306770325,0.5815728306770325,0.7618110775947571,2.595170259475708,0.0010000000474974513,2.595170259475708,3.2975029945373535,0.6364445090293884,0.6364445090293884,0.8143343925476074
43,0.5846855640411377,0.5846855640411377,0.757006049156189,2.5365147590637207,0.0010000000474974513,2.5365147590637207,3.2273004055023193,0.629609227180481,0.629609227180481,0.8110881447792053
44,0.6068606972694397,0.6068606972694397,0.7878735065460205,2.5758299827575684,0.0010000000474974513,2.5758299827575684,3.2729544639587402,0.6689205169677734,0.6689205169677734,0.8553690910339355
45,0.6521685123443604,0.6521685123443604,0.8507656455039978,2.5135889053344727,0.0010000000474974513,2.5135889053344727,3.191957473754883,0.7006683945655823,0.7006683945655823,0.8952344655990601
46,0.6117454767227173,0.6117454767227173,0.8031373620033264,2.5313994884490967,0.0010000000474974513,2.5313994884490967,3.2458174228668213,0.6584512591362,0.6584512591362,0.8495152592658997
47,0.5838155150413513,0.5838155150413513,0.7505253553390503,2.5048820972442627,0.0010000000474974513,2.5048820972442627,3.1615099906921387,0.627100944519043,0.627100944519043,0.802797794342041
48,0.5802052617073059,0.5802052617073059,0.7584326863288879,2.4259586334228516,0.0010000000474974513,2.4259586334228516,3.0959339141845703,0.6174770593643188,0.6174770593643188,0.7941075563430786
49,0.5797053575515747,0.5797053575515747,0.7506628632545471,2.47597074508667,0.0010000000474974513,2.47597074508667,3.1577301025390625,0.6142575740814209,0.6142575740814209,0.7872812747955322
50,0.6127328276634216,0.6127328276634216,0.7950344085693359,2.4767560958862305,0.0010000000474974513,2.4767560958862305,3.1583352088928223,0.6565061211585999,0.6565061211585999,0.835284411907196
51,0.6576623320579529,0.6576623320579529,0.837813675403595,2.4565138816833496,0.0010000000474974513,2.4565138816833496,3.1169848442077637,0.6888998746871948,0.6888998746871948,0.865969717502594
52,0.6088709831237793,0.6088709831237793,0.7950273156166077,2.5113251209259033,0.0010000000474974513,2.5113251209259033,3.183790683746338,0.6372860074043274,0.6372860074043274,0.8126259446144104
53,0.6245450377464294,0.6245450377464294,0.8003721833229065,2.4818572998046875,0.0010000000474974513,2.4818572998046875,3.148038148880005,0.6557281613349915,0.6557281613349915,0.8401838541030884
54,0.5508928298950195,0.5508928298950195,0.7167708277702332,2.4544951915740967,0.0010000000474974513,2.4544951915740967,3.1179728507995605,0.5836138725280762,0.5836138725280762,0.7440834045410156
55,0.6102449893951416,0.6102449893951416,0.7831247448921204,2.4427151679992676,0.0010000000474974513,2.4427151679992676,3.1237149238586426,0.6469453573226929,0.6469453573226929,0.8215094804763794
56,0.5451788902282715,0.5451788902282715,0.714053213596344,2.3843882083892822,0.0010000000474974513,2.3843882083892822,3.031193494796753,0.5841221213340759,0.5841221213340759,0.7465009689331055
57,0.688298761844635,0.688298761844635,0.890860915184021,2.3809654712677,0.0010000000474974513,2.3809654712677,3.003004550933838,0.7237412929534912,0.7237412929534912,0.9167846441268921
58,0.7491918206214905,0.7491918206214905,0.9680485129356384,2.441005229949951,0.0010000000474974513,2.441005229949951,3.080984354019165,0.7970341444015503,0.7970341444015503,1.0101381540298462
59,0.5638707876205444,0.5638707876205444,0.7379579544067383,2.4269356727600098,0.0010000000474974513,2.4269356727600098,3.091702699661255,0.607401430606842,0.607401430606842,0.7834078073501587
60,0.6041312217712402,0.6041312217712402,0.7845897078514099,2.3478896617889404,0.0010000000474974513,2.3478896617889404,2.9804041385650635,0.641916036605835,0.641916036605835,0.824913501739502
61,0.573250949382782,0.573250949382782,0.7463179230690002,2.452234983444214,0.0010000000474974513,2.452234983444214,3.1219642162323,0.6125629544258118,0.6125629544258118,0.7912545800209045
62,0.5440242886543274,0.5440242886543274,0.7153259515762329,2.3934590816497803,0.0010000000474974513,2.3934590816497803,3.04127836227417,0.5876392722129822,0.5876392722129822,0.7595491409301758
63,0.5449042916297913,0.5449042916297913,0.710604727268219,2.3892879486083984,0.0010000000474974513,2.3892879486083984,3.0532639026641846,0.5872593522071838,0.5872593522071838,0.7532728910446167
