Real,Predicted,Absolute_Error,Squared_Error,Residuals,Relative_Error(%)
21853.964,21855.14,1.1766250000000582,1.384446390625137,-1.1766250000000582,0.005384034676727388
24231.8,24169.672,62.12812499999927,3859.9039160155344,62.12812499999927,0.2563908789275812
20911.549,20778.094,133.45524999999907,17810.303752562253,133.45524999999907,0.6381892130512916
21226.843,21256.125,29.281999999999243,857.4355239999556,-29.281999999999243,0.13794797464693853
19030.659,19031.234,0.5753750000003492,0.3310563906254019,-0.5753750000003492,0.0030234108025373524
20369.979,20346.453,23.52587499999936,553.4667945155949,23.52587499999936,0.11549287802401667
20294.744,20322.86,28.115375000001222,790.4743113906937,-28.115375000001222,0.13853525326551233
22127.750999999997,22194.11,66.35837500000343,4403.433932641081,-66.35837500000343,0.2998875710413293
20670.107,20694.844,24.73675000000003,611.9068005625014,-24.73675000000003,0.1196740297473451
23252.108999999997,23403.031,150.92225000000326,22777.525545063483,-150.92225000000326,0.6490690801420996
23054.229999999996,23112.36,58.129375000004075,3379.024237891099,-58.129375000004075,0.25214190627914645
22427.108999999997,22416.64,10.46837499999674,109.58687514055676,10.46837499999674,0.04667732697955886
23406.305999999997,23421.625,15.319000000003143,234.6717610000963,-15.319000000003143,0.06544817452184296
23803.519999999997,23966.594,163.0737500000032,26593.047939063545,-163.0737500000032,0.6850825004030274
20153.927,20343.547,189.61987500000032,35955.69699501574,-189.61987500000032,0.940858200984385
22044.113,22113.703,69.5901249999988,4842.785497515459,-69.5901249999988,0.31568575700899026
23030.871,23104.484,73.61337500000081,5418.928978890745,-73.61337500000081,0.31962914038278817
21238.902000000002,21089.328,149.57387500000186,22372.34408251618,149.57387500000186,0.704244856913655
21415.101000000002,21311.734,103.36662500000239,10684.659163891118,103.36662500000239,0.4826810062672789
18540.086000000003,18620.797,80.71087499999703,6514.2453432651455,-80.71087499999703,0.4353317185257581
19790.933,19883.281,92.3482499999991,8528.199278062333,-92.3482499999991,0.4666189815303423
20832.183999999997,20755.078,77.10587499999747,5945.315959515235,77.10587499999747,0.3701286192554773
18636.0,18684.14,48.140625,2317.519775390625,-48.140625,0.25832058918208933
17957.168999999998,18111.547,154.37787500000195,23832.528289516227,-154.37787500000195,0.8597005184944018
19022.929,19040.39,17.461624999999913,304.90834764062197,-17.461624999999913,0.09179251523248987
20469.007,20496.453,27.446124999998574,753.2897775155467,-27.446124999998574,0.1340862553810508
20392.009000000002,20481.172,89.16287499999817,7950.018278265298,-89.16287499999817,0.43724419207521154
24186.163,24285.188,99.02449999999953,9805.851600249907,-99.02449999999953,0.40942624921513426
24212.504,24214.172,1.667874999999185,2.781807015622282,-1.667874999999185,0.006888486213563438
23099.186999999998,22764.328,334.8588749999981,112130.46616626433,334.8588749999981,1.4496565398594035
19764.888,19752.594,12.29424999999901,151.14858306247567,12.29424999999901,0.06220247744380231
21375.347999999998,21395.11,19.761375000001863,390.5119418906986,-19.761375000001863,0.09244937205229416
20821.083,20787.86,33.22362499999872,1103.80925814054,33.22362499999872,0.15956722808310578
17538.887000000002,17494.094,44.793250000002445,2006.435245562719,44.793250000002445,0.2553939141062765
19583.379,19624.219,40.839749999999185,1667.8851800624334,-40.839749999999185,0.20854291795087215
21409.48,21420.734,11.254375000000437,126.66095664063482,-11.254375000000437,0.05256725058242974
18157.101000000002,18148.297,8.804125000002387,77.51261701566702,8.804125000002387,0.04848860509173539
21983.882999999998,22068.578,84.69512500000201,7173.264198765965,-84.69512500000201,0.3852600789403923
24361.719,24474.953,113.23412499999904,12821.967064515407,-113.23412499999904,0.4648035099655839
21041.468,21202.64,161.17262499999924,25976.61504939038,-161.17262499999924,0.7659761429189381
21524.563000000002,21625.625,101.06199999999808,10213.527843999611,-101.06199999999808,0.46951940441230383
22335.959,22279.484,56.47462499999892,3189.3832688905036,56.47462499999892,0.2528417293386581
22733.173,23053.828,320.65512500000114,102819.70918876636,-320.65512500000114,1.4105163630253466
24797.68,24873.562,75.88249999999971,5758.153806249956,-75.88249999999971,0.30600644899026486
21477.429,21443.734,33.69462500000009,1135.327753890631,33.69462500000009,0.15688388493792435
22771.92,22744.75,27.169999999998254,738.2088999999052,27.169999999998254,0.11931361079779977
19596.538999999997,19581.0,15.538999999997031,241.46052099990774,15.538999999997031,0.07929461421728146
19519.540999999997,19579.0,59.45900000000256,3535.3726810003045,-59.45900000000256,0.30461269555453224
18917.708,18537.766,379.9423749999987,144356.20832063965,379.9423749999987,2.008395388066027
22766.794,22699.703,67.09087500000169,4501.185508265851,67.09087500000169,0.2946874074583018
19446.542999999998,19586.922,140.37887500000215,19706.22854626623,-140.37887500000215,0.7218705916004196
19929.638,19909.234,20.40362499999901,416.3079131405846,20.40362499999901,0.10237830210457798
20741.034,20914.812,173.77850000000035,30198.96706225012,-173.77850000000035,0.8378487784163342
21138.248,21444.531,306.2832500000004,93809.42923056275,-306.2832500000004,1.4489528649671226
23153.722999999998,23138.844,14.879249999998137,221.39208056244456,14.879249999998137,0.06426288333842342
17952.582,18000.11,47.527375000001484,2258.851374390766,-47.527375000001484,0.2647383813647252
17273.751,17398.422,124.6708749999998,15542.827073265575,-124.6708749999998,0.721735973847994
18524.597999999998,18641.453,116.85512500000186,13655.12023876606,-116.85512500000186,0.6308105849311212
24599.801,24685.234,85.43337500000052,7298.861563890715,-85.43337500000052,0.3472929516786164
22574.040999999997,22554.016,20.02537499999744,401.0156438905224,20.02537499999744,0.08870974851152512
20764.321000000004,20818.578,54.25712499999645,2943.8356132652398,-54.25712499999645,0.2612997795592271
