Decile,Absolute_Error
0,226.3614814814815
1,137.78147685185237
2,231.89569711538473
3,120.12252314814853
4,79.55585576923058
5,98.38856481481506
6,92.42469711538433
7,251.0738333333328
8,113.1756826923079
9,119.95280092592549
