amostra,valor_real,valor_predito,valor_predito_corrigido
amostra_0791_2420.66.csv,2420.66,2397.0034,2371.1082
amostra_0793_3033.97.csv,3033.97,3064.74,2981.0056
amostra_0794_4321.70.csv,4321.7,4365.97,4145.8667
amostra_0803_1928.05.csv,1928.05,1968.967,1975.8174
amostra_0810_3034.11.csv,3034.11,2996.2542,2918.8308
amostra_0814_2301.86.csv,2301.86,2208.6672,2197.597
amostra_0821_1912.96.csv,1912.96,1883.3597,1896.3531
amostra_0835_875.51.csv,875.51,890.31555,964.6779
amostra_0843_2983.46.csv,2983.46,3030.497,2949.9292
amostra_0847_1707.36.csv,1707.36,1677.9023,1705.0869
amostra_0852_2324.81.csv,2324.81,2191.546,2181.7908
amostra_0870_2084.82.csv,2084.82,2328.5176,2308.0889
amostra_0873_3940.57.csv,3940.57,3886.5696,3720.3452
amostra_0875_3266.23.csv,3266.23,3424.2905,3306.0015
amostra_0883_2089.85.csv,2089.85,1866.2383,1880.4441
amostra_0891_2154.78.csv,2154.78,2123.06,2118.5117
amostra_0898_2391.35.csv,2391.35,2260.0317,2244.9832
amostra_0908_3645.54.csv,3645.54,3869.4482,3705.0696
amostra_0909_2316.55.csv,2316.55,2431.2463,2402.5852
amostra_0917_3288.29.csv,3288.29,3869.4482,3705.0696
amostra_0920_2650.49.csv,2650.49,2807.9182,2747.404
amostra_0924_1817.94.csv,1817.94,1951.8456,1959.9354
amostra_0929_2021.19.csv,2021.19,1831.9954,1848.6096
amostra_0932_2632.20.csv,2632.2,2670.9465,2622.3186
amostra_0940_2037.78.csv,2037.78,1986.0885,1991.6941
amostra_0943_3410.22.csv,3410.22,3441.4119,3321.4177
amostra_0947_2654.24.csv,2654.24,2842.1611,2778.6213
amostra_0949_2738.06.csv,2738.06,2585.3394,2543.964
amostra_0951_3461.53.csv,3461.53,3355.8047,3244.2815
amostra_0955_1719.94.csv,1719.94,1643.6594,1673.1334
amostra_0962_2968.23.csv,2968.23,3201.7117,3105.0952
amostra_0967_2485.66.csv,2485.66,2739.4324,2684.9048
amostra_0985_2342.97.csv,2342.97,2482.6106,2449.7603
amostra_0987_2161.01.csv,2161.01,2037.4529,2039.2914
amostra_0988_2073.85.csv,2073.85,2037.4529,2039.2914
amostra_0991_2419.13.csv,2419.13,2260.0317,2244.9832
amostra_0999_2759.47.csv,2759.47,2756.5537,2700.5376
amostra_1005_2484.32.csv,2484.32,2568.2178,2528.277
amostra_1023_3035.07.csv,3035.07,2893.5254,2825.4065
amostra_1024_3108.16.csv,3108.16,3167.4688,3074.1052
amostra_1027_4353.11.csv,4353.11,4314.606,4100.478
amostra_1039_3430.12.csv,3430.12,3544.1406,3413.8027
amostra_1041_1831.86.csv,1831.86,1866.2383,1880.4441
amostra_1042_3170.58.csv,3170.58,3253.076,3151.5393
amostra_1045_1681.42.csv,1681.42,1746.3882,1768.9291
amostra_1055_2647.63.csv,2647.63,2910.647,2840.9907
amostra_1057_2788.80.csv,2788.8,2979.1328,2903.274
amostra_1061_2621.51.csv,2621.51,2431.2463,2402.5852
amostra_1070_2676.56.csv,2676.56,2568.2178,2528.277
amostra_1072_2609.66.csv,2609.66,2653.8252,2606.6587
amostra_1073_2765.53.csv,2765.53,2670.9465,2622.3186
amostra_1077_2755.79.csv,2755.79,3030.497,2949.9292
amostra_1078_3101.47.csv,3101.47,3235.9546,3136.0635
amostra_1081_1548.57.csv,1548.57,1643.6594,1673.1334
amostra_1091_2387.11.csv,2387.11,2431.2463,2402.5852
amostra_1095_2339.62.csv,2339.62,2551.0964,2512.5847
amostra_1096_2709.91.csv,2709.91,3013.3755,2934.3828
amostra_1102_1871.91.csv,1871.91,1831.9954,1848.6096
amostra_1106_2888.83.csv,2888.83,3047.6184,2965.47
amostra_1108_2574.07.csv,2574.07,2705.1895,2653.6223
amostra_1114_1546.13.csv,1546.13,1540.9307,1577.143
amostra_1119_1507.38.csv,1507.38,1335.4733,1384.5775
amostra_1123_3016.02.csv,3016.02,3030.497,2949.9292
amostra_1128_1960.64.csv,1960.64,2225.7888,2213.3977
amostra_1133_3201.83.csv,3201.83,3441.4119,3321.4177
amostra_1136_2574.47.csv,2574.47,2773.6753,2716.1653
amostra_1139_2152.87.csv,2152.87,2020.3314,2023.4309
amostra_1144_1938.78.csv,1938.78,1951.8456,1959.9354
amostra_1150_2715.36.csv,2715.36,2688.068,2637.9731
amostra_1152_3194.03.csv,3194.03,3441.4119,3321.4177
amostra_1153_2510.56.csv,2510.56,2397.0034,2371.1082
amostra_1157_2411.96.csv,2411.96,2585.3394,2543.964
amostra_1162_2238.67.csv,2238.67,2379.8818,2355.3613
amostra_1163_2938.17.csv,2938.17,2962.0112,2887.7112
amostra_1165_2812.93.csv,2812.93,2499.732,2465.4744
amostra_1166_2601.59.csv,2601.59,2465.4893,2434.0408
amostra_1169_2513.01.csv,2513.01,2551.0964,2512.5847
amostra_1173_2503.59.csv,2503.59,2688.068,2637.9731
amostra_1175_2968.48.csv,2968.48,3081.8613,2996.5356
amostra_1180_2059.34.csv,2059.34,2208.6672,2197.597
amostra_1184_3350.80.csv,3350.8,3492.7764,3367.635
amostra_1185_1622.44.csv,1622.44,1472.445,1513.0411
amostra_1193_2315.53.csv,2315.53,2414.1248,2386.8494
amostra_1194_2418.87.csv,2418.87,2619.5823,2575.322
amostra_1207_3196.34.csv,3196.34,3167.4688,3074.1052
amostra_1209_2836.63.csv,2836.63,2705.1895,2653.6223
amostra_1213_3179.63.csv,3179.63,3030.497,2949.9292
amostra_1230_3366.56.csv,3366.56,3441.4119,3321.4177
amostra_1233_1733.67.csv,1733.67,1677.9023,1705.0869
amostra_1238_1999.16.csv,1999.16,1934.7241,1944.048
amostra_1239_2214.42.csv,2214.42,2294.2747,2276.5469
amostra_1246_2680.50.csv,2680.5,2739.4324,2684.9048
amostra_1250_2407.37.csv,2407.37,2533.9749,2496.8865
amostra_1258_3674.16.csv,3674.16,3732.4766,3582.669
amostra_1264_1693.16.csv,1693.16,1643.6594,1673.1334
amostra_1265_1831.47.csv,1831.47,1814.8739,1832.6843
amostra_1274_2031.96.csv,2031.96,2379.8818,2355.3613
amostra_1277_1963.03.csv,1963.03,2054.5742,2055.146
amostra_1279_2406.61.csv,2406.61,2448.3677,2418.3157
amostra_1281_3648.42.csv,3648.42,3783.841,3628.61
amostra_1283_2220.39.csv,2220.39,2174.4246,2165.9792
amostra_1284_3179.57.csv,3179.57,3270.1975,3167.01
amostra_1287_1988.81.csv,1988.81,2105.9387,2102.6785
amostra_1295_3157.79.csv,3157.79,3098.983,3012.0603
amostra_1296_1590.97.csv,1590.97,1558.0521,1593.1549
amostra_1306_2513.27.csv,2513.27,2551.0964,2512.5847
amostra_1313_2401.55.csv,2401.55,2379.8818,2355.3613
amostra_1326_1712.13.csv,1712.13,1677.9023,1705.0869
amostra_1329_2004.88.csv,2004.88,2037.4529,2039.2914
amostra_1336_2197.44.csv,2197.44,2174.4246,2165.9792
amostra_1340_2781.28.csv,2781.28,2842.1611,2778.6213
amostra_1344_2492.12.csv,2492.12,2448.3677,2418.3157
amostra_1349_2881.20.csv,2881.2,2705.1895,2653.6223
amostra_1353_1393.69.csv,1393.69,1352.5947,1400.6544
amostra_1354_2208.87.csv,2208.87,2294.2747,2276.5469
amostra_1362_2700.01.csv,2700.01,2807.9182,2747.404
amostra_1368_1661.81.csv,1661.81,1712.1453,1737.0188
amostra_1370_2767.58.csv,2767.58,2568.2178,2528.277
amostra_1376_1477.30.csv,1477.3,1506.6877,1545.1029
amostra_1378_2655.21.csv,2655.21,2619.5823,2575.322
amostra_1380_2886.82.csv,2886.82,2790.7966,2731.787
amostra_1384_1592.14.csv,1592.14,1729.2667,1752.9766
amostra_1385_2678.45.csv,2678.45,2585.3394,2543.964
amostra_1394_3355.54.csv,3355.54,3407.169,3290.5796
amostra_1408_3174.44.csv,3174.44,3184.59,3089.6028
amostra_1409_1713.57.csv,1713.57,1831.9954,1848.6096
amostra_1410_1298.56.csv,1298.56,1369.7162,1416.726
amostra_1411_2869.17.csv,2869.17,3201.7117,3105.0952
amostra_1433_1900.98.csv,1900.98,1831.9954,1848.6096
amostra_1441_3541.12.csv,3541.12,3937.934,3766.1396
amostra_1444_3067.79.csv,3067.79,3235.9546,3136.0635
amostra_1448_1259.51.csv,1259.51,1284.1089,1336.3143
amostra_1473_2396.15.csv,2396.15,2414.1248,2386.8494
amostra_1474_2150.10.csv,2150.1,2088.8171,2086.8398
amostra_1482_2062.88.csv,2062.88,1968.967,1975.8174
amostra_1489_2814.15.csv,2814.15,2859.2825,2794.2217
amostra_1500_3109.14.csv,3109.14,3150.3472,3058.602
amostra_1508_2777.11.csv,2777.11,2893.5254,2825.4065
amostra_1520_2622.67.csv,2622.67,2516.8535,2481.183
amostra_1525_3159.97.csv,3159.97,3013.3755,2934.3828
amostra_1532_2223.95.csv,2223.95,2020.3314,2023.4309
amostra_1545_2129.60.csv,2129.6,2157.303,2150.162
amostra_1551_3083.68.csv,3083.68,3150.3472,3058.602
amostra_1561_1323.35.csv,1323.35,1232.7446,1288.0026
amostra_1566_2769.13.csv,2769.13,2927.7683,2856.5698
amostra_1571_1354.33.csv,1354.33,1198.5017,1255.7675
amostra_1572_3161.48.csv,3161.48,3030.497,2949.9292
amostra_1573_1684.04.csv,1684.04,1831.9954,1848.6096
amostra_1574_2089.21.csv,2089.21,1986.0885,1991.6941
amostra_1580_1819.29.csv,1819.29,1917.6027,1928.155
amostra_1581_3021.42.csv,3021.42,3218.833,3120.582
amostra_1587_2349.70.csv,2349.7,2482.6106,2449.7603
amostra_1592_2971.58.csv,2971.58,3116.1042,3027.5798
amostra_1598_2434.44.csv,2434.44,2294.2747,2276.5469
amostra_1601_1190.31.csv,1190.31,1198.5017,1255.7675
amostra_1604_2623.33.csv,2623.33,2602.4607,2559.6458
amostra_1607_3157.41.csv,3157.41,3030.497,2949.9292
amostra_1612_2408.77.csv,2408.77,2277.153,2260.7676
amostra_1617_2174.71.csv,2174.71,2037.4529,2039.2914
amostra_1620_1636.98.csv,1636.98,1763.5096,1784.876
amostra_1622_2135.48.csv,2135.48,2071.6958,2070.9956
amostra_1627_2574.51.csv,2574.51,2705.1895,2653.6223
amostra_1633_2233.30.csv,2233.3,1866.2383,1880.4441
amostra_1639_2375.25.csv,2375.25,2397.0034,2371.1082
amostra_1642_2904.72.csv,2904.72,3235.9546,3136.0635
amostra_1646_2192.80.csv,2192.8,2277.153,2260.7676
amostra_1656_2141.66.csv,2141.66,2379.8818,2355.3613
amostra_1658_3235.27.csv,3235.27,3304.4402,3197.9348
amostra_1673_2736.62.csv,2736.62,2790.7966,2731.787
amostra_1688_2127.31.csv,2127.31,2379.8818,2355.3613
amostra_1690_2805.25.csv,2805.25,2996.2542,2918.8308
amostra_1691_3474.59.csv,3474.59,3595.505,3459.9224
amostra_1697_3482.73.csv,3482.73,3304.4402,3197.9348
amostra_1700_3049.48.csv,3049.48,3098.983,3012.0603
amostra_1705_3582.42.csv,3582.42,3681.1123,3536.6797
amostra_1706_2549.24.csv,2549.24,2670.9465,2622.3186
amostra_1715_1372.31.csv,1372.31,1352.5947,1400.6544
amostra_1716_2724.14.csv,2724.14,2893.5254,2825.4065
amostra_1721_2815.36.csv,2815.36,2979.1328,2903.274
amostra_1729_2529.83.csv,2529.83,2825.0396,2763.0154
amostra_1731_1631.07.csv,1631.07,1455.3235,1497.0021
amostra_1733_3015.77.csv,3015.77,3098.983,3012.0603
amostra_1744_3278.53.csv,3278.53,3544.1406,3413.8027
amostra_1747_2542.28.csv,2542.28,2602.4607,2559.6458
amostra_1753_1687.09.csv,1687.09,1763.5096,1784.876
amostra_1759_3139.57.csv,3139.57,3201.7117,3105.0952
amostra_1760_1533.19.csv,1533.19,1438.202,1480.9578
amostra_1767_1843.96.csv,1843.96,1797.7524,1816.7537
amostra_1768_2199.19.csv,2199.19,2242.9102,2229.193
amostra_1780_1517.79.csv,1517.79,1403.9591,1448.8525
amostra_1783_1094.42.csv,1094.42,1027.2871,1094.2676
amostra_1796_2859.09.csv,2859.09,2807.9182,2747.404
amostra_1801_1560.36.csv,1560.36,1506.6877,1545.1029
amostra_1802_1070.64.csv,1070.64,1078.6515,1142.7744
amostra_1805_1888.07.csv,1888.07,1883.3597,1896.3531
amostra_1825_2008.59.csv,2008.59,1814.8739,1832.6843
amostra_1826_2008.63.csv,2008.63,1951.8456,1959.9354
amostra_1827_3392.84.csv,3392.84,3355.8047,3244.2815
amostra_1828_1472.67.csv,1472.67,1318.3518,1368.4952
amostra_1832_1610.42.csv,1610.42,1609.4165,1641.1583
amostra_1837_2881.53.csv,2881.53,2790.7966,2731.787
amostra_1850_3941.27.csv,3941.27,4057.7842,3872.8044
amostra_1862_1957.93.csv,1957.93,2020.3314,2023.4309
amostra_1866_1236.61.csv,1236.61,1198.5017,1255.7675
amostra_1878_2418.91.csv,2418.91,2260.0317,2244.9832
amostra_1884_1602.94.csv,1602.94,1797.7524,1816.7537
amostra_1897_3370.35.csv,3370.35,3338.683,3228.838
amostra_1899_2422.12.csv,2422.12,2294.2747,2276.5469
amostra_1903_1994.39.csv,1994.39,2088.8171,2086.8398
amostra_1907_2544.06.csv,2544.06,2602.4607,2559.6458
amostra_1919_1988.78.csv,1988.78,2020.3314,2023.4309
amostra_1920_1949.22.csv,1949.22,1814.8739,1832.6843
amostra_1923_2249.94.csv,2249.94,2260.0317,2244.9832
amostra_1924_1500.20.csv,1500.2,1472.445,1513.0411
amostra_1925_2636.71.csv,2636.71,2722.311,2669.2664
amostra_1927_1633.32.csv,1633.32,1660.7809,1689.1129
amostra_1933_2082.87.csv,2082.87,1917.6027,1928.155
amostra_1939_2528.13.csv,2528.13,2482.6106,2449.7603
amostra_1941_2601.92.csv,2601.92,3749.5981,3597.988
amostra_1948_3000.46.csv,3000.46,3167.4688,3074.1052
amostra_1957_3039.74.csv,3039.74,3133.2258,3043.0938
amostra_1962_4000.72.csv,4000.72,4143.3916,3948.8308
amostra_1963_2776.96.csv,2776.96,3030.497,2949.9292
amostra_1966_2069.99.csv,2069.99,2328.5176,2308.0889
amostra_1970_1147.49.csv,1147.49,1232.7446,1288.0026
amostra_1972_3448.22.csv,3448.22,3509.8977,3383.0295
amostra_1977_3541.04.csv,3541.04,3869.4482,3705.0696
amostra_1980_3520.09.csv,3520.09,4365.97,4145.8667
amostra_1982_2717.19.csv,2717.19,2465.4893,2434.0408
amostra_1983_1591.13.csv,1591.13,1712.1453,1737.0188
amostra_1986_3632.20.csv,3632.2,3903.6912,3735.6155
amostra_1993_2083.20.csv,2083.2,2277.153,2260.7676
amostra_1997_1979.56.csv,1979.56,1900.4812,1912.2568
amostra_2001_2235.08.csv,2235.08,2088.8171,2086.8398
amostra_2017_1732.39.csv,1732.39,2003.21,2007.5652
amostra_2024_1246.16.csv,1246.16,1130.0159,1191.2325
amostra_2028_2437.73.csv,2437.73,2294.2747,2276.5469
amostra_2030_1599.59.csv,1599.59,1643.6594,1673.1334
amostra_2031_3696.09.csv,3696.09,3852.3267,3689.788
amostra_2036_2054.16.csv,2054.16,2225.7888,2213.3977
amostra_2047_3471.49.csv,3471.49,3578.3835,3444.5544
amostra_2051_2007.32.csv,2007.32,1968.967,1975.8174
amostra_2053_2890.40.csv,2890.4,2722.311,2669.2664
amostra_2060_2166.08.csv,2166.08,2414.1248,2386.8494
amostra_2073_3617.01.csv,3617.01,3732.4766,3582.669
amostra_2083_2696.74.csv,2696.74,2636.7036,2590.9932
amostra_2084_1465.02.csv,1465.02,1318.3518,1368.4952
amostra_2088_2330.42.csv,2330.42,2260.0317,2244.9832
amostra_2094_2834.90.csv,2834.9,2688.068,2637.9731
amostra_2095_3029.50.csv,3029.5,3116.1042,3027.5798
amostra_2097_2276.64.csv,2276.64,2499.732,2465.4744
amostra_2099_1972.16.csv,1972.16,1866.2383,1880.4441
amostra_2107_3146.28.csv,3146.28,3253.076,3151.5393
amostra_2110_2588.75.csv,2588.75,2602.4607,2559.6458
amostra_2115_1299.57.csv,1299.57,1215.6232,1271.8876
amostra_2120_4344.97.csv,4344.97,4365.97,4145.8667
amostra_2121_3115.09.csv,3115.09,3287.3188,3182.4749
amostra_2128_2436.68.csv,2436.68,2362.7605,2339.6094
amostra_2129_3251.12.csv,3251.12,3235.9546,3136.0635
amostra_2140_2178.44.csv,2178.44,2414.1248,2386.8494
amostra_2147_2182.32.csv,2182.32,2140.1816,2134.3396
amostra_2151_1884.05.csv,1884.05,1831.9954,1848.6096
amostra_2156_3197.65.csv,3197.65,3150.3472,3058.602
amostra_2159_1465.23.csv,1465.23,1540.9307,1577.143
amostra_2160_2114.10.csv,2114.1,2551.0964,2512.5847
amostra_2164_2761.54.csv,2761.54,2790.7966,2731.787
amostra_2172_1859.55.csv,1859.55,2020.3314,2023.4309
amostra_2178_2651.29.csv,2651.29,2773.6753,2716.1653
amostra_2193_1351.73.csv,1351.73,1335.4733,1384.5775
amostra_2194_2937.41.csv,2937.41,3064.74,2981.0056
amostra_2195_3193.36.csv,3193.36,3390.0476,3275.1526
amostra_2204_1887.08.csv,1887.08,1763.5096,1784.876
amostra_2207_3462.41.csv,3462.41,3527.0193,3398.419
