filename,real_kWh,predicted_kWh,absolute_error,relative_error_%
amostra_0789_30.76.npy,30.76,31.279474,0.51947425842285,1.688797979268043
amostra_0800_26.36.npy,26.36,27.753609,1.3936087036132818,5.286831197318975
amostra_0804_23.24.npy,23.24,24.217379,0.9773786163330094,4.205587849969921
amostra_0817_24.52.npy,24.52,26.037432,1.5174317169189457,6.188546969489991
amostra_0821_33.55.npy,33.55,34.481136,0.9311363220214872,2.7753690671281293
amostra_0837_27.86.npy,27.86,29.802858,1.9428583526611334,6.973648071289065
amostra_0838_29.63.npy,29.63,30.09922,0.46922027587890724,1.5835986361083607
amostra_0842_32.31.npy,32.31,33.776707,1.4667066955566384,4.539482189899839
amostra_0848_31.78.npy,31.78,31.859428,0.07942840576171761,0.24993205085499562
amostra_0852_31.36.npy,31.36,31.99976,0.6397596740722662,2.0400499810977877
amostra_0858_26.95.npy,26.95,29.047956,2.0979564666748054,7.784625108255308
amostra_0860_34.38.npy,34.38,34.56269,0.1826907348632787,0.5313866633603219
amostra_0865_31.04.npy,31.04,30.098537,0.9414625549316398,3.03306235480554
amostra_0871_31.95.npy,31.95,32.41349,0.46349029541015696,1.4506738510490047
amostra_0874_29.57.npy,29.57,29.941053,0.3710533905029294,1.2548305394079453
amostra_0879_33.26.npy,33.26,31.736435,1.5235650634765605,4.580772890789418
amostra_0880_27.22.npy,27.22,28.343502,1.1235020446777355,4.127487305943188
amostra_0891_33.64.npy,33.64,33.66264,0.022639617919921307,0.0672996965514902
amostra_0897_32.42.npy,32.42,32.260387,0.15961257934570483,0.492327511862137
amostra_0900_31.23.npy,31.23,30.224903,1.0050968933105473,3.2183698152755276
amostra_0901_27.12.npy,27.12,26.756207,0.3637934875488291,1.341421414265594
amostra_0909_30.28.npy,30.28,28.722282,1.5577175903320324,5.1443777752048625
amostra_0913_26.18.npy,26.18,26.867487,0.6874869537353518,2.626000587224415
amostra_0914_30.99.npy,30.99,30.916683,0.07331680297851406,0.23658213287677982
amostra_0922_30.21.npy,30.21,30.356054,0.14605430603027258,0.48346344266889296
amostra_0925_28.77.npy,28.77,30.463648,1.693647842407227,5.88685381441511
amostra_0939_31.87.npy,31.87,30.076885,1.7931147766113291,5.6263406859470635
amostra_0947_29.79.npy,29.79,29.756485,0.03351501464843665,0.11250424521126771
amostra_0950_37.16.npy,37.16,36.307518,0.8524819946289028,2.2940850232209447
amostra_0965_35.60.npy,35.6,33.952858,1.6471420288085952,4.626803451709536
amostra_0969_35.14.npy,35.14,32.68643,2.4535681152343756,6.982265552744381
amostra_0973_35.68.npy,35.68,32.49463,3.1853710937499997,8.927609567684977
amostra_0974_26.25.npy,26.25,27.942596,1.692596435546875,6.4479864211309526
amostra_0975_31.22.npy,31.22,30.896633,0.3233668518066395,1.0357682633140277
amostra_0978_29.83.npy,29.83,30.101252,0.27125160217285327,0.9093248480484522
amostra_0980_26.29.npy,26.29,27.285471,0.9954709625244149,3.7865004280122285
amostra_0987_33.75.npy,33.75,32.19687,1.553131103515625,4.601869936342593
amostra_0999_31.15.npy,31.15,31.838018,0.6880184173583999,2.2087268615036915
amostra_1008_31.63.npy,31.63,31.569569,0.06043136596679588,0.19105711655642074
amostra_1012_25.87.npy,25.87,26.322954,0.4529541778564443,1.7508858827075542
amostra_1015_33.12.npy,33.12,33.111786,0.008214111328122442,0.024801060773316556
amostra_1021_29.51.npy,29.51,30.919605,1.4096052551269516,4.776703677149954
amostra_1025_35.01.npy,35.01,35.471172,0.46117233276367386,1.3172588767885571
amostra_1026_33.03.npy,33.03,33.930386,0.9003855895996082,2.7259630323936066
amostra_1037_30.29.npy,30.29,29.750326,0.5396738433837882,1.7816898097847085
amostra_1051_27.03.npy,27.03,25.978342,1.051657943725587,3.890706414079123
amostra_1052_27.90.npy,27.9,27.695097,0.2049030303955064,0.7344194637831771
amostra_1061_29.51.npy,29.51,30.558968,1.0489675903320297,3.554617385062791
amostra_1064_26.92.npy,26.92,27.594692,0.6746922302246077,2.50628614496511
amostra_1066_25.65.npy,25.65,26.819391,1.169391250610353,4.559030216804495
amostra_1073_32.29.npy,32.29,31.371208,0.9187918090820304,2.8454376249056375
amostra_1078_31.26.npy,31.26,31.308458,0.04845832824706875,0.15501704493624038
amostra_1084_33.35.npy,33.35,32.65326,0.6967407226562514,2.089177579179165
amostra_1085_32.01.npy,32.01,31.519873,0.4901273345947246,1.531169430161589
amostra_1091_31.26.npy,31.26,31.540121,0.2801210784912094,0.8961006989482064
amostra_1094_31.79.npy,31.79,31.583492,0.20650772094726477,0.649599625502563
amostra_1096_29.31.npy,29.31,27.388605,1.9213948822021472,6.555424367799888
amostra_1098_34.77.npy,34.77,35.286823,0.516823272705075,1.486405731104616
amostra_1099_25.73.npy,25.73,26.007053,0.2770533752441402,1.0767717654261182
amostra_1113_28.29.npy,28.29,29.092934,0.8029336547851571,2.838224301114023
amostra_1114_26.29.npy,26.29,26.678066,0.3880662536621102,1.4760983402895027
amostra_1121_27.92.npy,27.92,30.209879,2.2898789215087874,8.201572068441216
amostra_1124_26.93.npy,26.93,28.633121,1.703121490478516,6.324253585141165
amostra_1125_28.05.npy,28.05,28.064,0.013999176025389914,0.04990793591939364
amostra_1126_32.24.npy,32.24,30.431046,1.8089544677734395,5.610900954632256
amostra_1127_28.20.npy,28.2,28.123817,0.07618255615234304,0.270150908341642
amostra_1131_31.05.npy,31.05,30.523508,0.5264919281005866,1.695626177457606
amostra_1136_34.12.npy,34.12,32.406338,1.713662261962888,5.022456805283963
amostra_1145_30.51.npy,30.51,29.54761,0.9623906707763688,3.1543450369595827
amostra_1150_29.39.npy,29.39,30.54238,1.1523793792724604,3.920991423179518
amostra_1151_30.69.npy,30.69,27.973728,2.7162718200683607,8.850673900516
amostra_1152_31.24.npy,31.24,31.122997,0.11700271606445156,0.3745285405392176
amostra_1160_30.35.npy,30.35,30.639503,0.28950347900390483,0.9538829621215975
amostra_1166_30.39.npy,30.39,28.531612,1.8583876037597662,6.115128673115387
amostra_1168_26.45.npy,26.45,26.19987,0.2501308441162102,0.94567426887036
amostra_1169_28.84.npy,28.84,28.524715,0.3152845764160155,1.0932197517892353
amostra_1170_30.20.npy,30.2,30.271412,0.07141189575195384,0.23646323096673458
amostra_1180_25.67.npy,25.67,27.234299,1.5642987060546858,6.093878870489621
amostra_1181_26.50.npy,26.5,26.727566,0.22756576538085938,0.8587387372862618
amostra_1184_31.19.npy,31.19,31.277779,0.08777862548827997,0.28143195090823975
amostra_1194_28.52.npy,28.52,29.1101,0.5900997924804692,2.0690736061727533
amostra_1198_30.11.npy,30.11,29.298038,0.8119615173339838,2.696650671982676
amostra_1205_31.04.npy,31.04,31.416887,0.37688728332519617,1.2141987220528228
amostra_1207_28.53.npy,28.53,27.419142,1.1108582305908214,3.8936495989864053
amostra_1208_28.33.npy,28.33,28.129915,0.20008476257324048,0.706264604917898
amostra_1215_30.39.npy,30.39,30.837862,0.44786201477050724,1.473715086444578
amostra_1228_25.85.npy,25.85,25.07339,0.7766109466552749,3.004297665977852
amostra_1239_29.06.npy,29.06,29.69806,0.6380590820312513,2.195660984278222
amostra_1245_31.36.npy,31.36,32.274185,0.9141851806640631,2.915131315893058
amostra_1247_29.47.npy,29.47,30.485096,1.0150959777832043,3.4445062021825734
amostra_1250_35.12.npy,35.12,33.293167,1.826832885742185,5.201688171247679
amostra_1253_30.24.npy,30.24,29.112719,1.1272814178466781,3.7277824664242
amostra_1255_28.55.npy,28.55,28.896832,0.34683151245117116,1.2148214096363261
amostra_1258_35.19.npy,35.19,33.133118,2.0568823242187477,5.845076226822245
amostra_1270_34.69.npy,34.69,32.533318,2.156682434082029,6.217014799890543
amostra_1271_23.36.npy,23.36,24.241566,0.8815657043457037,3.7738257891511293
amostra_1283_27.03.npy,27.03,27.404684,0.3746840667724598,1.3861785674156855
amostra_1285_30.83.npy,30.83,30.338762,0.491237716674803,1.593375662260146
amostra_1288_33.10.npy,33.1,33.623405,0.5234054565429673,1.581285367199297
amostra_1295_31.60.npy,31.6,32.29281,0.6928085327148423,2.192432065553298
amostra_1300_33.09.npy,33.09,32.601414,0.4885862731933628,1.476537543648724
amostra_1303_26.50.npy,26.5,27.91499,1.4149894714355469,5.339582911077535
amostra_1304_27.67.npy,27.67,27.47285,0.19714920043945483,0.7125016278982826
amostra_1305_34.15.npy,34.15,34.143997,0.006002807617186079,0.017577767546664947
amostra_1306_35.20.npy,35.2,34.098064,1.101935577392581,3.1304987994107414
amostra_1311_23.55.npy,23.55,24.874067,1.324067306518554,5.622366482032076
amostra_1323_30.09.npy,30.09,31.62806,1.5380593872070314,5.111530033921673
amostra_1324_30.14.npy,30.14,30.136393,0.003607406616211506,0.011968834161285687
