decil,erro_absoluto
0,17.458206197102864
1,17.315126876831055
2,16.62206860860189
3,16.93039569091797
4,17.988976308186853
5,18.043734914143883
6,17.457615692138674
7,19.907930277506512
8,20.983835927327473
9,26.291852935791017
