decil,erro_absoluto
0,13.38259245300293
1,13.985043914794922
2,14.013996073404947
3,15.004053212483722
4,13.818728179931641
5,15.075747314453126
6,15.246497863769529
7,14.545268127441407
8,15.319090911865237
9,16.783848439534506
