decil,erro_absoluto
0,0.8069204018332742
1,0.8268048550902294
2,0.9167007325490316
3,0.9475168348948161
4,1.00549552286952
5,1.129915459897338
6,1.1122981880124934
7,1.2442311897277833
8,1.3054761165330389
9,1.2375699462890628
