TIME,VRMS(V) L1 AVG,VRMS(V) L2 AVG,VRMS(V) L3 AVG,VTHD L1 AVG,VTHD L2 AVG,VTHD L3 AVG,IRMS(A) L1 AVG,IRMS(A) L2 AVG,IRMS(A) L3 AVG,ITHD L1 AVG,ITHD L2 AVG,ITHD L3 AVG,P(kW) L1 AVG,P(kW) L2 AVG,P(kW) L3 AVG,P(kW) ALL AVG,S(kVA) L1 AVG,S(kVA) L2 AVG,S(kVA) L3 AVG,S(kVA) ALL AVG,Q(kvar) L1 AVG,Q(kvar) L2 AVG,Q(kvar) L3 AVG,Q(kvar) ALL AVG,TPF L1 AVG,TPF L2 AVG,TPF L3 AVG,TPF ALL AVG,Energy(kWh) L1,Energy(kWh) L2,Energy(kWh) L3,Energy(kWh) ALL,FREQ AVG
2025-04-18 00:27:05,221.466,220.859,220.594,1.24,1.29,1.23,8.585,4.074,8.075,17.48,27.13,15.86,1.508,0.809,-1.569,0.748,1.901,0.9,1.781,4.582,-1.158,0.393,0.837,0.072,0.79,0.9,-0.88,0.16,10.72,5.618,-10.847,5.492,60.01
2025-04-18 00:28:05,221.476,220.842,220.591,1.23,1.29,1.21,8.599,4.299,8.117,17.41,25.97,16.07,1.514,0.852,-1.581,0.786,1.904,0.949,1.791,4.644,-1.154,0.417,0.84,0.103,0.8,0.9,-0.88,0.17,10.744,5.632,-10.872,5.504,60.0
2025-04-18 00:29:05,221.499,220.8,220.618,1.23,1.27,1.22,8.591,4.766,8.088,17.5,22.47,15.81,1.505,0.936,-1.572,0.869,1.903,1.052,1.784,4.739,-1.165,0.48,0.844,0.159,0.79,0.89,-0.88,0.18,10.768,5.647,-10.897,5.518,60.02
2025-04-18 00:30:05,221.573,220.834,220.631,1.24,1.28,1.23,8.593,4.694,8.167,17.48,22.68,15.8,1.504,0.915,-1.59,0.829,1.904,1.037,1.802,4.743,-1.168,0.486,0.847,0.164,0.79,0.88,-0.88,0.18,10.792,5.661,-10.921,5.531,60.02
2025-04-18 00:31:05,221.585,220.802,220.652,1.24,1.27,1.22,8.603,4.699,8.214,17.36,22.66,15.9,1.513,0.916,-1.607,0.821,1.906,1.038,1.812,4.756,-1.16,0.487,0.836,0.164,0.79,0.88,-0.89,0.17,10.816,5.675,-10.947,5.544,60.02
2025-04-18 00:32:05,221.628,220.827,220.678,1.24,1.27,1.22,8.579,4.741,8.211,17.5,22.42,15.65,1.508,0.923,-1.604,0.828,1.901,1.047,1.812,4.76,-1.158,0.493,0.842,0.177,0.79,0.88,-0.89,0.17,10.839,5.69,-10.972,5.557,60.01
2025-04-18 00:33:05,221.555,220.857,220.622,1.23,1.27,1.22,8.57,4.745,8.126,17.55,22.43,15.45,1.505,0.926,-1.581,0.85,1.899,1.048,1.793,4.74,-1.158,0.49,0.84,0.172,0.79,0.88,-0.88,0.18,10.863,5.704,-10.997,5.57,60.0
2025-04-18 00:34:05,221.549,220.82,220.606,1.22,1.26,1.21,8.581,4.742,8.11,17.55,22.49,15.7,1.505,0.93,-1.578,0.856,1.901,1.047,1.789,4.737,-1.161,0.482,0.842,0.163,0.79,0.89,-0.88,0.18,10.887,5.719,-11.022,5.584,60.02
2025-04-18 00:35:05,221.582,220.903,220.635,1.22,1.26,1.21,8.593,4.727,8.093,17.54,22.53,15.84,1.51,0.928,-1.578,0.86,1.904,1.044,1.786,4.734,-1.16,0.479,0.836,0.155,0.79,0.89,-0.88,0.18,10.91,5.734,-11.046,5.597,60.02
2025-04-18 00:36:05,221.614,220.96,220.698,1.21,1.26,1.21,8.591,4.747,8.091,17.63,22.47,15.71,1.509,0.93,-1.579,0.86,1.904,1.049,1.786,4.738,-1.161,0.484,0.829,0.152,0.79,0.89,-0.88,0.18,10.934,5.748,-11.071,5.611,60.03
2025-04-18 00:37:05,221.683,221.06,220.777,1.24,1.3,1.25,8.594,4.349,8.099,17.59,25.42,15.73,1.508,0.857,-1.577,0.788,1.905,0.961,1.788,4.655,-1.164,0.435,0.843,0.114,0.79,0.89,-0.88,0.17,10.958,5.762,-11.096,5.624,60.03
2025-04-18 00:38:05,221.663,221.048,220.763,1.25,1.31,1.26,8.597,4.248,8.131,17.62,26.1,15.85,1.509,0.838,-1.582,0.766,1.906,0.939,1.795,4.64,-1.163,0.423,0.848,0.107,0.79,0.89,-0.88,0.17,10.981,5.775,-11.121,5.636,60.04
2025-04-18 00:39:05,221.71,221.048,220.774,1.26,1.3,1.25,8.59,4.252,8.084,17.69,26.07,15.49,1.509,0.837,-1.573,0.773,1.905,0.94,1.785,4.629,-1.162,0.427,0.842,0.107,0.79,0.89,-0.88,0.17,11.005,5.788,-11.146,5.648,60.04
2025-04-18 00:40:05,221.809,221.131,220.885,1.27,1.31,1.26,8.59,4.256,8.12,17.66,26.14,16.04,1.51,0.842,-1.588,0.765,1.905,0.941,1.794,4.64,-1.161,0.419,0.833,0.091,0.79,0.9,-0.89,0.17,11.029,5.801,-11.171,5.66,60.04
2025-04-18 00:41:05,221.89,221.19,220.948,1.28,1.33,1.27,8.585,4.225,8.072,17.65,26.28,15.63,1.507,0.838,-1.569,0.776,1.905,0.934,1.784,4.623,-1.164,0.413,0.847,0.096,0.79,0.9,-0.88,0.17,11.053,5.815,-11.195,5.672,60.05
2025-04-18 00:42:05,221.915,221.234,220.94,1.27,1.33,1.27,8.606,4.228,8.078,17.53,26.37,15.79,1.511,0.838,-1.573,0.776,1.91,0.935,1.785,4.63,-1.168,0.414,0.842,0.088,0.79,0.9,-0.88,0.17,11.076,5.828,-11.22,5.684,60.04
2025-04-18 00:43:05,221.857,221.228,220.881,1.27,1.34,1.27,8.587,4.253,8.081,17.62,26.16,16.21,1.51,0.841,-1.576,0.775,1.905,0.941,1.785,4.631,-1.162,0.422,0.838,0.098,0.79,0.89,-0.88,0.17,11.1,5.841,-11.245,5.696,60.03
2025-04-18 00:44:05,221.704,221.122,220.822,1.27,1.33,1.27,8.597,4.247,8.089,17.41,26.23,15.55,1.514,0.839,-1.575,0.777,1.906,0.939,1.786,4.631,-1.158,0.421,0.841,0.104,0.79,0.89,-0.88,0.17,11.124,5.854,-11.27,5.708,59.99
2025-04-18 00:45:05,221.864,221.146,220.837,1.28,1.34,1.27,8.597,4.23,8.075,17.54,26.29,15.61,1.507,0.838,-1.571,0.774,1.907,0.935,1.783,4.626,-1.169,0.416,0.844,0.091,0.79,0.9,-0.88,0.17,11.148,5.867,-11.295,5.72,60.01
2025-04-18 00:46:05,221.941,221.234,220.914,1.28,1.34,1.27,8.595,4.705,8.132,17.58,23.2,16.27,1.505,0.928,-1.586,0.847,1.908,1.041,1.796,4.745,-1.172,0.47,0.838,0.137,0.79,0.89,-0.88,0.18,11.171,5.882,-11.319,5.734,60.03
2025-04-18 00:47:05,221.839,221.182,220.878,1.27,1.34,1.26,8.598,4.838,8.098,17.54,22.11,16.1,1.513,0.948,-1.58,0.882,1.907,1.07,1.789,4.766,-1.161,0.495,0.839,0.174,0.79,0.89,-0.88,0.19,11.195,5.897,-11.344,5.748,60.02
2025-04-18 00:48:05,221.852,221.284,220.962,1.26,1.33,1.26,8.581,4.804,8.128,17.64,22.13,15.77,1.51,0.938,-1.582,0.866,1.904,1.063,1.796,4.763,-1.159,0.499,0.849,0.189,0.79,0.88,-0.88,0.18,11.219,5.912,-11.37,5.761,60.03
2025-04-18 00:49:05,221.761,221.251,220.907,1.24,1.32,1.24,8.597,4.812,8.109,17.59,22.2,15.67,1.51,0.942,-1.577,0.876,1.906,1.065,1.791,4.762,-1.163,0.495,0.849,0.181,0.79,0.89,-0.88,0.18,11.242,5.927,-11.394,5.775,60.02
2025-04-18 00:50:05,221.825,221.208,220.933,1.22,1.29,1.24,8.606,4.798,8.126,17.66,22.21,15.89,1.506,0.942,-1.583,0.864,1.909,1.061,1.795,4.766,-1.173,0.489,0.845,0.162,0.79,0.89,-0.88,0.18,11.266,5.941,-11.419,5.789,60.03
2025-04-18 00:51:05,221.931,221.297,221.058,1.22,1.29,1.24,8.587,4.792,8.154,17.74,22.2,15.41,1.509,0.938,-1.591,0.855,1.906,1.061,1.803,4.769,-1.164,0.495,0.846,0.177,0.79,0.88,-0.88,0.18,11.29,5.956,-11.444,5.802,60.05
2025-04-18 00:52:05,221.916,221.325,221.066,1.22,1.3,1.24,8.606,4.776,8.108,17.53,22.32,15.53,1.516,0.935,-1.582,0.869,1.91,1.057,1.792,4.759,-1.162,0.492,0.843,0.173,0.79,0.88,-0.88,0.18,11.314,5.971,-11.469,5.815,60.04
2025-04-18 00:53:05,221.978,221.34,221.096,1.22,1.29,1.23,8.586,4.765,8.087,17.69,22.33,15.54,1.508,0.935,-1.575,0.868,1.906,1.055,1.788,4.748,-1.166,0.488,0.846,0.168,0.79,0.89,-0.88,0.18,11.337,5.985,-11.494,5.829,60.04
2025-04-18 00:54:05,221.983,221.319,221.079,1.22,1.29,1.22,8.597,4.77,8.119,17.63,22.39,15.74,1.51,0.934,-1.582,0.863,1.908,1.056,1.795,4.759,-1.167,0.491,0.848,0.173,0.79,0.88,-0.88,0.18,11.361,6.0,-11.518,5.842,60.03
2025-04-18 00:55:05,221.981,221.302,220.977,1.22,1.28,1.2,8.606,4.789,8.088,17.7,22.22,15.8,1.511,0.935,-1.579,0.867,1.91,1.06,1.787,4.757,-1.169,0.498,0.837,0.166,0.79,0.88,-0.88,0.18,11.385,6.015,-11.543,5.856,60.04
2025-04-18 00:56:05,222.005,221.39,221.018,1.22,1.29,1.19,8.61,4.792,8.064,17.68,22.26,15.35,1.51,0.937,-1.571,0.875,1.911,1.061,1.782,4.755,-1.172,0.497,0.841,0.166,0.79,0.88,-0.88,0.18,11.409,6.03,-11.568,5.87,60.05
2025-04-18 00:57:05,222.177,221.495,221.152,1.23,1.28,1.2,8.595,4.762,8.067,17.73,22.4,15.48,1.506,0.934,-1.568,0.872,1.91,1.055,1.784,4.748,-1.174,0.489,0.851,0.166,0.79,0.89,-0.88,0.18,11.432,6.044,-11.592,5.884,60.05
2025-04-18 00:58:05,222.157,221.482,221.104,1.21,1.27,1.19,8.591,4.757,8.091,17.64,22.45,15.42,1.509,0.933,-1.572,0.87,1.909,1.054,1.789,4.751,-1.169,0.49,0.854,0.175,0.79,0.89,-0.88,0.18,11.456,6.059,-11.617,5.897,60.05
2025-04-18 00:59:05,222.179,221.512,221.153,1.22,1.29,1.21,8.574,4.76,8.1,17.7,22.42,16.09,1.51,0.931,-1.582,0.859,1.905,1.054,1.791,4.751,-1.161,0.495,0.84,0.173,0.79,0.88,-0.88,0.18,11.479,6.073,-11.642,5.91,60.03
2025-04-18 01:00:05,222.192,221.539,221.246,1.23,1.29,1.23,8.595,4.771,8.114,17.68,22.38,15.35,1.51,0.93,-1.586,0.854,1.91,1.057,1.795,4.762,-1.169,0.502,0.84,0.173,0.79,0.88,-0.88,0.18,11.503,6.088,-11.667,5.924,60.04
2025-04-18 01:01:05,222.202,221.493,221.237,1.23,1.29,1.23,8.626,4.75,8.226,17.43,22.5,15.48,1.517,0.929,-1.611,0.835,1.917,1.052,1.82,4.789,-1.171,0.494,0.846,0.169,0.79,0.88,-0.89,0.17,11.527,6.103,-11.693,5.937,60.02
2025-04-18 01:02:05,222.008,221.289,220.95,1.24,1.29,1.21,8.63,4.755,8.163,17.4,22.46,15.65,1.513,0.931,-1.591,0.853,1.916,1.052,1.804,4.772,-1.176,0.49,0.849,0.164,0.79,0.88,-0.88,0.18,11.551,6.117,-11.718,5.95,60.01
2025-04-18 01:03:05,221.756,221.071,220.735,1.23,1.29,1.22,8.618,4.751,8.108,17.4,22.47,15.87,1.518,0.931,-1.577,0.871,1.911,1.05,1.79,4.751,-1.161,0.486,0.845,0.17,0.79,0.89,-0.88,0.18,11.575,6.132,-11.743,5.964,59.99
2025-04-18 01:04:05,221.751,221.132,220.802,1.21,1.27,1.21,8.63,4.761,8.132,17.28,22.51,16.4,1.524,0.931,-1.588,0.866,1.914,1.053,1.795,4.762,-1.157,0.491,0.837,0.171,0.8,0.88,-0.88,0.18,11.599,6.147,-11.768,5.978,60.01
2025-04-18 01:05:05,221.675,221.148,220.889,1.18,1.27,1.21,8.588,4.759,8.101,17.46,22.4,15.72,1.506,0.931,-1.577,0.86,1.904,1.052,1.789,4.746,-1.164,0.49,0.845,0.171,0.79,0.88,-0.88,0.18,11.622,6.161,-11.792,5.991,59.99
2025-04-18 01:06:05,221.607,221.125,220.86,1.22,1.29,1.23,8.602,4.742,8.113,17.38,22.45,16.34,1.508,0.929,-1.58,0.857,1.906,1.049,1.792,4.747,-1.165,0.486,0.844,0.165,0.79,0.89,-0.88,0.18,11.646,6.176,-11.817,6.005,59.98
2025-04-18 01:07:05,221.678,221.165,220.901,1.24,1.3,1.24,8.592,4.734,8.112,17.48,22.44,16.28,1.51,0.928,-1.583,0.855,1.905,1.047,1.792,4.744,-1.161,0.484,0.839,0.162,0.79,0.89,-0.88,0.18,11.67,6.19,-11.842,6.019,60.0
2025-04-18 01:08:05,221.792,221.122,220.814,1.27,1.32,1.25,8.605,4.709,8.084,17.27,22.67,16.15,1.513,0.926,-1.576,0.863,1.909,1.041,1.785,4.735,-1.163,0.475,0.837,0.15,0.79,0.89,-0.88,0.18,11.694,6.205,-11.867,6.032,59.99
2025-04-18 01:09:05,221.877,221.137,220.814,1.28,1.33,1.25,8.587,4.739,8.098,17.42,22.52,16.12,1.506,0.929,-1.574,0.861,1.905,1.048,1.788,4.741,-1.167,0.483,0.848,0.164,0.79,0.89,-0.88,0.18,11.718,6.22,-11.891,6.046,59.98
2025-04-18 01:10:05,221.904,221.115,220.802,1.28,1.33,1.25,8.593,4.757,8.091,17.36,22.53,16.04,1.508,0.933,-1.572,0.869,1.907,1.052,1.787,4.745,-1.167,0.485,0.848,0.167,0.79,0.89,-0.88,0.18,11.741,6.234,-11.916,6.06,60.0
2025-04-18 01:11:05,221.804,221.121,220.859,1.27,1.33,1.26,8.578,4.746,8.081,17.4,22.46,16.6,1.509,0.928,-1.575,0.862,1.903,1.05,1.785,4.737,-1.159,0.489,0.839,0.169,0.79,0.88,-0.88,0.18,11.765,6.249,-11.94,6.073,60.0
2025-04-18 01:12:05,221.851,221.106,220.933,1.27,1.32,1.26,8.58,4.708,8.039,17.36,22.67,15.98,1.511,0.925,-1.567,0.869,1.903,1.041,1.776,4.72,-1.158,0.477,0.836,0.155,0.79,0.89,-0.88,0.18,11.789,6.264,-11.965,6.087,60.01
2025-04-18 01:13:05,221.879,221.125,220.92,1.27,1.31,1.26,8.564,4.471,8.049,17.44,24.35,15.9,1.503,0.885,-1.566,0.822,1.9,0.989,1.778,4.667,-1.162,0.44,0.842,0.119,0.79,0.9,-0.88,0.18,11.812,6.277,-11.989,6.1,60.0
2025-04-18 01:14:05,221.944,221.215,220.971,1.27,1.31,1.25,8.578,4.071,8.055,17.47,27.28,15.95,1.504,0.816,-1.569,0.751,1.904,0.901,1.78,4.584,-1.168,0.381,0.841,0.054,0.79,0.91,-0.88,0.16,11.836,6.29,-12.014,6.112,60.01
2025-04-18 01:15:05,221.853,221.171,220.876,1.26,1.31,1.25,8.585,4.151,8.085,17.39,27.03,16.68,1.512,0.829,-1.579,0.762,1.905,0.918,1.786,4.609,-1.158,0.393,0.833,0.068,0.79,0.9,-0.88,0.17,11.859,6.303,-12.039,6.124,60.01
2025-04-18 01:16:05,221.874,221.16,220.847,1.26,1.32,1.26,8.577,4.154,8.13,17.44,27.02,15.91,1.508,0.832,-1.584,0.756,1.903,0.919,1.796,4.617,-1.16,0.388,0.844,0.072,0.79,0.91,-0.88,0.16,11.883,6.316,-12.064,6.136,59.99
2025-04-18 01:17:05,221.946,221.191,220.922,1.27,1.32,1.28,8.58,4.173,8.106,17.42,26.94,16.06,1.51,0.832,-1.577,0.765,1.904,0.923,1.791,4.618,-1.16,0.398,0.847,0.085,0.79,0.9,-0.88,0.17,11.907,6.329,-12.089,6.148,60.01
2025-04-18 01:18:05,221.883,221.139,220.903,1.28,1.32,1.29,8.567,4.169,8.114,17.48,26.87,15.89,1.504,0.83,-1.577,0.757,1.901,0.922,1.792,4.615,-1.162,0.4,0.851,0.089,0.79,0.9,-0.88,0.16,11.931,6.342,-12.114,6.159,60.0
2025-04-18 01:19:05,221.797,221.192,220.95,1.27,1.33,1.3,8.574,4.177,8.12,17.47,26.76,16.16,1.509,0.83,-1.582,0.756,1.902,0.924,1.794,4.62,-1.157,0.406,0.845,0.093,0.79,0.9,-0.88,0.16,11.955,6.356,-12.139,6.171,60.01
2025-04-18 01:20:05,221.706,221.102,220.841,1.24,1.31,1.27,8.587,4.166,8.135,17.32,26.93,16.39,1.512,0.83,-1.588,0.754,1.904,0.921,1.796,4.621,-1.156,0.399,0.839,0.082,0.79,0.9,-0.88,0.16,11.978,6.369,-12.164,6.183,59.99
2025-04-18 01:21:05,221.669,221.066,220.854,1.21,1.29,1.24,8.585,4.177,8.111,17.31,26.89,15.73,1.508,0.834,-1.577,0.764,1.903,0.923,1.791,4.618,-1.161,0.396,0.849,0.083,0.79,0.9,-0.88,0.17,12.002,6.382,-12.189,6.195,59.98
2025-04-18 01:22:05,221.842,221.246,220.952,1.23,1.29,1.24,8.59,3.945,8.11,17.39,29.32,15.71,1.508,0.782,-1.577,0.713,1.906,0.873,1.792,4.57,-1.165,0.331,0.85,0.016,0.79,0.9,-0.88,0.16,12.026,6.394,-12.214,6.206,60.01
2025-04-18 01:23:05,221.951,221.225,220.915,1.23,1.29,1.23,8.584,3.792,8.076,17.33,31.14,16.13,1.513,0.745,-1.574,0.684,1.905,0.839,1.784,4.528,-1.158,0.338,0.838,0.019,0.79,0.89,-0.88,0.15,12.05,6.406,-12.239,6.217,60.0
2025-04-18 01:24:05,222.008,221.196,220.854,1.24,1.29,1.23,8.568,3.81,8.061,17.46,31.01,16.09,1.508,0.745,-1.57,0.683,1.902,0.843,1.78,4.525,-1.159,0.333,0.839,0.014,0.79,0.88,-0.88,0.15,12.073,6.417,-12.263,6.227,59.99
2025-04-18 01:25:05,221.966,221.211,220.829,1.25,1.3,1.23,8.585,3.792,8.042,17.33,31.19,15.9,1.508,0.743,-1.563,0.687,1.906,0.839,1.776,4.52,-1.165,0.304,0.842,-0.019,0.79,0.89,-0.88,0.15,12.097,6.429,-12.288,6.238,59.99
2025-04-18 01:26:05,221.726,221.054,220.779,1.18,1.23,1.17,8.571,3.762,8.038,17.35,31.29,15.77,1.503,0.738,-1.564,0.677,1.9,0.832,1.775,4.507,-1.163,0.278,0.838,-0.047,0.79,0.89,-0.88,0.15,12.121,6.441,-12.313,6.249,59.99
2025-04-18 01:27:05,221.649,221.087,220.773,1.16,1.21,1.16,8.584,3.758,8.044,17.28,31.33,15.61,1.512,0.739,-1.567,0.685,1.903,0.831,1.776,4.509,-1.154,0.325,0.835,0.007,0.79,0.89,-0.88,0.15,12.144,6.452,-12.337,6.26,59.99
2025-04-18 01:28:05,221.675,221.139,220.776,1.16,1.21,1.16,8.585,3.776,8.087,17.44,31.14,16.15,1.51,0.742,-1.581,0.671,1.903,0.835,1.785,4.523,-1.158,0.324,0.829,-0.005,0.79,0.89,-0.89,0.15,12.168,6.464,-12.362,6.27,60.01
2025-04-18 01:29:05,221.69,221.191,220.78,1.18,1.25,1.19,8.581,3.782,8.088,17.47,31.18,15.39,1.506,0.745,-1.572,0.679,1.902,0.836,1.786,4.525,-1.162,0.308,0.846,-0.008,0.79,0.89,-0.88,0.15,12.192,6.476,-12.387,6.281,60.01
2025-04-18 01:30:05,221.793,221.302,220.878,1.21,1.28,1.23,8.596,3.773,8.131,17.43,31.21,15.49,1.511,0.745,-1.581,0.674,1.907,0.835,1.796,4.538,-1.163,0.343,0.851,0.031,0.79,0.89,-0.88,0.15,12.216,6.488,-12.412,6.292,60.02
2025-04-18 01:31:05,221.853,221.295,220.914,1.23,1.29,1.24,8.573,4.029,8.182,17.47,28.94,15.46,1.509,0.803,-1.596,0.715,1.902,0.892,1.807,4.601,-1.158,0.378,0.848,0.067,0.79,0.9,-0.88,0.16,12.239,6.5,-12.437,6.302,60.0
2025-04-18 01:32:05,221.874,221.301,220.912,1.23,1.29,1.24,8.572,4.299,8.165,17.45,26.18,16.18,1.51,0.859,-1.595,0.774,1.902,0.951,1.804,4.657,-1.156,0.409,0.842,0.094,0.79,0.9,-0.88,0.17,12.263,6.514,-12.462,6.314,59.99
2025-04-18 01:33:05,221.859,221.394,220.931,1.23,1.3,1.24,8.579,4.22,8.107,17.48,26.56,15.79,1.506,0.845,-1.576,0.775,1.903,0.934,1.791,4.629,-1.164,0.398,0.851,0.086,0.79,0.9,-0.88,0.17,12.287,6.527,-12.487,6.327,60.0
2025-04-18 01:34:05,221.78,221.41,220.953,1.23,1.31,1.26,8.589,4.215,8.13,17.34,26.61,15.89,1.51,0.842,-1.581,0.771,1.905,0.933,1.796,4.635,-1.162,0.401,0.853,0.093,0.79,0.9,-0.88,0.17,12.311,6.54,-12.512,6.339,60.0
2025-04-18 01:35:05,221.839,221.457,221.034,1.24,1.32,1.28,8.59,4.213,8.131,17.44,26.61,15.86,1.513,0.84,-1.584,0.769,1.906,0.933,1.797,4.636,-1.159,0.405,0.849,0.095,0.79,0.9,-0.88,0.17,12.334,6.553,-12.537,6.351,60.03
2025-04-18 01:36:05,221.852,221.422,221.023,1.27,1.35,1.29,8.586,4.219,8.09,17.44,26.57,16.49,1.51,0.84,-1.58,0.769,1.905,0.934,1.788,4.627,-1.161,0.408,0.836,0.083,0.79,0.9,-0.88,0.17,12.358,6.567,-12.562,6.363,60.01
2025-04-18 01:37:05,221.937,221.433,220.995,1.28,1.35,1.27,8.6,4.18,8.055,17.46,26.66,16.08,1.507,0.832,-1.567,0.772,1.909,0.926,1.78,4.614,-1.171,0.404,0.844,0.077,0.79,0.9,-0.88,0.17,12.382,6.58,-12.586,6.375,60.03
2025-04-18 01:38:05,221.968,221.418,221.0,1.26,1.34,1.27,8.577,4.453,8.051,17.53,25.06,16.1,1.504,0.884,-1.566,0.822,1.904,0.986,1.779,4.669,-1.167,0.435,0.844,0.112,0.79,0.9,-0.88,0.18,12.405,6.594,-12.611,6.388,60.02
2025-04-18 01:39:05,222.066,221.493,221.099,1.24,1.32,1.25,8.587,4.776,8.04,17.52,22.38,15.85,1.511,0.934,-1.565,0.88,1.907,1.058,1.778,4.743,-1.163,0.495,0.842,0.174,0.79,0.88,-0.88,0.19,12.429,6.609,-12.636,6.402,60.04
2025-04-18 01:40:05,222.059,221.5,221.183,1.24,1.32,1.26,8.572,4.703,8.092,17.53,22.6,16.24,1.509,0.918,-1.583,0.844,1.903,1.042,1.79,4.735,-1.16,0.492,0.835,0.167,0.79,0.88,-0.88,0.18,12.453,6.623,-12.66,6.415,60.03
2025-04-18 01:41:05,222.033,221.519,221.215,1.25,1.33,1.27,8.569,4.738,8.077,17.42,22.48,15.84,1.504,0.928,-1.573,0.859,1.903,1.05,1.787,4.739,-1.165,0.49,0.847,0.173,0.79,0.88,-0.88,0.18,12.476,6.638,-12.685,6.429,60.01
2025-04-18 01:42:05,222.134,221.517,221.241,1.27,1.33,1.27,8.572,4.746,8.073,17.36,22.52,15.73,1.508,0.93,-1.572,0.866,1.904,1.051,1.786,4.742,-1.163,0.489,0.847,0.173,0.79,0.89,-0.88,0.18,12.5,6.652,-12.71,6.442,60.0
2025-04-18 01:43:05,222.208,221.564,221.269,1.27,1.33,1.28,8.564,4.758,8.083,17.52,22.4,16.15,1.508,0.932,-1.577,0.863,1.903,1.054,1.788,4.746,-1.16,0.492,0.842,0.174,0.79,0.88,-0.88,0.18,12.524,6.667,-12.734,6.456,60.02
2025-04-18 01:44:05,222.11,221.496,221.149,1.27,1.33,1.28,8.577,4.756,8.102,17.43,22.36,15.72,1.512,0.93,-1.579,0.863,1.905,1.054,1.792,4.75,-1.159,0.494,0.847,0.182,0.79,0.88,-0.88,0.18,12.548,6.682,-12.759,6.47,60.01
2025-04-18 01:45:05,221.872,221.282,220.91,1.26,1.32,1.28,8.569,4.766,8.078,17.59,22.27,15.83,1.507,0.929,-1.57,0.867,1.901,1.055,1.785,4.74,-1.159,0.498,0.849,0.187,0.79,0.88,-0.88,0.18,12.571,6.696,-12.784,6.483,60.02
2025-04-18 01:46:05,221.924,221.32,220.96,1.25,1.32,1.27,8.573,4.759,8.127,17.59,22.28,15.82,1.508,0.93,-1.58,0.859,1.902,1.053,1.796,4.751,-1.16,0.494,0.853,0.188,0.79,0.88,-0.88,0.18,12.595,6.711,-12.809,6.497,60.03
2025-04-18 01:47:05,221.892,221.283,220.967,1.25,1.32,1.27,8.575,4.752,8.09,17.63,22.34,15.81,1.509,0.929,-1.575,0.864,1.903,1.051,1.788,4.742,-1.158,0.491,0.846,0.179,0.79,0.88,-0.88,0.18,12.619,6.726,-12.834,6.511,60.02
2025-04-18 01:48:05,221.795,221.23,220.932,1.24,1.32,1.27,8.581,4.751,8.126,17.44,22.4,16.53,1.513,0.928,-1.586,0.854,1.903,1.051,1.795,4.75,-1.155,0.494,0.84,0.179,0.79,0.88,-0.88,0.18,12.642,6.74,-12.859,6.524,59.99
2025-04-18 01:49:05,221.948,221.338,221.022,1.25,1.32,1.28,8.568,4.752,8.081,17.59,22.37,15.89,1.506,0.929,-1.57,0.864,1.902,1.052,1.786,4.74,-1.161,0.492,0.85,0.181,0.79,0.88,-0.88,0.18,12.666,6.754,-12.883,6.537,60.01
2025-04-18 01:50:05,221.942,221.286,220.976,1.25,1.31,1.28,8.57,4.746,8.146,17.54,22.42,15.93,1.504,0.93,-1.586,0.848,1.902,1.05,1.8,4.753,-1.164,0.487,0.85,0.173,0.79,0.89,-0.88,0.18,12.689,6.769,-12.908,6.55,60.0
2025-04-18 01:51:05,222.029,221.36,220.983,1.26,1.31,1.27,8.581,4.758,8.145,17.51,22.51,16.11,1.512,0.932,-1.59,0.854,1.905,1.053,1.8,4.758,-1.159,0.49,0.838,0.168,0.79,0.89,-0.88,0.18,12.713,6.784,-12.933,6.564,60.02
2025-04-18 01:52:05,222.029,221.362,221.02,1.24,1.29,1.26,8.565,4.749,8.065,17.58,22.4,16.35,1.508,0.925,-1.574,0.859,1.902,1.051,1.783,4.736,-1.159,0.499,0.836,0.176,0.79,0.88,-0.88,0.18,12.737,6.798,-12.958,6.577,60.02
2025-04-18 01:53:05,222.032,221.324,221.023,1.23,1.29,1.24,8.567,4.741,8.072,17.59,22.44,15.97,1.504,0.926,-1.571,0.859,1.902,1.049,1.784,4.736,-1.164,0.493,0.839,0.167,0.79,0.88,-0.88,0.18,12.76,6.813,-12.982,6.591,60.03
2025-04-18 01:54:05,222.015,221.335,221.033,1.23,1.3,1.25,8.564,4.737,8.108,17.39,22.49,15.99,1.506,0.925,-1.576,0.855,1.901,1.049,1.792,4.742,-1.16,0.493,0.853,0.186,0.79,0.88,-0.88,0.18,12.784,6.827,-13.008,6.604,59.99
2025-04-18 01:55:05,222.107,221.388,221.094,1.24,1.31,1.26,8.574,4.746,8.079,17.41,22.49,15.69,1.51,0.925,-1.573,0.863,1.904,1.051,1.786,4.741,-1.159,0.497,0.846,0.184,0.79,0.88,-0.88,0.18,12.808,6.842,-13.032,6.617,59.99
2025-04-18 01:56:05,222.14,221.476,221.17,1.25,1.33,1.27,8.574,4.751,8.11,17.46,22.44,16.42,1.51,0.926,-1.584,0.851,1.905,1.052,1.794,4.751,-1.161,0.499,0.841,0.178,0.79,0.88,-0.88,0.18,12.832,6.856,-13.057,6.631,60.01
2025-04-18 01:57:05,222.1,221.537,221.238,1.25,1.34,1.28,8.567,4.742,8.125,17.45,22.43,15.64,1.505,0.926,-1.581,0.85,1.903,1.05,1.798,4.751,-1.164,0.496,0.855,0.188,0.79,0.88,-0.88,0.18,12.855,6.871,-13.082,6.644,59.98
