TIME,VRMS(V) L1 AVG,VRMS(V) L2 AVG,VRMS(V) L3 AVG,VTHD L1 AVG,VTHD L2 AVG,VTHD L3 AVG,IRMS(A) L1 AVG,IRMS(A) L2 AVG,IRMS(A) L3 AVG,ITHD L1 AVG,ITHD L2 AVG,ITHD L3 AVG,P(kW) L1 AVG,P(kW) L2 AVG,P(kW) L3 AVG,P(kW) ALL AVG,S(kVA) L1 AVG,S(kVA) L2 AVG,S(kVA) L3 AVG,S(kVA) ALL AVG,Q(kvar) L1 AVG,Q(kvar) L2 AVG,Q(kvar) L3 AVG,Q(kvar) ALL AVG,TPF L1 AVG,TPF L2 AVG,TPF L3 AVG,TPF ALL AVG,Energy(kWh) L1,Energy(kWh) L2,Energy(kWh) L3,Energy(kWh) ALL,FREQ AVG
2025-04-19 17:59:05,221.787,221.155,220.597,2.09,2.05,1.86,8.672,4.71,8.099,17.66,22.8,19.13,1.513,0.932,-1.572,0.872,1.923,1.042,1.787,4.752,-1.187,0.465,0.848,0.126,0.79,0.89,-0.88,0.18,69.917,40.291,-72.641,37.567,60.02
2025-04-19 18:00:05,221.563,220.922,220.347,2.0,1.95,1.76,8.675,4.706,8.192,17.79,22.86,19.3,1.511,0.933,-1.596,0.848,1.922,1.04,1.805,4.767,-1.188,0.458,0.842,0.112,0.79,0.9,-0.88,0.18,69.941,40.305,-72.666,37.58,60.02
2025-04-19 18:01:05,221.596,220.911,220.439,2.02,1.98,1.8,8.718,4.706,8.218,17.67,22.88,18.93,1.515,0.934,-1.598,0.851,1.932,1.04,1.812,4.783,-1.198,0.456,0.852,0.11,0.78,0.9,-0.88,0.18,69.965,40.32,-72.691,37.594,60.03
2025-04-19 18:02:05,221.736,221.053,220.561,2.03,2.01,1.83,8.724,4.698,8.168,17.57,22.84,18.94,1.517,0.933,-1.586,0.864,1.934,1.039,1.802,4.775,-1.2,0.457,0.854,0.111,0.78,0.9,-0.88,0.18,69.988,40.334,-72.716,37.607,60.05
2025-04-19 18:03:05,221.868,221.24,220.69,2.06,2.03,1.85,8.729,4.691,8.137,17.42,22.92,19.35,1.52,0.931,-1.582,0.869,1.937,1.038,1.796,4.77,-1.201,0.458,0.85,0.108,0.78,0.9,-0.88,0.18,70.012,40.349,-72.741,37.621,60.04
2025-04-19 18:04:05,221.758,221.126,220.647,2.01,1.98,1.82,8.737,4.697,8.129,17.43,22.91,18.98,1.521,0.93,-1.581,0.871,1.938,1.039,1.794,4.77,-1.2,0.461,0.847,0.108,0.79,0.9,-0.88,0.18,70.037,40.364,-72.766,37.635,60.05
2025-04-19 18:05:05,221.702,221.103,220.572,2.04,2.0,1.83,8.715,4.703,8.116,17.6,22.92,19.42,1.518,0.931,-1.58,0.869,1.932,1.04,1.79,4.762,-1.195,0.463,0.842,0.11,0.79,0.9,-0.88,0.18,70.06,40.378,-72.79,37.648,60.04
2025-04-19 18:06:05,221.633,220.969,220.516,2.0,1.94,1.79,8.697,4.713,8.119,17.82,22.79,19.09,1.515,0.93,-1.575,0.87,1.927,1.041,1.79,4.759,-1.191,0.468,0.851,0.128,0.79,0.89,-0.88,0.18,70.084,40.393,-72.815,37.662,60.02
2025-04-19 18:07:05,221.598,221.025,220.515,2.0,1.96,1.81,8.714,4.715,8.131,17.83,22.83,19.23,1.523,0.931,-1.579,0.875,1.931,1.042,1.793,4.766,-1.187,0.467,0.848,0.128,0.79,0.89,-0.88,0.18,70.108,40.408,-72.84,37.676,60.01
2025-04-19 18:08:05,221.647,221.087,220.601,1.99,1.98,1.83,8.727,4.702,8.113,17.86,22.77,19.22,1.52,0.932,-1.577,0.875,1.934,1.04,1.79,4.764,-1.196,0.461,0.846,0.111,0.79,0.9,-0.88,0.18,70.132,40.422,-72.865,37.69,60.02
2025-04-19 18:09:05,221.654,221.109,220.619,2.01,2.0,1.85,8.73,4.708,8.118,17.71,22.88,19.16,1.52,0.935,-1.576,0.879,1.935,1.041,1.791,4.767,-1.197,0.457,0.85,0.11,0.79,0.9,-0.88,0.18,70.156,40.437,-72.89,37.704,60.01
2025-04-19 18:10:05,221.808,221.215,220.739,2.01,1.99,1.84,8.714,4.693,8.134,17.72,22.88,19.55,1.516,0.932,-1.582,0.865,1.933,1.038,1.796,4.767,-1.199,0.458,0.848,0.106,0.78,0.9,-0.88,0.18,70.18,40.452,-72.915,37.717,60.03
2025-04-19 18:11:05,221.875,221.257,220.746,2.02,1.97,1.83,8.707,4.703,8.144,17.78,22.85,19.14,1.523,0.931,-1.584,0.87,1.932,1.041,1.798,4.77,-1.188,0.465,0.851,0.128,0.79,0.89,-0.88,0.18,70.204,40.466,-72.939,37.731,60.02
2025-04-19 18:12:05,221.799,221.177,220.643,2.05,1.99,1.84,8.71,4.705,8.146,17.94,22.85,19.15,1.521,0.931,-1.584,0.868,1.932,1.041,1.797,4.77,-1.19,0.465,0.849,0.123,0.79,0.89,-0.88,0.18,70.228,40.481,-72.964,37.745,60.01
2025-04-19 18:13:05,221.763,221.075,220.558,2.04,1.97,1.81,8.745,4.699,8.125,17.76,22.9,19.37,1.522,0.932,-1.58,0.873,1.939,1.039,1.792,4.77,-1.202,0.459,0.845,0.102,0.78,0.9,-0.88,0.18,70.252,40.496,-72.989,37.758,60.01
2025-04-19 18:14:05,221.655,220.946,220.42,2.07,2.01,1.83,8.711,4.685,8.12,17.87,22.99,19.44,1.512,0.932,-1.575,0.869,1.931,1.035,1.79,4.756,-1.201,0.45,0.849,0.099,0.78,0.9,-0.88,0.18,70.276,40.51,-73.014,37.772,59.98
2025-04-19 18:15:05,221.742,221.072,220.538,2.07,2.01,1.85,8.68,4.691,8.098,17.92,22.92,19.37,1.51,0.932,-1.571,0.87,1.925,1.037,1.786,4.748,-1.194,0.455,0.849,0.11,0.78,0.9,-0.88,0.18,70.299,40.525,-73.039,37.786,60.0
2025-04-19 18:16:05,221.72,221.099,220.585,2.04,2.0,1.84,8.695,4.698,8.142,17.68,22.92,19.29,1.513,0.929,-1.582,0.859,1.928,1.039,1.796,4.763,-1.195,0.464,0.849,0.118,0.78,0.89,-0.88,0.18,70.323,40.54,-73.063,37.799,59.99
2025-04-19 18:17:05,221.862,221.226,220.685,2.06,2.04,1.87,8.681,4.692,8.101,17.8,22.99,19.39,1.506,0.932,-1.572,0.866,1.926,1.038,1.788,4.752,-1.201,0.456,0.85,0.105,0.78,0.9,-0.88,0.18,70.347,40.554,-73.088,37.813,59.98
2025-04-19 18:18:05,221.971,221.335,220.776,2.1,2.07,1.91,8.683,4.693,8.118,17.76,22.93,20.24,1.508,0.932,-1.578,0.863,1.927,1.039,1.792,4.758,-1.2,0.457,0.85,0.107,0.78,0.9,-0.88,0.18,70.371,40.569,-73.113,37.827,59.99
2025-04-19 18:19:05,221.888,221.182,220.627,2.13,2.08,1.92,8.688,4.689,8.115,17.78,23.02,19.69,1.513,0.929,-1.576,0.867,1.928,1.037,1.79,4.755,-1.194,0.46,0.85,0.116,0.79,0.9,-0.88,0.18,70.394,40.584,-73.137,37.84,59.96
2025-04-19 18:20:05,221.853,221.197,220.605,2.12,2.06,1.91,8.679,4.685,8.097,17.91,22.95,19.66,1.512,0.929,-1.572,0.869,1.925,1.036,1.786,4.748,-1.192,0.459,0.847,0.114,0.79,0.9,-0.88,0.18,70.418,40.598,-73.162,37.854,59.99
2025-04-19 18:21:05,221.695,221.028,220.506,2.11,2.04,1.9,8.672,4.684,8.131,18.09,22.89,19.45,1.506,0.931,-1.575,0.862,1.923,1.035,1.793,4.751,-1.194,0.454,0.856,0.115,0.78,0.9,-0.88,0.18,70.442,40.613,-73.187,37.868,59.97
2025-04-19 18:22:05,221.388,220.775,220.309,2.06,2.02,1.88,8.691,4.699,8.124,17.98,22.79,19.34,1.508,0.931,-1.574,0.865,1.924,1.037,1.79,4.751,-1.195,0.456,0.851,0.113,0.78,0.9,-0.88,0.18,70.465,40.627,-73.212,37.881,59.98
2025-04-19 18:23:05,221.363,220.842,220.43,2.06,2.05,1.89,8.695,4.701,8.136,18.01,22.74,19.89,1.509,0.932,-1.583,0.858,1.925,1.038,1.793,4.756,-1.195,0.457,0.842,0.104,0.78,0.9,-0.88,0.18,70.489,40.642,-73.237,37.895,59.98
2025-04-19 18:24:05,221.45,220.961,220.544,2.08,2.08,1.91,8.695,4.69,8.136,17.75,22.85,19.81,1.512,0.93,-1.577,0.865,1.926,1.036,1.794,4.756,-1.192,0.457,0.855,0.12,0.79,0.9,-0.88,0.18,70.513,40.657,-73.262,37.908,59.98
2025-04-19 18:25:05,221.548,221.003,220.539,2.1,2.08,1.9,8.681,4.684,8.11,17.81,22.87,19.51,1.509,0.93,-1.571,0.868,1.923,1.035,1.789,4.747,-1.192,0.454,0.855,0.117,0.78,0.9,-0.88,0.18,70.537,40.671,-73.286,37.922,59.99
2025-04-19 18:26:05,221.715,221.105,220.617,2.08,2.01,1.84,8.681,4.684,8.095,18.04,22.82,19.65,1.506,0.931,-1.571,0.866,1.925,1.036,1.786,4.747,-1.199,0.453,0.849,0.103,0.78,0.9,-0.88,0.18,70.56,40.686,-73.311,37.935,60.01
2025-04-19 18:27:05,221.488,220.904,220.398,2.05,1.98,1.81,8.701,4.692,8.092,18.08,22.85,19.81,1.513,0.93,-1.573,0.87,1.927,1.037,1.783,4.747,-1.193,0.457,0.84,0.103,0.79,0.9,-0.88,0.18,70.584,40.701,-73.336,37.949,59.98
2025-04-19 18:28:05,221.525,221.006,220.538,2.06,1.99,1.83,8.696,4.696,8.112,18.24,22.85,19.31,1.511,0.93,-1.576,0.865,1.926,1.038,1.789,4.753,-1.194,0.46,0.846,0.112,0.78,0.9,-0.88,0.18,70.608,40.715,-73.361,37.963,59.98
2025-04-19 18:29:05,221.529,221.011,220.585,2.07,2.02,1.87,8.703,4.687,8.139,18.21,22.91,19.43,1.513,0.93,-1.579,0.865,1.928,1.036,1.795,4.759,-1.194,0.455,0.855,0.115,0.78,0.9,-0.88,0.18,70.632,40.73,-73.386,37.976,59.97
2025-04-19 18:30:05,221.502,220.995,220.546,2.0,1.93,1.81,8.693,4.683,8.155,18.06,22.87,19.3,1.51,0.93,-1.584,0.856,1.925,1.035,1.799,4.759,-1.194,0.454,0.851,0.111,0.78,0.9,-0.88,0.18,70.655,40.745,-73.41,37.989,60.01
2025-04-19 18:31:05,221.506,220.888,220.462,2.05,1.97,1.83,8.689,4.688,8.221,18.3,22.83,19.6,1.511,0.93,-1.604,0.837,1.925,1.036,1.812,4.773,-1.192,0.454,0.842,0.104,0.78,0.9,-0.89,0.18,70.679,40.759,-73.436,38.003,59.98
2025-04-19 18:32:05,221.613,221.034,220.554,2.08,2.01,1.87,8.685,4.684,8.116,18.24,22.79,19.67,1.51,0.928,-1.58,0.858,1.925,1.035,1.79,4.75,-1.194,0.459,0.841,0.107,0.78,0.9,-0.88,0.18,70.703,40.774,-73.461,38.016,60.02
2025-04-19 18:33:05,221.591,220.997,220.537,2.08,2.0,1.85,8.7,4.69,8.092,17.94,22.87,19.28,1.51,0.929,-1.57,0.869,1.928,1.037,1.785,4.749,-1.198,0.459,0.847,0.108,0.78,0.9,-0.88,0.18,70.726,40.789,-73.485,38.03,60.02
2025-04-19 18:34:05,221.709,221.1,220.664,2.08,2.01,1.85,8.676,4.696,8.095,18.01,22.86,19.48,1.505,0.932,-1.571,0.866,1.924,1.038,1.786,4.748,-1.198,0.457,0.85,0.109,0.78,0.9,-0.88,0.18,70.75,40.803,-73.51,38.043,60.02
2025-04-19 18:35:05,221.851,221.277,220.838,2.11,2.04,1.89,8.68,4.697,8.109,18.15,22.91,19.82,1.51,0.928,-1.579,0.859,1.926,1.039,1.791,4.756,-1.195,0.467,0.844,0.115,0.78,0.89,-0.88,0.18,70.774,40.818,-73.535,38.057,59.99
2025-04-19 18:36:05,221.835,221.24,220.748,2.11,2.04,1.89,8.694,4.694,8.112,18.28,22.85,19.33,1.517,0.928,-1.575,0.869,1.929,1.038,1.791,4.758,-1.191,0.466,0.852,0.127,0.79,0.89,-0.88,0.18,70.797,40.832,-73.559,38.07,59.99
2025-04-19 18:37:05,221.954,221.353,220.85,2.1,2.0,1.88,8.665,4.707,8.107,18.26,22.74,19.2,1.508,0.929,-1.575,0.862,1.923,1.042,1.79,4.756,-1.194,0.47,0.85,0.126,0.78,0.89,-0.88,0.18,70.821,40.847,-73.584,38.084,60.01
2025-04-19 18:38:05,221.862,221.174,220.741,2.09,1.97,1.85,8.683,4.679,8.1,18.18,22.9,18.94,1.509,0.927,-1.574,0.863,1.926,1.035,1.788,4.749,-1.197,0.459,0.848,0.11,0.78,0.9,-0.88,0.18,70.845,40.862,-73.609,38.098,60.0
2025-04-19 18:39:05,221.851,221.219,220.739,2.11,2.0,1.88,8.688,4.702,8.111,18.23,22.75,19.63,1.51,0.93,-1.579,0.861,1.928,1.04,1.79,4.758,-1.198,0.466,0.844,0.113,0.78,0.89,-0.88,0.18,70.869,40.876,-73.634,38.111,60.03
2025-04-19 18:40:05,221.634,221.076,220.6,2.07,1.99,1.86,8.684,4.692,8.109,18.0,22.81,19.39,1.514,0.931,-1.575,0.869,1.925,1.037,1.789,4.751,-1.188,0.458,0.847,0.117,0.79,0.9,-0.88,0.18,70.892,40.891,-73.659,38.125,60.01
2025-04-19 18:41:05,221.636,221.075,220.581,2.09,2.0,1.89,8.692,4.68,8.123,18.16,22.81,19.3,1.509,0.929,-1.575,0.862,1.926,1.035,1.792,4.753,-1.198,0.455,0.853,0.11,0.78,0.9,-0.88,0.18,70.916,40.906,-73.683,38.138,60.03
2025-04-19 18:42:05,221.588,221.063,220.582,2.1,2.02,1.89,8.699,4.687,8.112,18.03,22.84,19.32,1.51,0.93,-1.572,0.867,1.928,1.036,1.789,4.753,-1.199,0.457,0.854,0.113,0.78,0.9,-0.88,0.18,70.939,40.92,-73.708,38.152,60.02
2025-04-19 18:43:05,221.736,221.098,220.72,2.13,2.05,1.93,8.673,4.699,8.121,17.98,22.8,19.87,1.51,0.931,-1.579,0.862,1.923,1.039,1.792,4.754,-1.191,0.461,0.849,0.119,0.79,0.9,-0.88,0.18,70.963,40.935,-73.732,38.165,60.01
2025-04-19 18:44:05,221.807,221.104,220.737,2.13,2.04,1.92,8.682,4.689,8.108,18.02,22.95,19.64,1.514,0.931,-1.575,0.87,1.926,1.037,1.79,4.752,-1.19,0.456,0.849,0.115,0.79,0.9,-0.88,0.18,70.987,40.949,-73.757,38.179,60.02
2025-04-19 18:45:05,221.872,221.204,220.876,2.16,2.07,1.95,8.682,4.166,8.093,18.02,26.68,19.72,1.51,0.839,-1.572,0.778,1.926,0.921,1.788,4.635,-1.196,0.379,0.851,0.035,0.78,0.91,-0.88,0.17,71.011,40.963,-73.782,38.191,60.01
2025-04-19 18:46:05,221.742,221.247,220.817,2.09,2.01,1.9,8.683,4.004,8.11,18.0,27.85,19.38,1.509,0.808,-1.576,0.741,1.925,0.886,1.791,4.602,-1.195,0.362,0.85,0.017,0.78,0.91,-0.88,0.16,71.034,40.975,-73.807,38.203,60.03
2025-04-19 18:47:05,221.658,221.241,220.786,2.09,2.03,1.91,8.685,4.001,8.082,18.12,27.89,19.69,1.51,0.809,-1.572,0.746,1.925,0.885,1.784,4.595,-1.194,0.36,0.843,0.008,0.78,0.91,-0.88,0.16,71.058,40.988,-73.831,38.214,60.01
2025-04-19 18:48:05,221.628,221.173,220.742,2.1,2.04,1.92,8.689,3.992,8.113,18.01,28.04,20.07,1.514,0.806,-1.581,0.74,1.926,0.883,1.791,4.599,-1.19,0.359,0.841,0.01,0.79,0.91,-0.88,0.16,71.082,41.001,-73.856,38.226,60.0
2025-04-19 18:49:05,221.687,221.243,220.724,2.08,2.0,1.9,8.695,3.977,8.078,18.06,28.08,19.35,1.509,0.806,-1.569,0.746,1.928,0.88,1.783,4.59,-1.2,0.352,0.847,0.0,0.78,0.92,-0.88,0.16,71.105,41.013,-73.881,38.238,60.01
2025-04-19 18:50:05,221.712,221.209,220.666,2.12,2.04,1.92,8.677,4.002,8.104,18.25,27.95,19.56,1.507,0.81,-1.572,0.746,1.924,0.885,1.788,4.597,-1.196,0.356,0.853,0.013,0.78,0.92,-0.88,0.16,71.129,41.026,-73.906,38.249,59.99
2025-04-19 18:51:05,221.655,221.146,220.624,2.06,1.98,1.85,8.686,3.995,8.107,18.25,27.99,19.31,1.515,0.809,-1.577,0.747,1.925,0.884,1.789,4.597,-1.188,0.355,0.844,0.011,0.79,0.92,-0.88,0.16,71.153,41.039,-73.93,38.261,60.03
2025-04-19 18:52:05,221.523,221.039,220.51,2.03,1.96,1.82,8.696,3.979,8.136,18.24,28.11,19.71,1.514,0.808,-1.585,0.737,1.926,0.88,1.794,4.6,-1.191,0.346,0.839,-0.005,0.79,0.92,-0.88,0.16,71.177,41.051,-73.955,38.273,60.01
2025-04-19 18:53:05,221.598,221.114,220.582,2.03,1.96,1.81,8.693,3.973,8.092,18.37,28.09,19.23,1.509,0.81,-1.57,0.749,1.926,0.878,1.785,4.59,-1.198,0.339,0.849,-0.01,0.78,0.92,-0.88,0.16,71.2,41.064,-73.98,38.284,60.03
2025-04-19 18:54:05,221.669,221.204,220.6,2.04,2.0,1.82,8.675,4.016,8.093,18.33,28.02,19.02,1.508,0.821,-1.569,0.76,1.923,0.888,1.785,4.597,-1.193,0.339,0.852,-0.002,0.78,0.92,-0.88,0.17,71.224,41.077,-74.005,38.296,59.99
2025-04-19 18:55:05,221.659,221.21,220.631,2.02,1.99,1.83,8.698,4.011,8.122,18.14,28.02,19.16,1.514,0.818,-1.578,0.754,1.928,0.887,1.792,4.607,-1.194,0.344,0.849,-0.0,0.79,0.92,-0.88,0.16,71.248,41.09,-74.03,38.308,60.02
2025-04-19 18:56:05,221.677,221.191,220.685,2.08,2.05,1.87,8.69,4.019,8.113,18.34,28.04,19.82,1.512,0.818,-1.579,0.751,1.926,0.889,1.79,4.606,-1.193,0.347,0.843,-0.003,0.78,0.92,-0.88,0.16,71.272,41.103,-74.055,38.32,60.0
2025-04-19 18:57:05,221.792,221.346,220.771,2.07,2.03,1.87,8.698,3.906,8.108,18.2,29.3,19.31,1.513,0.794,-1.574,0.733,1.929,0.865,1.79,4.584,-1.197,0.338,0.852,-0.007,0.78,0.92,-0.88,0.16,71.295,41.115,-74.079,38.331,60.01
2025-04-19 18:58:05,221.897,221.449,220.812,2.06,2.01,1.85,8.685,3.615,8.105,18.04,32.55,19.13,1.513,0.727,-1.573,0.667,1.927,0.801,1.79,4.517,-1.193,0.285,0.853,-0.055,0.79,0.91,-0.88,0.15,71.319,41.127,-74.104,38.342,60.03
2025-04-19 18:59:05,221.901,221.416,220.815,2.06,2.0,1.84,8.679,3.607,8.09,18.11,32.45,18.98,1.513,0.72,-1.571,0.662,1.926,0.799,1.786,4.511,-1.192,0.317,0.849,-0.025,0.79,0.9,-0.88,0.15,71.343,41.138,-74.129,38.353,60.02
2025-04-19 19:00:05,221.893,221.456,220.861,2.05,1.99,1.84,8.676,3.598,8.156,18.26,32.58,19.44,1.512,0.722,-1.591,0.643,1.925,0.797,1.801,4.523,-1.192,0.318,0.844,-0.029,0.79,0.91,-0.88,0.14,71.367,41.149,-74.154,38.362,60.03
2025-04-19 19:01:05,221.939,221.5,220.928,2.07,2.02,1.86,8.704,3.651,8.27,18.06,32.28,18.73,1.515,0.735,-1.614,0.636,1.932,0.809,1.827,4.568,-1.198,0.288,0.856,-0.055,0.78,0.91,-0.88,0.14,71.391,41.161,-74.179,38.373,60.03
2025-04-19 19:02:05,221.948,221.345,220.908,2.07,1.99,1.87,8.734,3.605,8.138,17.89,32.57,19.18,1.521,0.723,-1.586,0.658,1.938,0.798,1.798,4.534,-1.202,0.272,0.846,-0.083,0.78,0.91,-0.88,0.15,71.415,41.173,-74.204,38.383,60.04
2025-04-19 19:03:05,221.797,221.106,220.719,2.09,2.01,1.87,8.737,3.585,8.1,17.97,32.7,19.35,1.522,0.718,-1.578,0.663,1.938,0.793,1.788,4.518,-1.199,0.305,0.84,-0.054,0.79,0.91,-0.88,0.15,71.439,41.184,-74.229,38.394,60.02
2025-04-19 19:04:05,221.834,221.169,220.733,2.11,2.02,1.86,8.745,3.592,8.098,17.87,32.75,19.49,1.528,0.718,-1.579,0.668,1.94,0.794,1.787,4.522,-1.194,0.297,0.838,-0.06,0.79,0.9,-0.88,0.15,71.463,41.195,-74.254,38.404,60.0
2025-04-19 19:05:05,221.801,221.282,220.753,2.11,2.02,1.85,8.695,3.6,8.112,18.06,32.64,19.67,1.514,0.72,-1.58,0.654,1.929,0.797,1.791,4.516,-1.194,0.307,0.843,-0.044,0.79,0.9,-0.88,0.15,71.487,41.206,-74.279,38.415,59.98
2025-04-19 19:06:05,221.833,221.294,220.754,2.11,2.03,1.85,8.692,3.861,8.102,18.1,30.07,19.14,1.513,0.781,-1.573,0.72,1.928,0.854,1.789,4.571,-1.195,0.335,0.851,-0.009,0.78,0.91,-0.88,0.16,71.51,41.219,-74.303,38.426,59.97
2025-04-19 19:07:05,221.886,221.288,220.825,2.09,2.02,1.85,8.694,4.095,8.108,17.99,27.37,19.18,1.515,0.835,-1.579,0.771,1.929,0.906,1.79,4.626,-1.194,0.351,0.844,0.002,0.79,0.92,-0.88,0.17,71.534,41.232,-74.328,38.438,59.99
2025-04-19 19:08:05,221.901,221.237,220.808,2.12,2.03,1.86,8.674,4.101,8.111,18.22,27.47,19.76,1.512,0.833,-1.582,0.763,1.925,0.907,1.791,4.623,-1.191,0.358,0.839,0.006,0.79,0.92,-0.88,0.16,71.558,41.245,-74.353,38.45,60.0
2025-04-19 19:09:05,221.963,221.219,220.774,2.11,2.05,1.86,8.692,4.809,8.099,18.15,22.5,19.54,1.512,0.963,-1.574,0.901,1.929,1.064,1.788,4.781,-1.198,0.452,0.847,0.101,0.78,0.91,-0.88,0.19,71.582,41.26,-74.378,38.464,60.01
2025-04-19 19:10:05,221.996,221.234,220.72,2.12,2.05,1.85,8.663,4.706,8.094,18.28,22.89,19.53,1.506,0.936,-1.572,0.871,1.923,1.041,1.786,4.751,-1.195,0.454,0.848,0.108,0.78,0.9,-0.88,0.18,71.605,41.275,-74.403,38.477,60.01
2025-04-19 19:11:05,221.982,221.296,220.756,2.09,2.03,1.83,8.682,4.715,8.131,18.23,22.83,19.08,1.516,0.937,-1.581,0.871,1.927,1.043,1.795,4.766,-1.19,0.459,0.849,0.117,0.79,0.9,-0.88,0.18,71.629,41.289,-74.427,38.491,60.01
2025-04-19 19:12:05,221.856,221.258,220.682,2.09,2.02,1.82,8.667,4.731,8.113,18.41,22.78,19.47,1.512,0.94,-1.58,0.872,1.923,1.047,1.79,4.76,-1.188,0.46,0.842,0.115,0.79,0.9,-0.88,0.18,71.653,41.304,-74.452,38.505,59.98
2025-04-19 19:13:05,221.875,221.279,220.699,2.12,2.06,1.86,8.69,4.727,8.11,18.25,22.77,19.67,1.512,0.941,-1.578,0.875,1.928,1.046,1.79,4.764,-1.196,0.456,0.845,0.105,0.78,0.9,-0.88,0.18,71.677,41.319,-74.478,38.518,60.01
2025-04-19 19:14:05,221.908,221.177,220.619,2.13,2.05,1.87,8.68,4.765,8.074,18.15,22.76,19.43,1.509,0.95,-1.57,0.89,1.926,1.054,1.781,4.761,-1.196,0.455,0.842,0.101,0.78,0.9,-0.88,0.19,71.7,41.334,-74.502,38.532,60.0
2025-04-19 19:15:05,222.055,221.286,220.822,2.15,2.05,1.88,8.668,4.799,8.041,18.11,22.73,19.56,1.51,0.96,-1.568,0.902,1.925,1.062,1.776,4.762,-1.194,0.454,0.833,0.093,0.78,0.9,-0.88,0.19,71.724,41.349,-74.527,38.546,60.02
2025-04-19 19:16:05,222.028,221.22,220.81,2.13,2.01,1.86,8.664,4.807,8.105,18.03,22.73,19.52,1.51,0.961,-1.581,0.89,1.924,1.063,1.79,4.777,-1.191,0.456,0.839,0.103,0.79,0.9,-0.88,0.19,71.748,41.364,-74.552,38.56,60.0
