TIME,VRMS(V) L1 AVG,VRMS(V) L2 AVG,VRMS(V) L3 AVG,VTHD L1 AVG,VTHD L2 AVG,VTHD L3 AVG,IRMS(A) L1 AVG,IRMS(A) L2 AVG,IRMS(A) L3 AVG,ITHD L1 AVG,ITHD L2 AVG,ITHD L3 AVG,P(kW) L1 AVG,P(kW) L2 AVG,P(kW) L3 AVG,P(kW) ALL AVG,S(kVA) L1 AVG,S(kVA) L2 AVG,S(kVA) L3 AVG,S(kVA) ALL AVG,Q(kvar) L1 AVG,Q(kvar) L2 AVG,Q(kvar) L3 AVG,Q(kvar) ALL AVG,TPF L1 AVG,TPF L2 AVG,TPF L3 AVG,TPF ALL AVG,Energy(kWh) L1,Energy(kWh) L2,Energy(kWh) L3,Energy(kWh) ALL,FREQ AVG
2025-04-21 18:04:05,219.177,218.284,217.838,2.25,2.15,2.05,8.789,4.714,8.192,19.26,22.71,20.85,1.517,0.929,-1.577,0.869,1.926,1.029,1.785,4.74,-1.188,0.443,0.835,0.09,0.79,0.9,-0.88,0.18,138.526,80.565,-144.075,75.016,59.97
2025-04-21 18:05:05,219.193,218.324,217.86,2.26,2.14,2.06,8.776,4.713,8.186,19.35,22.74,20.88,1.51,0.93,-1.575,0.865,1.924,1.029,1.783,4.736,-1.192,0.44,0.836,0.085,0.78,0.9,-0.88,0.18,138.55,80.579,-144.099,75.03,59.99
2025-04-21 18:06:05,219.135,218.287,217.771,2.23,2.13,2.03,8.783,4.725,8.16,19.26,22.71,20.59,1.515,0.929,-1.57,0.874,1.925,1.031,1.777,4.733,-1.187,0.447,0.832,0.092,0.79,0.9,-0.88,0.18,138.574,80.594,-144.124,75.044,59.99
2025-04-21 18:07:05,219.103,218.37,217.788,2.23,2.16,2.06,8.773,4.744,8.21,19.29,22.58,20.84,1.515,0.93,-1.585,0.861,1.922,1.036,1.788,4.746,-1.183,0.456,0.828,0.101,0.79,0.9,-0.89,0.18,138.598,80.609,-144.149,75.058,59.99
2025-04-21 18:08:05,219.129,218.463,217.819,2.25,2.2,2.08,8.792,4.717,8.198,19.33,22.71,20.76,1.52,0.926,-1.579,0.867,1.927,1.03,1.786,4.743,-1.183,0.451,0.832,0.1,0.79,0.9,-0.88,0.18,138.622,80.623,-144.174,75.071,60.0
2025-04-21 18:09:05,219.201,218.53,217.926,2.25,2.21,2.1,8.782,4.71,8.184,19.32,22.7,20.69,1.514,0.928,-1.574,0.868,1.925,1.029,1.783,4.738,-1.188,0.445,0.838,0.095,0.79,0.9,-0.88,0.18,138.646,80.638,-144.198,75.085,59.99
2025-04-21 18:10:05,219.331,218.531,218.03,2.26,2.21,2.11,8.783,4.696,8.176,19.25,22.83,20.79,1.516,0.927,-1.572,0.871,1.926,1.026,1.783,4.735,-1.188,0.44,0.84,0.092,0.79,0.9,-0.88,0.18,138.67,80.652,-144.223,75.098,59.99
2025-04-21 18:11:05,219.313,218.554,218.005,2.24,2.19,2.09,8.795,4.709,8.188,19.22,22.65,20.72,1.516,0.927,-1.577,0.866,1.929,1.029,1.785,4.743,-1.192,0.447,0.835,0.09,0.79,0.9,-0.88,0.18,138.694,80.667,-144.249,75.112,60.02
2025-04-21 18:12:05,219.234,218.519,217.989,2.24,2.18,2.07,8.788,4.728,8.25,19.16,22.71,21.19,1.52,0.932,-1.594,0.858,1.927,1.033,1.798,4.758,-1.183,0.446,0.833,0.095,0.79,0.9,-0.89,0.18,138.717,80.681,-144.273,75.126,60.0
2025-04-21 18:13:05,219.198,218.605,218.004,2.22,2.17,2.05,8.787,4.717,8.187,19.21,22.61,20.57,1.517,0.931,-1.576,0.872,1.926,1.031,1.785,4.742,-1.186,0.444,0.837,0.094,0.79,0.9,-0.88,0.18,138.741,80.696,-144.298,75.139,60.01
2025-04-21 18:14:05,219.224,218.517,217.929,2.22,2.16,2.05,8.803,4.707,8.18,19.17,22.76,20.54,1.52,0.931,-1.571,0.88,1.93,1.028,1.783,4.741,-1.188,0.437,0.841,0.089,0.79,0.91,-0.88,0.19,138.765,80.711,-144.323,75.153,59.99
2025-04-21 18:15:05,219.27,218.548,218.022,2.22,2.14,2.04,8.797,4.66,8.179,19.25,23.02,20.71,1.516,0.921,-1.576,0.861,1.929,1.018,1.783,4.731,-1.192,0.434,0.834,0.076,0.79,0.9,-0.88,0.18,138.789,80.725,-144.348,75.167,60.01
2025-04-21 18:16:05,219.341,218.628,218.074,2.25,2.17,2.06,8.766,4.015,8.194,19.37,27.75,20.62,1.511,0.807,-1.581,0.737,1.923,0.878,1.787,4.587,-1.189,0.345,0.833,-0.011,0.79,0.92,-0.88,0.16,138.813,80.738,-144.373,75.178,60.02
2025-04-21 18:17:05,219.333,218.597,218.048,2.23,2.15,2.03,8.73,4.026,8.181,19.4,27.64,21.13,1.503,0.807,-1.577,0.733,1.915,0.88,1.784,4.579,-1.186,0.35,0.833,-0.003,0.79,0.92,-0.88,0.16,138.836,80.751,-144.398,75.189,60.01
2025-04-21 18:18:05,219.357,218.562,218.076,2.23,2.15,2.04,8.744,4.037,8.164,19.42,27.57,20.66,1.504,0.81,-1.572,0.741,1.918,0.882,1.78,4.581,-1.19,0.349,0.835,-0.006,0.78,0.92,-0.88,0.16,138.86,80.763,-144.422,75.201,60.02
2025-04-21 18:19:05,219.288,218.598,217.994,2.23,2.18,2.05,8.766,4.025,8.168,19.42,27.66,20.72,1.517,0.808,-1.574,0.751,1.922,0.88,1.781,4.583,-1.181,0.347,0.832,-0.002,0.79,0.92,-0.88,0.16,138.884,80.776,-144.447,75.213,60.01
2025-04-21 18:20:05,219.082,218.441,217.828,2.24,2.19,2.06,8.761,4.019,8.168,19.46,27.64,20.74,1.508,0.807,-1.573,0.742,1.919,0.878,1.779,4.577,-1.187,0.344,0.831,-0.012,0.79,0.92,-0.88,0.16,138.907,80.789,-144.472,75.224,60.01
2025-04-21 18:21:05,219.102,218.508,217.846,2.26,2.22,2.07,8.751,4.022,8.191,19.4,27.7,21.3,1.508,0.808,-1.578,0.738,1.917,0.879,1.784,4.58,-1.183,0.346,0.832,-0.005,0.79,0.92,-0.88,0.16,138.931,80.802,-144.497,75.236,60.01
2025-04-21 18:22:05,219.137,218.542,217.826,2.25,2.21,2.06,8.753,4.014,8.159,19.48,27.67,20.69,1.504,0.808,-1.57,0.742,1.918,0.877,1.777,4.573,-1.19,0.341,0.832,-0.017,0.78,0.92,-0.88,0.16,138.955,80.814,-144.522,75.248,60.01
2025-04-21 18:23:05,219.154,218.545,217.826,2.21,2.18,2.03,8.755,4.032,8.165,19.32,27.69,20.5,1.512,0.811,-1.571,0.753,1.919,0.881,1.779,4.578,-1.181,0.344,0.834,-0.003,0.79,0.92,-0.88,0.16,138.979,80.827,-144.546,75.259,59.99
2025-04-21 18:24:05,219.235,218.598,217.865,2.25,2.22,2.07,8.752,4.008,8.14,19.5,27.76,20.79,1.509,0.808,-1.566,0.751,1.919,0.876,1.773,4.568,-1.185,0.337,0.832,-0.016,0.79,0.92,-0.88,0.16,139.003,80.84,-144.571,75.271,60.02
2025-04-21 18:25:05,219.185,218.651,217.928,2.23,2.2,2.06,8.759,4.027,8.176,19.4,27.69,20.64,1.509,0.812,-1.571,0.75,1.92,0.881,1.782,4.582,-1.186,0.34,0.84,-0.006,0.79,0.92,-0.88,0.16,139.026,80.853,-144.596,75.283,60.03
2025-04-21 18:26:05,219.175,218.562,217.861,2.21,2.16,2.03,8.748,4.016,8.207,19.55,27.68,21.08,1.506,0.809,-1.581,0.735,1.917,0.878,1.788,4.583,-1.186,0.339,0.835,-0.012,0.79,0.92,-0.88,0.16,139.05,80.865,-144.62,75.295,60.05
2025-04-21 18:27:05,219.136,218.495,217.784,2.23,2.18,2.05,8.766,4.023,8.173,19.42,27.63,20.55,1.513,0.808,-1.572,0.749,1.921,0.879,1.78,4.58,-1.184,0.345,0.834,-0.005,0.79,0.92,-0.88,0.16,139.074,80.878,-144.645,75.306,60.03
2025-04-21 18:28:05,219.145,218.476,217.795,2.23,2.18,2.05,8.753,4.005,8.16,19.55,27.68,20.76,1.508,0.809,-1.57,0.747,1.918,0.875,1.777,4.57,-1.185,0.333,0.833,-0.02,0.79,0.92,-0.88,0.16,139.097,80.89,-144.67,75.318,60.02
2025-04-21 18:29:05,219.177,218.504,217.792,2.23,2.17,2.05,8.765,4.007,8.15,19.34,27.83,20.65,1.511,0.809,-1.568,0.752,1.921,0.875,1.775,4.571,-1.187,0.334,0.831,-0.021,0.79,0.92,-0.88,0.16,139.121,80.903,-144.695,75.33,60.01
2025-04-21 18:30:05,219.171,218.596,217.857,2.22,2.16,2.06,8.753,4.013,8.258,19.48,27.68,21.21,1.503,0.807,-1.594,0.717,1.918,0.877,1.799,4.595,-1.191,0.343,0.834,-0.015,0.78,0.92,-0.89,0.16,139.145,80.916,-144.72,75.341,60.02
2025-04-21 18:31:05,219.22,218.625,217.969,2.22,2.16,2.07,8.767,4.004,8.251,19.37,27.75,20.72,1.507,0.806,-1.592,0.721,1.922,0.875,1.798,4.596,-1.193,0.34,0.836,-0.016,0.78,0.92,-0.89,0.16,139.168,80.929,-144.745,75.352,60.02
2025-04-21 18:32:05,219.125,218.477,217.848,2.17,2.11,1.99,8.761,4.011,8.248,19.39,27.74,20.45,1.511,0.808,-1.591,0.727,1.92,0.876,1.797,4.593,-1.184,0.339,0.834,-0.011,0.79,0.92,-0.89,0.16,139.192,80.941,-144.77,75.364,60.02
2025-04-21 18:33:05,219.125,218.445,217.734,2.24,2.18,2.04,8.747,4.022,8.163,19.56,27.66,20.49,1.507,0.81,-1.568,0.749,1.917,0.879,1.777,4.573,-1.185,0.339,0.837,-0.009,0.79,0.92,-0.88,0.16,139.216,80.954,-144.795,75.376,60.01
2025-04-21 18:34:05,219.071,218.29,217.563,2.24,2.18,2.04,8.743,4.022,8.172,19.68,27.64,20.73,1.504,0.809,-1.568,0.744,1.915,0.878,1.778,4.571,-1.186,0.341,0.838,-0.007,0.79,0.92,-0.88,0.16,139.24,80.967,-144.819,75.387,60.0
2025-04-21 18:35:05,219.122,218.344,217.638,2.26,2.19,2.04,8.759,4.033,8.189,19.61,27.68,21.19,1.512,0.812,-1.578,0.746,1.919,0.881,1.782,4.582,-1.182,0.341,0.828,-0.013,0.79,0.92,-0.89,0.16,139.263,80.98,-144.844,75.399,60.02
2025-04-21 18:36:05,219.075,218.367,217.627,2.24,2.16,2.02,8.742,4.02,8.17,19.57,27.69,20.53,1.508,0.809,-1.571,0.746,1.915,0.878,1.778,4.571,-1.181,0.339,0.832,-0.01,0.79,0.92,-0.88,0.16,139.287,80.992,-144.869,75.411,60.0
2025-04-21 18:37:05,219.004,218.341,217.629,2.21,2.17,2.03,8.737,4.017,8.183,19.45,27.65,20.7,1.504,0.809,-1.573,0.74,1.913,0.877,1.781,4.571,-1.183,0.338,0.834,-0.01,0.79,0.92,-0.88,0.16,139.311,81.005,-144.893,75.422,60.0
2025-04-21 18:38:05,219.148,218.474,217.818,2.22,2.16,2.03,8.74,4.009,8.165,19.54,27.76,20.79,1.507,0.808,-1.57,0.745,1.915,0.876,1.779,4.57,-1.182,0.338,0.835,-0.009,0.79,0.92,-0.88,0.16,139.335,81.018,-144.918,75.434,60.01
2025-04-21 18:39:05,219.046,218.384,217.734,2.18,2.13,1.99,8.736,4.086,8.188,19.58,27.43,20.78,1.507,0.821,-1.577,0.75,1.914,0.892,1.783,4.589,-1.179,0.348,0.83,-0.001,0.79,0.92,-0.88,0.16,139.358,81.03,-144.942,75.446,60.0
2025-04-21 18:40:05,218.941,218.275,217.669,2.21,2.15,2.02,8.749,4.778,8.167,19.53,22.5,20.56,1.512,0.948,-1.571,0.89,1.916,1.043,1.778,4.736,-1.176,0.434,0.832,0.09,0.79,0.91,-0.88,0.19,139.381,81.045,-144.967,75.46,60.01
2025-04-21 18:41:05,218.983,218.231,217.72,2.24,2.17,2.05,8.731,4.636,8.177,19.52,22.92,20.68,1.504,0.916,-1.571,0.849,1.912,1.012,1.78,4.704,-1.18,0.429,0.836,0.086,0.79,0.91,-0.88,0.18,139.405,81.06,-144.992,75.473,60.01
2025-04-21 18:42:05,219.008,218.353,217.803,2.27,2.2,2.08,8.753,4.671,8.214,19.37,22.76,21.28,1.504,0.921,-1.581,0.845,1.917,1.02,1.789,4.726,-1.188,0.438,0.838,0.088,0.78,0.9,-0.88,0.18,139.429,81.074,-145.016,75.486,60.01
2025-04-21 18:43:05,219.178,218.463,217.889,2.31,2.24,2.13,8.76,4.706,8.172,19.22,22.7,21.24,1.509,0.929,-1.572,0.867,1.92,1.028,1.781,4.728,-1.187,0.439,0.836,0.088,0.79,0.9,-0.88,0.18,139.453,81.089,-145.041,75.5,60.03
2025-04-21 18:44:05,219.159,218.446,217.902,2.29,2.21,2.11,8.743,4.708,8.171,19.27,22.63,20.99,1.506,0.928,-1.575,0.86,1.916,1.028,1.78,4.725,-1.184,0.442,0.831,0.088,0.79,0.9,-0.88,0.18,139.476,81.104,-145.066,75.514,60.02
2025-04-21 18:45:05,219.166,218.4,217.917,2.29,2.19,2.1,8.76,4.705,8.162,19.11,22.65,20.88,1.508,0.927,-1.571,0.864,1.92,1.028,1.779,4.726,-1.189,0.442,0.833,0.087,0.79,0.9,-0.88,0.18,139.5,81.118,-145.091,75.527,60.04
2025-04-21 18:46:05,219.113,218.317,217.798,2.28,2.19,2.1,8.748,4.708,8.236,19.23,22.64,21.37,1.501,0.93,-1.589,0.841,1.917,1.028,1.794,4.739,-1.193,0.438,0.832,0.077,0.78,0.9,-0.89,0.18,139.524,81.133,-145.116,75.54,60.04
2025-04-21 18:47:05,219.072,218.329,217.78,2.32,2.22,2.11,8.752,4.714,8.167,19.24,22.66,21.14,1.509,0.93,-1.572,0.867,1.917,1.029,1.779,4.725,-1.183,0.441,0.832,0.09,0.79,0.9,-0.88,0.18,139.547,81.147,-145.14,75.554,60.03
2025-04-21 18:48:05,219.14,218.389,217.846,2.29,2.18,2.09,8.736,4.711,8.18,19.39,22.63,20.88,1.506,0.927,-1.575,0.858,1.914,1.029,1.782,4.725,-1.182,0.446,0.833,0.097,0.79,0.9,-0.88,0.18,139.571,81.162,-145.165,75.568,60.04
2025-04-21 18:49:05,219.0,218.336,217.795,2.25,2.16,2.08,8.752,4.718,8.198,19.31,22.66,20.67,1.509,0.929,-1.578,0.86,1.917,1.03,1.786,4.732,-1.182,0.443,0.834,0.096,0.79,0.9,-0.88,0.18,139.595,81.177,-145.19,75.581,60.0
2025-04-21 18:50:05,219.026,218.33,217.825,2.24,2.16,2.07,8.752,4.729,8.203,19.37,22.6,20.95,1.504,0.932,-1.58,0.857,1.917,1.032,1.787,4.736,-1.188,0.443,0.834,0.089,0.78,0.9,-0.88,0.18,139.618,81.191,-145.215,75.595,60.0
2025-04-21 18:51:05,218.67,218.082,217.575,2.21,2.16,2.05,8.776,4.736,8.201,19.23,22.65,20.65,1.51,0.932,-1.578,0.864,1.919,1.033,1.784,4.736,-1.184,0.445,0.832,0.093,0.79,0.9,-0.88,0.18,139.642,81.206,-145.24,75.608,59.97
2025-04-21 18:52:05,218.819,218.162,217.594,2.22,2.16,2.02,8.76,4.74,8.173,19.51,22.58,20.5,1.506,0.932,-1.574,0.865,1.917,1.034,1.778,4.729,-1.185,0.448,0.828,0.091,0.79,0.9,-0.88,0.18,139.666,81.221,-145.265,75.622,60.0
2025-04-21 18:53:05,218.878,218.268,217.681,2.26,2.18,2.06,8.779,4.735,8.143,19.18,22.71,20.67,1.509,0.934,-1.564,0.878,1.922,1.034,1.773,4.728,-1.19,0.443,0.834,0.087,0.79,0.9,-0.88,0.19,139.689,81.235,-145.289,75.635,60.01
2025-04-21 18:54:05,218.918,218.281,217.671,2.24,2.16,2.05,8.75,4.719,8.162,19.22,22.76,20.62,1.501,0.933,-1.567,0.866,1.916,1.03,1.777,4.722,-1.19,0.437,0.837,0.084,0.78,0.91,-0.88,0.18,139.713,81.25,-145.314,75.649,60.0
2025-04-21 18:55:05,218.892,218.258,217.674,2.24,2.17,2.06,8.762,4.738,8.197,19.12,22.69,21.14,1.51,0.932,-1.579,0.863,1.918,1.034,1.784,4.736,-1.182,0.447,0.83,0.095,0.79,0.9,-0.89,0.18,139.737,81.265,-145.339,75.663,60.0
2025-04-21 18:56:05,218.964,218.334,217.741,2.25,2.19,2.07,8.749,4.737,8.168,19.31,22.63,20.74,1.507,0.931,-1.571,0.868,1.916,1.034,1.778,4.729,-1.182,0.45,0.833,0.101,0.79,0.9,-0.88,0.18,139.76,81.279,-145.363,75.676,60.0
2025-04-21 18:57:05,218.965,218.366,217.784,2.24,2.19,2.07,8.767,4.725,8.159,19.14,22.67,20.84,1.508,0.931,-1.567,0.872,1.92,1.032,1.777,4.728,-1.188,0.444,0.837,0.093,0.79,0.9,-0.88,0.18,139.784,81.294,-145.388,75.69,59.99
2025-04-21 18:58:05,219.098,218.422,217.865,2.23,2.17,2.07,8.761,4.728,8.167,19.24,22.62,20.7,1.502,0.933,-1.569,0.867,1.92,1.033,1.779,4.732,-1.195,0.443,0.839,0.087,0.78,0.9,-0.88,0.18,139.807,81.309,-145.412,75.703,59.99
2025-04-21 18:59:05,219.199,218.514,217.956,2.25,2.19,2.09,8.771,4.719,8.188,19.12,22.67,21.4,1.509,0.93,-1.577,0.862,1.923,1.031,1.785,4.738,-1.191,0.445,0.835,0.09,0.79,0.9,-0.88,0.18,139.831,81.323,-145.438,75.717,60.01
2025-04-21 19:00:05,219.208,218.484,217.911,2.27,2.19,2.09,8.765,4.726,8.217,19.32,22.69,21.0,1.507,0.933,-1.582,0.858,1.921,1.033,1.791,4.745,-1.192,0.442,0.838,0.088,0.78,0.9,-0.88,0.18,139.855,81.338,-145.463,75.731,60.02
2025-04-21 19:01:05,219.151,218.455,217.902,2.25,2.18,2.07,8.788,4.775,8.339,19.14,22.59,20.65,1.514,0.944,-1.609,0.849,1.926,1.043,1.817,4.786,-1.19,0.444,0.844,0.098,0.79,0.9,-0.89,0.18,139.879,81.353,-145.488,75.744,60.02
2025-04-21 19:02:05,219.122,218.46,217.913,2.23,2.16,2.04,8.781,4.752,8.262,19.29,22.65,20.51,1.512,0.94,-1.591,0.861,1.924,1.038,1.8,4.762,-1.19,0.439,0.842,0.091,0.79,0.91,-0.88,0.18,139.902,81.368,-145.513,75.757,60.01
2025-04-21 19:03:05,219.089,218.452,217.929,2.24,2.17,2.04,8.795,4.715,8.177,19.23,22.71,20.71,1.523,0.931,-1.573,0.88,1.927,1.03,1.782,4.739,-1.181,0.44,0.836,0.096,0.79,0.9,-0.88,0.19,139.927,81.382,-145.538,75.771,60.01
2025-04-21 19:04:05,219.13,218.472,217.935,2.23,2.16,2.02,8.793,4.714,8.172,19.31,22.69,20.98,1.52,0.931,-1.579,0.873,1.927,1.03,1.781,4.738,-1.184,0.439,0.824,0.079,0.79,0.9,-0.89,0.18,139.95,81.397,-145.562,75.785,60.01
2025-04-21 19:05:05,219.152,218.474,217.939,2.25,2.18,2.03,8.751,4.739,8.154,19.4,22.61,20.84,1.512,0.933,-1.57,0.876,1.918,1.035,1.777,4.73,-1.179,0.448,0.832,0.101,0.79,0.9,-0.88,0.19,139.974,81.412,-145.587,75.799,60.02
2025-04-21 19:06:05,219.131,218.476,217.862,2.25,2.18,2.04,8.761,4.544,8.141,19.4,24.08,20.51,1.506,0.902,-1.566,0.842,1.92,0.993,1.774,4.686,-1.19,0.415,0.833,0.057,0.78,0.91,-0.88,0.18,139.998,81.426,-145.611,75.812,60.01
2025-04-21 19:07:05,219.096,218.499,217.912,2.25,2.18,2.05,8.759,4.208,8.178,19.22,26.75,21.35,1.509,0.841,-1.579,0.772,1.919,0.919,1.782,4.621,-1.185,0.37,0.826,0.011,0.79,0.92,-0.89,0.17,140.022,81.439,-145.636,75.824,60.0
2025-04-21 19:08:05,219.047,218.393,217.843,2.21,2.15,2.03,8.764,4.198,8.157,19.21,26.82,20.42,1.51,0.84,-1.572,0.778,1.92,0.917,1.777,4.613,-1.186,0.367,0.828,0.009,0.79,0.92,-0.88,0.17,140.046,81.452,-145.661,75.837,59.99
2025-04-21 19:09:05,219.019,218.434,217.887,2.24,2.17,2.05,8.758,4.213,8.156,19.38,26.65,20.64,1.506,0.843,-1.57,0.778,1.918,0.92,1.777,4.616,-1.188,0.37,0.832,0.014,0.79,0.92,-0.88,0.17,140.069,81.466,-145.685,75.849,60.0
2025-04-21 19:10:05,219.017,218.382,217.804,2.26,2.18,2.06,8.737,4.214,8.172,19.59,26.63,20.6,1.503,0.842,-1.571,0.773,1.914,0.92,1.78,4.614,-1.185,0.371,0.836,0.022,0.79,0.92,-0.88,0.17,140.093,81.479,-145.71,75.861,59.99
2025-04-21 19:11:05,219.042,218.383,217.81,2.27,2.17,2.09,8.741,4.214,8.19,19.36,26.7,20.79,1.512,0.841,-1.578,0.776,1.915,0.92,1.784,4.619,-1.175,0.372,0.832,0.03,0.79,0.91,-0.88,0.17,140.117,81.492,-145.735,75.874,60.0
2025-04-21 19:12:05,219.073,218.407,217.851,2.27,2.17,2.11,8.726,4.207,8.219,19.51,26.61,20.9,1.507,0.84,-1.583,0.764,1.912,0.919,1.791,4.621,-1.176,0.371,0.836,0.031,0.79,0.91,-0.88,0.17,140.14,81.505,-145.76,75.885,60.01
2025-04-21 19:13:05,219.011,218.463,217.918,2.28,2.22,2.13,8.741,4.229,8.225,19.3,26.63,21.71,1.507,0.847,-1.586,0.768,1.914,0.924,1.792,4.631,-1.18,0.369,0.836,0.025,0.79,0.92,-0.88,0.17,140.164,81.519,-145.785,75.898,59.99
2025-04-21 19:14:05,219.103,218.601,218.006,2.24,2.2,2.11,8.754,4.242,8.192,19.18,26.48,20.89,1.504,0.851,-1.575,0.78,1.918,0.927,1.786,4.631,-1.191,0.369,0.842,0.02,0.78,0.92,-0.88,0.17,140.188,81.532,-145.81,75.91,60.02
2025-04-21 19:15:05,219.004,218.469,217.875,2.25,2.21,2.1,8.76,4.638,8.179,19.19,24.22,20.78,1.511,0.926,-1.574,0.862,1.918,1.013,1.782,4.714,-1.182,0.411,0.834,0.063,0.79,0.91,-0.88,0.18,140.211,81.547,-145.835,75.923,60.0
2025-04-21 19:16:05,218.93,218.303,217.743,2.25,2.18,2.07,8.749,4.929,8.233,19.3,22.09,20.87,1.507,0.983,-1.585,0.904,1.915,1.076,1.793,4.784,-1.182,0.438,0.837,0.093,0.79,0.91,-0.88,0.19,140.235,81.562,-145.86,75.937,60.02
