decil,erro_absoluto
0,32.03851157583841
1,36.78372362090321
2,45.07236054211129
3,43.494474264005326
4,49.55841153772865
5,57.03871629668445
6,62.8144521722561
7,54.72554234946646
8,61.11925042873477
9,71.72650735994665
