decil,erro_absoluto
0,1.3786731606942637
1,1.0155423510516133
2,0.9293115058312051
3,0.7731077548435755
4,0.6238358981792745
5,0.6790703788170446
6,0.5821143047626202
7,0.5695007861102057
8,0.5254412607046278
9,0.47382543493200197
