decil,erro_absoluto
0,0.2623138200744124
1,0.33998314865496976
2,0.41464825757344564
3,0.43986604181925465
4,0.6053968344444086
5,0.687794486935399
6,0.7944119439243287
7,0.9037977943420408
8,1.0861821560899754
9,1.5863575007120767
