real,previsto,erro_abs,erro_perc
3863.16,3743.719970703125,119.43994140625,3.0917679858878278
1601.03,1636.7925109863281,35.762481689453125,2.233717109301126
1707.36,1870.4824829101562,163.12249755859375,9.554077579310563
2191.74,2450.22099609375,258.4810058593748,11.79341559724582
1722.71,1963.0066731770833,240.29671223958326,13.948761990603083
2963.27,3165.8701171875,202.60009765625,6.837044762066558
1987.51,2099.679931640625,112.169921875,5.643741230175113
3052.86,3371.3798828125,318.519775390625,10.433487424342328
2408.52,2176.909912109375,231.610107421875,9.616283258752041
2979.93,2867.389892578125,112.5400390625,3.7766001766538237
2888.67,2755.6298828125,133.0400390625,4.605581207289525
2825.89,2682.17333984375,143.716552734375,5.085709571056891
2629.03,2484.356689453125,144.67333984375,5.5029169781846266
1427.13,1265.1678553989955,161.96214948381703,11.348801365655289
1391.13,1520.5750122070312,129.44500732421875,9.305025904830734
1502.16,1265.1678553989955,236.99217878069203,15.776759691926618
1790.88,2060.7733357747397,269.89333089192723,15.070430746675733
2419.13,2295.97998046875,123.14990234375,5.090669302988186
2376.55,2389.9588758680557,13.408827039930657,0.5642139557104021
3419.47,3342.580078125,76.889892578125,2.248590958157021
3276.37,3726.3798828125,450.009765625,13.73501007301633
1975.54,2235.080078125,259.5400390625,13.137675467497267
1578.7,1520.5750122070312,58.12493896484375,3.681823067245767
4214.92,4431.4423828125,216.5224609375,5.1370480329595525
3392.71,2989.419921875,403.2900390625,11.886958912074515
1833.61,1674.030029296875,159.5799560546875,8.7030479398317
2141.38,2220.5350341796875,79.1551513671875,3.6964553558439475
2875.35,2773.5799560546875,101.7701416015625,3.539400008524777
2106.98,2044.61201171875,62.367968750000045,2.9600646103967607
2316.18,2448.316650390625,132.13671875,5.7049418719556595
2491.5,2362.6749267578125,128.8250732421875,5.170582911586895
2834.9,2755.6298828125,79.27001953125,2.796219346782354
2518.78,2460.3798828125,58.400146484375,2.318588594680798
4077.53,3862.9099934895835,214.62003580729152,5.2634814278559805
2294.15,2450.22099609375,156.07109374999982,6.803003308134069
3201.56,3502.47998046875,300.919921875,9.399165293409355
2260.82,2331.659912109375,70.83984375,3.1333693796077653
1970.33,1972.1099853515625,1.780029296875,0.09034168573670076
3092.1,3084.169921875,7.93017578125,0.25646568774603756
2398.54,2501.1298828125,102.58984375,4.2771787036791995
2881.53,2971.760009765625,90.22998046875,3.1313218863371386
1606.37,1963.0066731770833,356.63667805989576,22.201403110363653
2309.76,2574.510009765625,264.75,11.462229793599406
2519.66,2651.3701171875,131.710205078125,5.227300892677283
3962.08,4519.43994140625,557.35986328125,14.067354831076834
1242.62,1190.0216674804688,52.59832763671875,4.232857015290372
3408.22,3295.679931640625,112.5400390625,3.3020180630912352
3541.12,4059.840087890625,518.719970703125,14.648471487465759
1782.9,1431.1499633789062,351.75006103515625,19.729096203852283
2455.82,2561.8635397518383,106.04347139246329,4.318047268964059
3527.67,3450.81005859375,76.85986328125,2.1787713982151153
2022.87,2142.728199678309,119.85820456112151,5.925156082715932
2508.93,2561.8635397518383,52.93360811121329,2.109808147435957
3223.14,3170.090087890625,53.0498046875,1.645904504786062
2879.42,2649.67333984375,229.74658203125,7.978918958150614
3499.41,3568.1500244140625,68.7401123046875,1.9643343886870435
3178.61,3431.43994140625,252.829833984375,7.954100233747814
2558.95,2482.090087890625,76.85986328125,3.0035703998842145
2476.65,2494.52001953125,17.8701171875,0.7215439360479983
2028.84,2389.9588758680557,361.11891004774316,17.799280186287806
2582.23,2448.316650390625,133.913330078125,5.185956754084926
1704.81,1790.3681182861328,85.55805969238281,5.018627105177761
3012.89,2937.409912109375,75.47998046875,2.5052352777539406
2706.27,2505.1298828125,201.14013671875,7.432375013103432
2694.53,2758.7349853515625,64.2049560546875,2.382788662831918
3967.58,3753.47998046875,214.10009765625,5.396238851905656
3088.18,2891.340087890625,196.83984375,6.373975872753858
3052.68,3106.449951171875,53.77001953125,1.761403774235577
3311.74,3320.2550048828125,8.5150146484375,0.2571160378999103
3090.64,3594.159912109375,503.52001953125,16.291772481821805
3194.88,3165.8701171875,29.009765625,0.9080080218684864
2786.16,2784.330078125,1.829833984375,0.06567584209442057
3070.41,2989.419921875,80.989990234375,2.6377582327023816
2856.31,2893.449951171875,37.139892578125,1.3002752438021423
1602.94,2127.6333821614585,524.6934407552085,32.73319400194732
2877.18,2952.2099609375,75.030029296875,2.6077628469378134
2769.13,2880.22509765625,111.09521484375,4.011917806141863
3013.14,2682.17333984375,330.966552734375,10.984108422898048
1113.45,809.989990234375,303.4599609375,27.254027953220245
3871.66,3454.389892578125,417.27001953125,10.777548364363208
2740.91,2418.8701171875,322.039794921875,11.749375398990644
2143.64,2197.409912109375,53.77001953125,2.5083513195204428
3022.39,2505.1298828125,517.260009765625,17.1142714259277
2656.96,2880.22509765625,223.26513671875,8.403029778437896
2968.48,3555.530029296875,587.050048828125,19.77611615003799
3663.05,3144.169921875,518.880126953125,14.165248086608154
2863.69,3151.510009765625,287.820068359375,10.050671484987562
2991.18,2561.8635397518383,429.3163918887867,14.352743790083936
1511.87,1632.3299560546875,120.4599609375,7.967613705314851
2411.25,2297.580078125,113.669921875,4.714149170554691
1388.49,1963.0066731770833,574.5166829427083,41.377084961608595
1712.57,1972.1099853515625,259.5400390625,15.155003719695811
4130.4,3979.5,150.89990234375,3.653396908568672
2942.05,2822.610107421875,119.43994140625,4.059752194012648
1921.12,2142.728199678309,221.6082045611215,11.535365053946228
2355.26,1997.719970703125,357.5400390625,15.180491223050966
3089.75,2724.4025268554688,365.34747314453125,11.824499494927785
