decil,erro_absoluto
0,72.70045231516768
1,72.74467838938644
2,83.19448170731708
3,67.36923375571646
4,82.6057469512195
5,79.29377358041158
6,71.96646853563263
7,88.13182450457319
8,74.03418242663871
9,82.55236268578506
