Decile,Absolute_Error
0,1.2023846269536902
1,1.5621703515308243
2,1.374938086891175
3,1.5002063464235376
4,1.0763428101172812
5,0.795039912197325
6,0.857799511735256
7,1.144490209508825
8,0.904793245379741
9,0.9264164179784279
