decile,MAE_kWh
0,0.4198867153129072
1,0.8419331904276094
2,0.7282299058200151
3,0.6181135635638423
4,0.6238021695331019
5,0.44677623630158175
6,0.7100660163446315
7,0.7814347872715013
8,0.815355521515752
9,1.0220778104155532
