timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,229.8703,3.1234,59.9786,1431.59,1822.25,2316.71,0.62,0.0084
60000,228.4852,5.2345,59.9504,2370.63,3047.08,3860.56,0.61,0.0197
120000,226.5808,5.163,59.9786,2306.96,2992.64,3775.89,0.61,0.0329
180000,226.7419,5.1268,59.9786,2289.58,2971.96,3751.35,0.61,0.0459
240000,227.7115,4.3624,59.9926,1998.77,2508.79,3206.14,0.62,0.0578
300000,227.1532,4.3528,59.9645,1981.35,2501.01,3191.16,0.62,0.0691
360000,228.7389,4.3468,59.9786,1978.81,2526.05,3208.26,0.62,0.0804
420000,228.748,4.3613,59.9926,2001.37,2525.42,3220.22,0.62,0.0917
480000,230.9837,3.5177,59.9926,1616.53,2063.04,2621.96,0.62,0.103
540000,231.8183,3.0986,59.9645,1396.38,1853.53,2318.69,0.6,0.1115
600000,232.6993,2.1754,59.9504,961.27,1320.16,1633.44,0.59,0.1187
660000,232.7654,1.7708,60.0067,731.39,1111.22,1329.68,0.55,0.1231
720000,232.8641,1.7761,59.9786,752.03,1103.43,1335.47,0.56,0.1273
780000,233.6897,0.7421,59.9504,472.81,300.23,559.22,-0.84,0.1317
840000,233.9021,0.6857,59.9504,427.87,289.96,517.09,-0.83,0.1342
900000,233.1118,0.6829,59.9645,429.33,277.51,513.74,-0.84,0.1367
960000,235.0824,0.6911,59.9364,437.25,289.66,524.13,-0.83,0.1391
1020000,232.9763,0.6831,60.0067,425.19,287.27,513.12,-0.83,0.1416
1080000,234.1501,0.6947,59.9786,437.19,292.25,524.73,-0.83,0.1441
1140000,230.7632,1.3564,59.9645,899.39,461.19,1010.38,0.89,0.1469
1200000,228.5382,2.4673,59.9364,1392.21,1172.64,1819.77,0.76,0.1545
1260000,228.461,1.8773,59.9223,1139.98,783.31,1384.41,0.82,0.1623
1320000,228.8468,2.6219,59.9223,1022.11,1644.15,1935.99,0.53,0.1686
1380000,228.047,2.6226,59.9504,1017.93,1639.81,1929.59,0.53,0.1744
1440000,229.503,2.6138,59.9364,1015.4,1649.42,1935.67,0.52,0.1802
1500000,229.988,2.6047,59.9645,1002.36,1653.07,1932.91,0.52,0.1859
1560000,231.0923,2.6233,59.9645,1020.82,1669.53,1956.99,0.52,0.1917
1620000,229.8788,2.6686,59.9645,1056.12,1674.2,1979.3,0.53,0.1976
1680000,231.9066,2.6617,59.9504,1053.11,1692.03,1991.57,0.53,0.2036
1740000,230.513,2.6638,59.9504,1057.12,1674.87,1981.67,0.53,0.2096
1800000,230.849,1.368,59.9364,419.47,929.24,1019.49,0.41,0.2136
1860000,229.0744,1.3537,59.9504,424.18,906.31,1001.19,0.42,0.2159
1920000,226.4579,3.7536,59.9504,1496.41,2299.75,2743.11,0.55,0.2206
1980000,226.9539,2.3484,59.9645,1153.34,1247.02,1703.19,0.68,0.2289
2040000,227.2343,1.7405,59.9645,1090.72,663.25,1277.14,0.85,0.2352
2100000,227.0317,1.7305,59.9786,1086.18,656.42,1268.79,0.86,0.2413
2160000,229.5403,1.6703,59.9926,1059.62,635.48,1236.92,0.86,0.2474
2220000,230.2599,1.6687,59.9364,1061.51,637.95,1239.53,0.86,0.2534
2280000,228.9124,1.6783,59.9223,1070.36,625.91,1240.58,0.86,0.2595
2340000,228.0666,3.7582,59.9504,2029.75,1878.8,2766.05,0.73,0.27
2400000,228.0918,3.6982,59.9504,2012.9,1836.33,2722.81,0.74,0.2815
2460000,228.2177,2.9549,59.9364,1698.91,1362.09,2177.05,0.78,0.2914
2520000,227.6713,4.0083,59.9364,1733.74,2380.91,2945.5,0.59,0.3011
2580000,227.7281,3.8942,59.9223,1653.29,2335.24,2861.77,0.58,0.3108
2640000,229.1353,2.6537,59.9364,1060.71,1651.02,1962.3,0.54,0.3191
2700000,231.672,2.6515,59.9926,1058.34,1677.31,1983.65,0.53,0.3251
2760000,231.3098,2.6478,59.9645,1052.97,1672.47,1976.31,0.53,0.3311
2820000,230.9061,2.6532,59.9645,1066.3,1666.13,1977.68,0.54,0.3371
2880000,231.3382,1.7498,59.9364,629.02,1144.48,1305.97,0.48,0.3422
2940000,232.3193,1.358,59.9223,412.55,931.57,1018.08,0.4,0.3447
3000000,231.3994,1.3824,59.9645,430.37,938.54,1031.9,0.42,0.3471
3060000,231.0459,1.3829,59.9926,428.76,937.87,1030.68,0.41,0.3496
3120000,229.2881,1.3815,59.9504,443.49,922.0,1022.48,0.43,0.352
3180000,230.3921,1.3842,59.9364,439.8,930.58,1028.82,0.43,0.3546
3240000,229.1755,0.7833,59.9364,502.47,286.49,579.57,-0.87,0.3572
3300000,228.7361,0.7764,59.9364,489.56,292.59,572.7,-0.86,0.36
3360000,229.0648,0.7746,59.9364,499.08,283.05,573.23,-0.87,0.3628
3420000,229.6398,0.7713,59.9504,487.43,298.13,571.17,-0.85,0.3656
3480000,229.0314,2.2394,59.9645,1332.35,979.96,1655.55,0.81,0.3694
3540000,228.4273,2.5223,59.9504,1447.97,1168.06,1859.05,0.78,0.3778
3600000,227.798,2.446,59.9504,1395.97,1133.54,1797.64,0.78,0.3859
3660000,228.6563,1.7276,59.9364,1074.79,687.13,1274.3,0.84,0.3924
3720000,227.7429,1.7282,59.9364,1084.58,662.33,1271.08,0.85,0.3985
3780000,229.1388,2.7231,59.9364,1094.33,1690.26,2013.6,0.54,0.4048
3840000,228.7979,2.6109,59.9223,1020.75,1635.52,1927.38,0.53,0.4108
3900000,228.3942,2.6026,59.9083,1021.83,1625.28,1918.38,0.53,0.4166
3960000,230.879,2.6022,59.9364,1019.12,1649.55,1939.07,0.53,0.4224
4020000,231.5102,1.7041,59.9364,594.58,1126.01,1273.18,0.47,0.428
4080000,230.1138,3.6196,59.9504,1429.7,2275.54,2687.66,0.53,0.434
4140000,223.4152,2.5958,59.9504,1014.54,1574.08,1871.95,0.54,0.4415
4200000,224.854,2.5698,59.9364,979.73,1584.23,1864.52,0.53,0.4471
4260000,223.1781,2.5645,59.9364,999.58,1553.72,1847.3,0.54,0.4528
4320000,222.4193,2.497,59.9645,971.9,1507.59,1792.83,0.54,0.4584
4380000,224.4365,2.5108,59.9504,958.1,1544.91,1818.08,0.53,0.4639
4440000,224.4438,1.6275,59.9645,1011.73,609.1,1179.17,0.86,0.4695
4500000,223.3379,1.6375,59.9364,1003.58,622.42,1179.81,0.85,0.4751
4560000,224.3942,1.6484,59.9364,1013.25,634.26,1193.84,0.85,0.4809
4620000,223.2344,1.621,59.9364,1005.28,595.19,1168.4,0.86,0.4866
4680000,224.1388,3.7744,59.9364,1964.15,1898.81,2729.73,0.72,0.4956
4740000,224.3357,3.7022,59.9504,1957.84,1831.18,2680.81,0.73,0.5068
4800000,223.1873,1.6863,59.9364,1024.72,655.03,1215.32,0.84,0.5141
4860000,222.3412,1.6833,59.9645,1029.21,635.42,1208.74,0.85,0.52
4920000,225.2564,1.6905,59.9504,1031.86,667.63,1228.64,0.84,0.5258
4980000,223.1481,2.6934,59.9786,1077.27,1613.5,1939.52,0.55,0.532
5040000,223.6576,2.6369,59.9645,1032.22,1598.99,1903.21,0.54,0.5379
5100000,223.1305,2.599,59.9504,1017.58,1571.92,1871.79,0.54,0.5437
5160000,224.0167,2.6037,59.9364,1005.04,1591.99,1882.32,0.53,0.5495
5220000,222.3799,1.2966,59.9504,395.25,843.22,930.78,0.42,0.5525
5280000,223.4337,1.2872,59.9926,388.45,844.06,928.55,0.42,0.5547
5340000,224.9068,1.2778,59.9504,378.99,846.16,927.32,0.41,0.5569
5400000,221.7199,1.2827,59.9926,387.1,832.56,917.63,0.42,0.5591
5460000,223.3774,1.2935,60.0067,390.08,847.9,932.63,0.42,0.5613
5520000,222.6367,1.2872,59.9786,390.07,839.17,925.08,0.42,0.5635
5580000,222.2451,1.2792,60.0207,383.18,833.5,917.18,0.42,0.5657
5640000,221.3759,0.6789,60.0067,405.75,264.85,484.43,-0.84,0.568
5700000,223.9088,0.6852,59.9504,419.81,264.86,495.41,-0.85,0.5703
5760000,223.4807,0.6868,59.9926,420.17,264.17,495.38,-0.85,0.5727
5820000,223.3277,2.0261,59.9786,1170.11,873.75,1460.27,0.8,0.5758
5880000,221.4156,2.4276,59.9926,1334.35,1105.15,1734.51,0.77,0.5835
5940000,220.48,4.0911,59.9645,2085.11,2034.11,2911.64,0.72,0.593
6000000,221.0884,3.1913,59.9645,1706.06,1509.12,2275.86,0.75,0.6045
6060000,222.6439,2.9975,60.0067,1637.49,1401.46,2153.4,0.76,0.6138
6120000,222.0519,2.8888,59.9926,1611.18,1304.71,2070.71,0.78,0.6231
6180000,222.2471,3.8874,59.9926,1622.82,2266.51,2788.02,0.58,0.6326
6240000,222.9086,3.823,59.9504,1588.49,2246.94,2750.0,0.58,0.6417
6300000,222.9069,3.8045,59.9645,1591.45,2229.67,2737.64,0.58,0.6506
6360000,223.6344,2.4876,59.9645,959.41,1517.8,1795.46,0.53,0.6573
6420000,225.6309,1.2934,59.9504,383.13,861.1,942.16,0.41,0.6612
6480000,224.2881,1.295,59.9645,383.65,855.16,937.18,0.41,0.6634
6540000,222.6469,1.2658,59.9645,385.43,822.94,909.77,0.43,0.6656
