timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,218.7806,4.6957,60.0207,2093.7,2568.59,3315.47,0.63,0.0231
60000,219.0855,4.6987,60.0067,2094.27,2579.35,3322.13,0.63,0.035
120000,218.9534,4.6899,60.0207,2095.66,2567.25,3314.49,0.63,0.0469
180000,219.1139,4.7003,59.9926,2105.16,2572.37,3324.1,0.63,0.0588
240000,219.2239,4.7229,60.0207,2119.64,2584.49,3341.05,0.63,0.0707
300000,220.7395,4.7349,59.9786,2156.65,2596.51,3372.7,0.64,0.0829
360000,221.15,4.529,59.9786,2586.5,1939.2,3232.54,0.8,0.0964
420000,221.5818,3.6168,60.0067,2191.27,1378.74,2587.11,0.85,0.1103
480000,221.5816,3.221,60.0629,1977.59,1187.08,2303.97,0.86,0.1216
540000,221.8695,3.2375,59.9926,1985.35,1200.82,2318.8,0.86,0.1329
600000,213.822,19.5198,60.0207,11174.93,7524.5,13469.56,0.83,0.1766
660000,212.4251,19.49,59.9504,11083.65,7458.79,13361.68,0.83,0.2398
720000,219.2945,5.3235,59.9786,2875.48,2434.48,3766.98,0.76,0.2634
780000,219.9048,5.2409,60.0207,2872.2,2369.63,3719.93,0.77,0.2797
840000,221.3549,5.1532,60.0207,2831.71,2353.25,3681.04,0.77,0.2959
900000,222.3145,4.5147,59.9926,2599.92,1938.91,3239.98,0.8,0.3119
960000,222.0872,4.4867,59.9645,2586.96,1912.33,3216.53,0.8,0.3265
1020000,222.0565,4.452,59.9645,2561.1,1901.19,3190.5,0.8,0.3411
1080000,220.7512,4.4435,60.0207,2541.77,1891.0,3166.63,0.8,0.3556
1140000,220.842,4.4479,59.9926,2533.51,1909.83,3169.88,0.8,0.37
1200000,220.3559,4.4505,60.0067,2526.44,1907.36,3164.5,0.8,0.3844
1260000,220.686,4.4457,60.0067,2527.85,1905.3,3165.76,0.8,0.3988
1320000,223.9581,4.4256,59.9926,2560.01,1918.12,3198.27,0.8,0.4133
1380000,223.5843,4.4167,60.0067,2551.48,1910.61,3186.4,0.8,0.4279
1440000,223.7128,4.4425,59.9786,2568.53,1925.84,3207.24,0.8,0.4425
1500000,223.7773,4.4253,59.9786,2569.51,1903.19,3196.5,0.8,0.4571
1560000,223.838,4.4463,59.9926,2569.89,1929.31,3211.5,0.8,0.4717
1620000,223.9837,4.4359,59.9645,2568.01,1920.41,3206.45,0.8,0.4863
1680000,222.333,4.435,60.0067,2542.15,1915.59,3181.58,0.8,0.5008
1740000,222.3645,4.4141,59.9926,2530.76,1903.69,3167.13,0.8,0.5153
1800000,223.1263,3.5514,59.9926,2152.13,1383.58,2556.88,0.84,0.529
1860000,223.1159,3.1792,59.9926,1960.36,1187.79,2289.41,0.85,0.5403
1920000,223.2569,3.1645,60.0067,1943.66,1191.91,2279.56,0.85,0.5514
1980000,222.6245,3.15,59.9786,1942.51,1163.89,2263.65,0.86,0.5624
2040000,222.9459,2.4374,60.0067,1487.96,927.43,1753.06,0.85,0.5726
2100000,223.1218,2.4437,59.9926,1498.23,927.05,1759.36,0.85,0.5811
2160000,223.0042,4.4783,59.9926,2433.87,2114.23,3223.73,0.75,0.5928
2220000,223.126,4.4124,59.9786,2395.31,2086.9,3176.8,0.75,0.6065
2280000,223.357,3.6976,59.9786,2099.23,1645.2,2664.76,0.79,0.6198
2340000,225.1561,3.6391,60.0067,2090.84,1617.49,2643.68,0.79,0.6318
2400000,225.0943,3.6533,59.9645,2101.39,1624.66,2653.51,0.79,0.6437
2460000,224.9084,3.6628,59.9926,2106.92,1624.89,2658.52,0.79,0.6557
2520000,225.2036,3.6664,59.9786,2117.77,1621.21,2665.47,0.79,0.6676
2580000,225.1176,3.6457,59.9786,2109.09,1604.0,2649.17,0.8,0.6796
2640000,224.6419,3.6673,59.9645,2107.37,1621.45,2658.74,0.79,0.6916
2700000,221.0957,4.6117,59.9786,2100.25,2533.44,3291.75,0.64,0.7043
2760000,221.7894,4.7631,60.0067,2186.8,2619.75,3409.96,0.64,0.7166
2820000,221.7213,4.781,59.9645,2198.54,2625.83,3421.62,0.64,0.729
2880000,222.0635,3.8978,59.9645,1805.92,2129.69,2792.87,0.65,0.7413
2940000,222.1828,3.5047,59.9926,1603.41,1936.38,2512.6,0.64,0.751
3000000,222.3243,3.502,59.9926,1607.86,1929.02,2512.71,0.64,0.7602
3060000,222.3644,3.4311,60.0067,1562.72,1904.65,2462.05,0.63,0.7692
3120000,222.5036,3.4008,59.9926,1553.04,1884.46,2442.83,0.64,0.778
3180000,221.7472,3.4139,59.9926,1540.49,1895.18,2442.65,0.63,0.7868
3240000,221.6582,3.8859,59.9786,1645.82,2240.54,2779.74,0.59,0.7952
3300000,220.9848,4.9827,60.0207,2065.83,2890.47,3553.16,0.58,0.8068
3360000,223.0822,4.938,60.0207,2068.03,2893.82,3554.61,0.58,0.8186
3420000,223.5981,4.2038,59.9645,1775.66,2458.45,3033.04,0.59,0.8301
3480000,223.586,4.0661,60.0067,1725.57,2373.28,2934.13,0.59,0.84
3540000,224.2265,3.979,60.0488,1694.53,2330.34,2880.01,0.59,0.8496
3600000,223.9111,3.9771,59.9645,1686.34,2328.02,2873.54,0.59,0.8592
3660000,223.5482,3.9753,59.9926,1696.53,2315.44,2868.69,0.59,0.8687
3720000,223.4658,3.9687,59.9786,1674.01,2320.32,2862.01,0.59,0.8783
3780000,221.8163,3.9854,59.9223,1686.19,2301.35,2853.6,0.59,0.8879
3840000,222.1716,3.9656,59.9926,1679.67,2296.17,2844.11,0.59,0.8974
3900000,222.2869,3.9718,59.9504,1671.87,2308.9,2849.08,0.59,0.907
3960000,222.8774,3.958,59.9926,1666.99,2309.75,2846.5,0.58,0.9164
4020000,222.6323,3.0691,60.0207,1278.63,1795.79,2204.79,0.58,0.9251
4080000,222.7123,2.6629,60.0348,1063.07,1592.55,1913.69,0.55,0.9313
4140000,223.0355,2.6577,59.9645,1060.41,1593.04,1912.74,0.55,0.9374
4200000,223.3501,2.6629,59.9786,1063.26,1599.21,1919.21,0.55,0.9435
4260000,223.371,2.6425,59.9926,1066.67,1578.62,1905.71,0.56,0.9496
4320000,223.2079,2.6497,60.0207,1058.5,1587.32,1908.33,0.56,0.9556
4380000,224.7442,2.6357,59.9926,1052.08,1597.39,1911.57,0.55,0.9617
4440000,224.3263,4.7141,59.9645,1967.0,2787.88,3412.42,0.58,0.9721
4500000,224.2978,4.6623,60.0067,1957.75,2751.74,3375.05,0.58,0.9833
4560000,224.4977,3.9144,60.0067,1655.37,2303.54,2835.85,0.58,0.9937
4620000,224.5506,3.9053,59.9786,1653.6,2299.78,2830.16,0.58,1.0031
4680000,224.6752,3.8948,59.9786,1646.64,2293.93,2823.95,0.58,1.0124
4740000,224.3723,3.9115,59.9645,1645.95,2306.31,2831.89,0.58,1.0218
4800000,222.7713,3.9196,59.9504,1640.89,2289.91,2817.48,0.58,1.0312
4860000,222.2199,3.8965,59.9786,1630.55,2268.99,2794.15,0.58,1.0405
4920000,222.0056,3.9049,59.9645,1643.23,2266.9,2798.62,0.59,1.0498
4980000,221.875,3.9121,60.0067,1635.35,2276.06,2801.04,0.58,1.0592
5040000,221.9494,3.9122,59.9926,1633.58,2278.85,2801.92,0.58,1.0685
5100000,222.2594,2.6172,59.9645,1035.37,1565.72,1877.15,0.55,1.0761
5160000,222.4151,2.6304,60.0067,1047.58,1572.16,1887.8,0.55,1.082
5220000,222.5942,2.6213,59.9786,1046.73,1567.2,1883.08,0.55,1.0879
5280000,222.7719,2.612,59.9926,1030.15,1570.15,1877.49,0.55,1.0938
5340000,222.741,2.6105,59.9786,1035.2,1565.84,1876.43,0.55,1.0997
5400000,224.3475,2.6153,60.0207,1040.91,1581.64,1893.5,0.55,1.1056
5460000,224.4205,2.6002,59.9645,1027.26,1578.57,1882.76,0.55,1.1115
5520000,223.3955,4.721,59.9786,1960.26,2781.17,3403.4,0.58,1.1199
5580000,223.4768,4.6179,60.0207,1919.59,2719.26,3330.79,0.58,1.1309
5640000,223.3125,3.854,59.9504,1612.3,2260.68,2777.27,0.58,1.1409
5700000,223.0093,3.8355,59.9504,1607.58,2246.38,2760.21,0.58,1.1501
5760000,223.2197,3.8315,59.9645,1604.62,2247.78,2759.94,0.58,1.1592
5820000,222.134,2.9814,59.9926,1230.64,1747.24,2137.08,0.58,1.1674
5880000,223.2969,2.5702,59.9926,1008.47,1553.15,1852.09,0.54,1.1733
5940000,223.0042,2.585,59.9645,1015.04,1558.93,1859.91,0.55,1.179
6000000,222.6775,2.5772,60.0207,1013.42,1551.42,1852.0,0.55,1.1848
6060000,223.0537,2.5939,59.9786,1020.91,1562.58,1866.83,0.55,1.1906
6120000,223.0081,2.5834,60.0067,1015.49,1558.51,1859.01,0.55,1.1964
6180000,223.629,1.7242,60.0067,628.02,1074.57,1244.02,0.5,1.2014
6240000,224.0282,1.3488,60.0067,424.63,878.17,974.87,0.43,1.2039
