timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,223.1876,2.4941,60.0348,1566.74,881.5,1795.6,0.87,0.0081
60000,223.7757,2.5093,60.0207,1582.97,885.11,1812.98,0.87,0.017
120000,223.7277,2.5961,60.0067,1614.11,955.81,1874.06,0.86,0.026
180000,225.4276,2.5587,59.9926,1606.0,940.99,1861.23,0.86,0.0352
240000,225.4105,2.7982,59.9926,1746.42,1045.46,2034.92,0.86,0.0447
300000,225.3469,2.7313,59.9926,1706.98,1016.87,1985.98,0.86,0.0541
360000,223.7764,3.0487,59.9926,1939.92,1045.39,2201.09,0.88,0.0645
420000,223.5182,3.8904,59.9504,1974.42,1993.07,2806.24,0.7,0.0756
480000,222.896,3.7884,60.0207,1899.85,1956.83,2725.05,0.7,0.0867
540000,222.7997,3.6474,59.9364,1792.66,1913.82,2620.63,0.68,0.0975
600000,222.4442,3.7955,60.0348,1908.77,1943.8,2724.97,0.7,0.1079
660000,222.3046,3.812,60.0207,1913.25,1955.9,2734.83,0.7,0.1188
720000,223.9967,3.8014,59.9926,1919.15,1969.99,2748.13,0.7,0.1297
780000,224.5879,3.7212,59.9926,1871.39,1944.65,2697.47,0.69,0.1404
840000,223.2081,3.8536,59.9786,1940.48,1987.61,2775.58,0.7,0.1513
900000,223.3122,3.9726,60.0067,2025.52,2026.44,2863.87,0.71,0.1624
960000,223.084,3.8026,59.9645,1908.99,1961.54,2737.7,0.7,0.1732
1020000,222.4509,3.7926,59.9926,1893.19,1955.55,2722.59,0.7,0.1841
1080000,220.9351,3.8277,59.9645,1910.51,1950.23,2729.06,0.7,0.1949
1140000,220.9289,3.8156,60.0067,1898.2,1950.51,2720.39,0.7,0.2058
1200000,220.7247,3.8134,59.9926,1901.76,1943.06,2716.65,0.7,0.2166
1260000,220.9074,3.8211,60.0067,1900.35,1950.9,2724.1,0.7,0.2274
1320000,222.4418,3.7988,60.0067,1905.32,1952.69,2726.94,0.7,0.2382
1380000,224.3309,3.7735,59.9926,1900.48,1961.66,2731.99,0.7,0.249
1440000,223.9924,3.78,60.0207,1904.96,1960.8,2732.71,0.7,0.2598
1500000,224.4222,3.0074,60.0067,1923.4,1025.19,2178.11,0.88,0.2707
1560000,223.5529,3.0132,59.9926,1917.07,1025.99,2174.01,0.88,0.2816
1620000,223.5937,2.9861,59.9645,1901.43,1013.25,2154.83,0.88,0.2925
1680000,223.8486,2.9864,59.9926,1902.83,1016.85,2157.5,0.88,0.3033
1740000,222.3486,3.0324,59.9786,1916.23,1032.99,2176.28,0.88,0.3142
1800000,222.4568,3.0686,59.9926,1938.75,1050.61,2202.66,0.88,0.3251
1860000,222.6897,3.0085,59.9926,1901.54,1033.31,2162.08,0.88,0.3359
1920000,222.6218,3.0542,60.0067,1933.5,1037.32,2194.3,0.88,0.3468
1980000,221.3404,3.0193,59.9504,1893.29,1032.54,2156.67,0.88,0.3578
2040000,220.591,3.855,59.9926,1916.84,1966.61,2744.33,0.7,0.369
2100000,222.479,3.7628,60.0207,1869.61,1952.06,2701.93,0.69,0.3797
2160000,222.6239,3.7938,59.9645,1881.28,1973.7,2725.29,0.69,0.3904
2220000,222.3321,3.748,59.9645,1862.43,1939.97,2689.33,0.69,0.401
2280000,221.9167,3.7614,59.9926,1862.22,1945.69,2693.55,0.69,0.4116
2340000,221.5394,3.7497,59.9926,1858.58,1934.39,2680.95,0.69,0.4222
2400000,221.6385,3.7377,59.9786,1852.18,1927.42,2673.46,0.69,0.4327
2460000,221.1336,3.7413,59.9645,1853.03,1922.58,2670.12,0.69,0.4433
2520000,221.1491,3.7505,59.9926,1858.24,1927.41,2676.93,0.69,0.4538
2580000,220.9767,3.7407,60.0067,1843.63,1926.84,2667.35,0.69,0.4643
2640000,221.4556,3.5987,59.9504,1798.13,1841.7,2572.47,0.7,0.4746
2700000,220.6215,3.6522,60.0067,1795.34,1883.27,2600.64,0.69,0.4848
2760000,220.8774,3.7138,59.9504,1833.13,1909.07,2647.25,0.69,0.495
2820000,222.4126,3.7118,59.9926,1845.38,1923.01,2664.53,0.69,0.5054
2880000,223.1922,3.6995,59.9645,1837.82,1932.12,2664.47,0.69,0.5159
2940000,223.327,3.6824,59.9645,1828.45,1926.61,2654.11,0.69,0.5264
3000000,223.2974,3.6696,59.9364,1822.89,1918.46,2644.36,0.69,0.5368
3060000,223.6106,2.9121,59.9645,1858.41,981.66,2101.79,0.88,0.5474
3120000,223.8822,2.7958,59.9504,1797.04,926.37,2020.04,0.89,0.5579
3180000,220.7528,2.8132,59.9786,1785.06,910.13,2003.85,0.89,0.5681
3240000,220.4941,2.8253,60.0348,1807.03,885.17,2010.75,0.9,0.5783
3300000,220.6604,2.7953,59.9645,1786.55,884.16,1991.1,0.9,0.5885
3360000,220.3364,2.7899,60.0348,1770.18,900.15,1983.71,0.89,0.5987
3420000,220.2025,2.8518,59.9926,1806.87,918.95,2026.75,0.89,0.6088
3480000,221.1805,2.7871,60.0207,1778.62,892.36,1989.28,0.89,0.6189
3540000,222.0697,2.7441,60.0207,1752.66,891.55,1965.8,0.89,0.6289
3600000,223.1658,3.5163,60.0067,1763.36,1819.77,2532.61,0.7,0.6392
3660000,223.5874,3.3534,59.9786,1662.59,1759.56,2420.05,0.69,0.6488
