timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,226.3751,4.4417,59.9504,2591.01,1956.97,3245.07,0.8,0.0148
60000,226.6428,3.7566,59.9926,2291.54,1521.03,2747.68,0.83,0.0286
120000,225.8321,3.7914,59.9364,2300.08,1536.41,2763.12,0.83,0.0416
180000,225.8983,3.8012,59.9926,2306.12,1541.58,2771.06,0.83,0.0547
240000,226.2197,3.7855,59.9645,2300.1,1531.58,2763.75,0.83,0.0678
300000,226.7083,2.9827,59.9504,1929.71,1023.94,2182.35,0.88,0.0798
360000,226.6739,3.5166,59.9364,1767.57,1868.83,2572.58,0.69,0.0897
420000,226.7134,3.3929,59.9645,1690.84,1819.91,2482.39,0.68,0.0996
480000,225.5511,3.3583,59.9364,1658.64,1795.95,2444.53,0.68,0.1091
540000,225.1742,3.3704,59.9645,1664.35,1799.39,2449.3,0.68,0.1185
600000,225.0846,3.3748,60.0067,1664.91,1799.09,2451.15,0.68,0.128
660000,225.0272,3.3684,59.9645,1664.27,1794.88,2446.17,0.68,0.1374
720000,225.2305,3.3574,59.9504,1657.96,1789.88,2440.48,0.68,0.1469
780000,225.5393,3.3681,60.0067,1665.62,1801.27,2451.49,0.68,0.1564
840000,225.3821,3.3826,59.9645,1673.17,1805.59,2460.38,0.68,0.1659
900000,225.3257,3.3736,59.9504,1669.98,1798.93,2453.11,0.68,0.1754
960000,225.4755,3.3669,59.9786,1665.15,1799.57,2449.92,0.68,0.1849
1020000,225.809,3.3897,59.9645,1680.67,1809.82,2470.24,0.68,0.1944
1080000,225.5418,3.3862,59.9926,1675.89,1807.68,2464.66,0.68,0.2039
1140000,224.7926,5.4617,59.9786,2594.5,2996.61,3962.33,0.65,0.2157
1200000,224.8084,5.3626,59.9645,2554.41,2936.83,3891.05,0.66,0.2304
1260000,225.4293,4.4728,59.9645,2590.63,1968.48,3254.17,0.8,0.245
1320000,225.6278,3.7865,59.9504,2293.86,1530.3,2757.12,0.83,0.2588
1380000,225.8246,3.7914,59.9645,2300.19,1531.57,2763.28,0.83,0.2718
1440000,225.5689,3.7807,59.9926,2288.98,1528.25,2752.29,0.83,0.2849
1500000,226.1059,3.8045,59.9645,2307.16,1544.03,2776.15,0.83,0.298
1560000,226.0339,2.9884,59.9504,1923.35,1025.45,2179.99,0.88,0.3103
1620000,226.1369,2.6127,59.9645,1711.68,842.27,1906.83,0.9,0.3202
