timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,226.5753,2.6465,59.9926,1741.41,844.92,1935.26,0.9,0.01
60000,226.0567,2.6496,59.9786,1737.98,847.97,1933.09,0.9,0.02
120000,225.8466,2.5661,59.9364,1679.67,824.53,1870.36,0.9,0.0296
180000,225.8364,2.5723,59.9786,1684.53,825.12,1874.86,0.9,0.0392
240000,226.6254,2.5897,59.9786,1701.67,832.92,1894.2,0.9,0.0489
300000,226.5272,2.5537,59.9786,1677.25,819.13,1866.81,0.9,0.0585
360000,226.7624,2.5577,59.9645,1683.36,820.01,1871.74,0.9,0.068
420000,226.9962,2.5565,59.9786,1686.45,818.57,1873.02,0.9,0.0776
480000,225.7093,3.4104,59.9504,1698.39,1815.32,2483.82,0.68,0.0874
540000,226.4167,3.3156,59.9504,1643.42,1781.65,2422.74,0.68,0.0968
600000,225.7124,4.8408,59.9504,2340.61,2640.43,3525.83,0.66,0.107
660000,225.7689,5.212,59.9504,2492.6,2865.56,3797.56,0.66,0.1212
720000,226.34,4.5111,59.9223,2210.05,2446.17,3295.34,0.67,0.135
780000,225.8833,4.4496,59.9223,2190.41,2392.52,3243.78,0.68,0.1475
840000,225.7312,4.4829,59.9786,2213.52,2400.7,3265.8,0.68,0.16
900000,224.7312,4.4889,60.0067,2190.52,2408.63,3255.68,0.67,0.1724
960000,224.8887,4.4957,59.9786,2193.41,2419.09,3262.74,0.67,0.1849
1020000,225.5082,4.526,59.9223,2210.54,2442.95,3294.43,0.67,0.1974
1080000,226.9812,4.5067,59.9645,2210.39,2451.4,3301.04,0.67,0.21
1140000,227.0467,3.7128,59.9364,1858.11,1989.46,2720.39,0.68,0.2217
1200000,228.2709,1.5832,59.9504,1122.86,315.58,1166.37,0.96,0.2301
1260000,229.4256,1.5717,59.9504,1119.26,320.72,1163.66,0.96,0.2365
1320000,229.2377,1.5839,59.9364,1121.65,341.9,1171.71,0.96,0.2429
1380000,228.1296,1.5822,59.9364,1123.29,310.12,1165.06,0.96,0.2492
1440000,227.9087,1.5658,59.9364,1109.57,309.45,1151.61,0.96,0.2556
1500000,228.0199,1.5815,59.9223,1122.4,310.59,1163.94,0.96,0.2619
1560000,228.4075,1.6601,59.8942,1177.04,334.52,1223.69,0.96,0.2683
1620000,228.2226,1.6036,59.9083,1135.58,327.26,1181.03,0.96,0.2748
1680000,227.7422,1.6115,59.9364,1139.26,329.59,1184.47,0.96,0.2813
1740000,228.7741,1.6092,59.9504,1142.27,326.33,1188.15,0.96,0.2877
1800000,227.7731,2.2065,59.9504,1116.8,1176.79,1621.87,0.69,0.2944
1860000,227.5778,4.393,59.9223,2103.96,2444.88,3226.28,0.65,0.3041
1920000,227.498,3.3951,59.9504,1683.5,1837.36,2492.61,0.68,0.3153
1980000,226.7745,5.289,59.9926,2550.08,2915.26,3871.19,0.66,0.3261
2040000,227.1082,5.2922,59.9786,2546.32,2927.13,3878.87,0.66,0.3407
2100000,226.8803,5.2532,59.9926,2526.07,2904.37,3846.29,0.66,0.3551
2160000,226.8167,4.577,60.0207,2244.81,2486.86,3350.41,0.67,0.3682
2220000,228.2216,4.5427,60.0348,2245.33,2479.52,3345.98,0.67,0.381
2280000,228.0439,4.5519,60.0207,2244.66,2490.05,3349.98,0.67,0.3938
2340000,227.8961,4.5716,60.0488,2251.26,2498.14,3362.23,0.67,0.4066
2400000,227.6807,4.5215,60.0207,2228.67,2465.52,3322.27,0.67,0.4194
2460000,228.5496,3.7219,59.9786,1878.49,2004.32,2745.21,0.68,0.4312
2520000,226.7798,2.574,60.0207,1695.79,821.67,1883.91,0.9,0.4409
2580000,226.7841,2.5643,59.9926,1691.69,817.4,1876.83,0.9,0.4506
2640000,226.8888,2.5733,60.0067,1698.64,820.09,1884.35,0.9,0.4602
2700000,227.2303,2.5727,60.0067,1697.19,825.13,1886.67,0.9,0.4699
2760000,227.0952,2.574,59.9645,1703.98,809.42,1886.6,0.9,0.4795
