timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,221.9175,5.389,59.9926,2726.37,2732.25,3859.69,0.71,0.0155
60000,222.2568,5.1653,59.9926,2596.22,2642.11,3705.0,0.7,0.0305
120000,222.0663,5.2427,59.9786,2643.84,2669.62,3757.21,0.7,0.0457
180000,221.5011,5.557,59.9645,2840.27,2777.35,3972.68,0.72,0.0613
240000,222.0778,5.5006,59.9926,2816.45,2763.33,3942.27,0.71,0.0773
300000,222.7815,5.5019,59.9786,2813.49,2782.99,3955.67,0.71,0.0933
360000,222.1973,5.6805,59.9926,2884.01,2875.61,4073.44,0.71,0.1095
420000,221.7816,5.7092,59.9645,2896.55,2882.07,4086.32,0.71,0.1259
480000,221.6811,5.7053,59.9786,2900.88,2876.35,4081.76,0.71,0.1424
540000,220.9825,5.8126,59.9786,2958.66,2908.29,4145.23,0.71,0.159
600000,221.1725,5.8052,59.9786,2954.99,2906.73,4143.74,0.71,0.1758
660000,221.0946,5.7923,59.9786,2947.75,2902.13,4132.98,0.71,0.1926
720000,221.1814,5.8056,59.9645,2950.64,2909.43,4144.29,0.71,0.2094
780000,221.491,5.8369,59.9504,2963.34,2938.59,4172.27,0.71,0.2262
840000,222.212,5.7978,59.9504,2962.27,2919.23,4157.7,0.71,0.2431
900000,222.3696,5.7897,59.9364,2955.98,2924.02,4155.03,0.71,0.2599
960000,222.4403,5.5872,59.9364,2830.17,2842.11,4011.61,0.71,0.2769
1020000,222.7163,5.8531,59.9223,2993.16,2954.81,4206.9,0.71,0.2938
1080000,221.6382,5.8888,59.9364,3002.89,2956.89,4211.89,0.71,0.3108
1140000,221.6751,5.8867,59.9645,2999.83,2955.66,4211.45,0.71,0.3277
1200000,221.7622,5.6051,59.9364,2819.42,2853.24,4011.56,0.7,0.3447
1260000,222.0875,5.8432,59.9645,2980.7,2944.23,4187.97,0.71,0.3615
1320000,222.1725,5.7791,59.9786,2937.99,2924.72,4143.55,0.71,0.3782
1380000,222.8754,4.9909,59.9504,2416.17,2656.04,3589.69,0.67,0.3931
1440000,222.6113,4.7014,59.9504,2150.18,2606.19,3377.76,0.64,0.4055
1500000,222.4707,4.6935,59.9504,2138.83,2604.08,3369.76,0.63,0.4177
1560000,222.7992,4.6814,59.9645,2138.23,2599.4,3366.87,0.64,0.4298
1620000,222.3823,4.7012,59.9645,2136.91,2613.47,3373.62,0.63,0.442
1680000,222.6902,4.7347,59.9504,2171.71,2621.73,3403.67,0.64,0.4541
1740000,222.3631,4.6885,59.9504,2132.31,2601.87,3364.61,0.63,0.4663
1800000,222.1204,4.6984,59.9786,2134.39,2607.17,3367.66,0.63,0.4784
1860000,223.2498,4.6917,59.9223,2147.09,2611.26,3381.02,0.64,0.4906
1920000,223.7444,4.6783,59.9223,2131.98,2619.03,3377.65,0.63,0.5028
1980000,223.6832,4.6565,59.9364,2124.87,2604.18,3361.52,0.63,0.5149
2040000,223.963,4.6275,59.9083,2116.52,2591.81,3345.34,0.63,0.527
2100000,223.8111,4.6457,59.9083,2117.76,2605.05,3355.33,0.63,0.539
2160000,223.721,4.6431,59.9364,2121.4,2595.75,3352.48,0.63,0.5511
2220000,223.6378,4.6443,59.9504,2115.88,2601.39,3351.69,0.63,0.5631
2280000,222.9006,4.6585,59.9504,2109.03,2602.75,3350.66,0.63,0.5751
2340000,222.0917,4.6659,59.9645,2124.97,2584.3,3344.59,0.63,0.5872
2400000,222.3956,4.6552,59.9645,2108.42,2592.98,3340.75,0.63,0.5992
2460000,222.3887,4.6534,59.9786,2102.1,2593.91,3339.28,0.63,0.6112
2520000,223.5981,3.3035,59.9504,1500.91,1853.69,2384.46,0.63,0.6204
2580000,223.6172,3.2845,59.9645,1492.77,1841.52,2370.92,0.63,0.6289
2640000,223.4353,3.1674,59.9645,1441.13,1773.83,2283.55,0.63,0.6373
2700000,223.4011,3.1039,59.9786,1394.45,1750.63,2237.73,0.62,0.6455
2760000,221.9295,5.0591,59.9504,2262.59,2833.41,3624.03,0.62,0.6543
2820000,222.1311,5.0657,59.9504,2212.88,2879.19,3631.56,0.61,0.6674
2880000,222.3823,5.1912,59.9223,2317.37,2918.29,3725.78,0.62,0.6805
2940000,222.8183,4.4613,59.9645,2032.37,2484.01,3208.47,0.63,0.6933
3000000,222.1859,4.4271,59.9504,2013.1,2456.56,3174.75,0.63,0.7047
3060000,222.2893,4.4504,59.9504,2025.64,2467.9,3193.33,0.63,0.7161
3120000,222.4709,4.4877,59.9364,2037.23,2499.29,3221.68,0.63,0.7276
3180000,222.7989,4.423,59.9223,2019.25,2460.75,3180.79,0.63,0.7391
3240000,222.7702,4.4527,59.9645,2024.01,2483.24,3200.9,0.63,0.7506
3300000,223.0976,4.3902,59.9786,2003.59,2445.14,3161.52,0.63,0.7621
3360000,223.2212,4.3676,59.9364,1978.88,2446.96,3146.4,0.63,0.7733
3420000,223.1702,4.393,59.9645,1982.47,2465.57,3163.63,0.63,0.7846
3480000,223.0835,4.3601,59.9786,1968.46,2442.33,3139.06,0.63,0.7959
3540000,222.1707,4.3827,60.0067,1973.85,2442.84,3142.41,0.63,0.8071
3600000,222.661,4.3529,59.9645,1959.42,2437.49,3127.51,0.63,0.8183
3660000,223.2952,3.4632,59.9786,1990.52,1505.45,2495.52,0.8,0.8295
3720000,223.5768,3.4448,60.0207,1982.02,1501.56,2483.94,0.8,0.8409
3780000,224.263,2.1836,59.9786,1387.59,760.17,1581.14,0.88,0.8499
3840000,224.5775,2.2015,60.0207,1385.54,793.18,1595.11,0.87,0.8577
3900000,224.3651,2.1794,59.9926,1372.53,780.24,1577.56,0.87,0.8656
3960000,224.5036,2.1831,59.9926,1380.33,773.52,1581.94,0.87,0.8734
4020000,224.6931,2.1856,60.0348,1379.48,780.53,1584.52,0.87,0.8812
4080000,223.6308,3.5716,60.0488,2045.42,1571.53,2578.23,0.79,0.8893
4140000,223.3819,4.2131,60.0629,2303.26,1979.87,3037.0,0.76,0.9019
4200000,223.6123,4.1619,60.0488,2286.1,1948.78,3003.42,0.76,0.9149
4260000,223.5873,4.8031,60.0207,2155.42,2714.32,3465.15,0.62,0.9282
4320000,223.6128,4.3541,60.0207,1982.38,2439.65,3141.7,0.63,0.9396
4380000,223.6059,4.346,60.077,1986.35,2430.94,3136.69,0.63,0.9508
4440000,223.427,4.3594,60.0067,1981.56,2439.8,3142.89,0.63,0.9621
4500000,223.3041,4.3801,60.0207,1978.47,2457.64,3153.46,0.63,0.9735
4560000,217.3428,19.1596,59.9645,10990.42,7854.35,13512.35,0.81,0.985
4620000,216.051,20.721,60.0067,11418.86,8869.39,14447.21,0.79,1.05
4680000,223.8182,4.3534,60.0207,1988.94,2436.93,3145.13,0.63,1.1058
4740000,223.384,4.361,60.0348,1978.67,2441.77,3143.43,0.63,1.1171
4800000,223.3829,4.3574,59.9645,1982.74,2433.19,3141.11,0.63,1.1284
4860000,224.0098,3.0198,59.9926,1360.74,1707.26,2183.58,0.62,1.1381
4920000,224.8734,3.013,59.9645,1362.13,1711.31,2187.13,0.62,1.1458
4980000,224.7759,3.0147,59.9504,1364.51,1711.84,2187.67,0.62,1.1535
5040000,224.8426,3.0234,59.9786,1357.46,1722.79,2193.61,0.62,1.1612
5100000,224.9129,3.0591,59.9786,1391.32,1731.72,2220.13,0.63,1.1691
5160000,224.999,3.0377,59.9645,1385.31,1716.94,2206.39,0.63,1.177
5220000,223.8638,5.1412,59.9786,2286.68,2930.73,3714.6,0.61,1.1879
5280000,224.3586,5.0816,59.9786,2269.47,2899.0,3680.04,0.62,1.2008
