timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,239.2877,1.917,60.0067,1232.25,820.13,1480.92,0.83,0.3351
60000,237.0735,2.0381,60.0067,1299.59,865.29,1559.23,0.83,0.3422
120000,238.6609,1.9074,60.0067,1217.9,823.33,1468.97,0.83,0.3493
180000,239.1745,1.9227,60.0067,1233.47,828.72,1484.2,0.83,0.3564
240000,243.6402,1.8901,59.9926,1236.43,826.5,1486.4,0.83,0.3634
300000,244.0185,1.8883,59.9645,1245.11,815.47,1488.39,0.84,0.3705
360000,241.5946,1.9008,60.0207,1226.53,833.97,1481.42,0.83,0.3775
420000,245.8508,3.778,59.9926,2178.36,2063.7,2999.59,0.73,0.3893
480000,244.5013,3.5986,59.9926,2089.0,1927.04,2838.73,0.73,0.4014
540000,237.8508,3.9876,60.0067,1742.48,2515.91,3059.95,0.57,0.4119
600000,240.734,3.9375,60.0067,1737.7,2517.75,3059.29,0.57,0.4219
660000,242.1628,3.9251,59.9786,1738.11,2528.89,3066.8,0.57,0.4317
720000,240.4141,4.0158,60.0207,1796.85,2546.26,3116.59,0.58,0.4415
780000,241.322,3.9645,60.0348,1746.26,2547.94,3088.26,0.57,0.4514
840000,241.3188,3.06,59.9926,1339.16,1973.03,2383.63,0.56,0.4609
900000,240.5955,2.6508,59.9504,1102.29,1738.99,2058.81,0.54,0.4675
960000,238.7523,2.7247,60.0067,1129.08,1770.05,2099.53,0.54,0.4739
1020000,242.025,2.8194,60.0207,1242.89,1820.29,2202.35,0.56,0.4804
1080000,238.3876,2.6538,59.9786,1107.95,1716.94,2042.03,0.54,0.487
1140000,239.5537,2.6245,60.0207,1078.12,1718.48,2028.8,0.53,0.4932
1200000,242.9379,2.6371,59.9786,1108.03,1744.22,2066.37,0.54,0.4995
1260000,241.8824,2.6307,60.0207,1095.6,1738.52,2053.62,0.53,0.5058
1320000,248.1819,1.7705,60.0067,698.66,1234.92,1417.91,0.49,0.5115
1380000,244.7922,0.7381,60.0207,495.78,303.18,583.06,-0.85,0.5147
1440000,248.2761,0.7551,59.9645,516.38,317.45,605.01,-0.85,0.5176
1500000,244.9773,0.7357,59.9926,497.45,296.97,581.91,-0.86,0.5205
1560000,248.042,0.7417,59.9926,516.28,296.04,594.84,-0.87,0.5234
1620000,246.4791,0.744,59.9786,514.67,294.94,592.94,-0.87,0.5263
1680000,243.6711,0.7412,60.0207,504.19,294.97,583.62,-0.86,0.5292
1740000,243.4308,0.7349,60.0067,508.25,276.47,578.75,-0.88,0.532
1800000,243.4487,0.7459,59.9364,498.82,307.81,585.75,-0.85,0.5348
