timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,247.5303,11.8395,59.9926,7952.16,5113.79,9456.2,0.84,0.0452
60000,245.573,11.8474,59.9926,7896.79,5087.1,9392.85,0.84,0.0906
120000,249.1802,11.8782,60.0488,8021.18,5181.32,9550.98,0.84,0.1362
180000,252.9135,11.9178,59.9926,8162.56,5296.42,9725.15,0.84,0.1821
240000,251.1017,11.8908,59.9645,8087.79,5253.51,9637.22,0.84,0.228
300000,249.5913,11.8819,59.9926,7978.28,5284.82,9566.65,0.83,0.2738
360000,247.6441,11.8851,60.0207,7961.64,5183.35,9497.91,0.84,0.3194
420000,256.4323,3.2775,60.0348,2421.1,1224.86,2712.21,0.89,0.3373
480000,252.9686,3.2388,60.0067,2379.22,1157.78,2644.62,0.9,0.3508
540000,251.2808,3.2427,60.0207,2357.33,1170.18,2629.75,0.9,0.3643
600000,254.7351,3.0115,60.0207,2221.63,1093.94,2474.87,0.9,0.3778
660000,256.7325,2.4608,59.9786,1826.63,909.62,2038.3,0.89,0.3894
720000,256.9402,2.4608,60.0067,1839.38,889.56,2040.73,0.9,0.3997
780000,256.4868,2.4428,59.9786,1819.42,887.02,2022.68,0.9,0.4101
840000,257.5932,2.2646,60.0207,1788.67,587.7,1881.84,0.95,0.42
900000,253.3557,2.2635,60.0207,1761.33,573.57,1850.41,0.95,0.4301
960000,258.0052,2.2503,59.9786,1791.52,549.81,1874.6,0.96,0.4403
1020000,257.0719,2.2629,60.0207,1802.58,535.11,1878.84,0.96,0.4505
1080000,253.8223,2.2634,59.9926,1768.07,562.03,1854.55,0.95,0.4606
1140000,254.9816,2.2637,60.0067,1782.05,548.05,1863.57,0.96,0.4707
1200000,256.7937,2.261,60.0067,1797.16,533.38,1875.46,0.96,0.4808
1260000,253.278,2.2465,59.9926,1747.51,567.22,1836.03,0.95,0.4909
1320000,255.5486,2.2661,59.9786,1776.37,588.86,1868.97,0.95,0.501
1380000,252.9724,2.2561,59.9645,1754.89,561.44,1842.14,0.95,0.5111
1440000,254.2028,2.2319,59.9926,1751.48,543.23,1831.81,0.96,0.5211
1500000,252.0989,2.2646,59.9926,1749.38,577.92,1842.33,0.95,0.5311
1560000,256.5197,2.2592,60.0067,1776.49,585.49,1869.76,0.95,0.5412
1620000,253.9875,3.4633,59.9786,2301.12,1663.58,2838.56,0.81,0.5517
1680000,254.9131,2.5658,59.9786,1880.76,960.99,2111.94,0.89,0.5638
1740000,254.7469,2.5755,59.9645,1881.33,970.68,2117.48,0.89,0.5745
1800000,253.5339,2.5192,59.9645,1842.2,931.41,2061.89,0.89,0.585
1860000,253.9303,2.5213,60.0488,1844.4,932.31,2065.52,0.89,0.5955
1920000,254.0471,2.4872,60.0207,1830.81,902.47,2039.41,0.9,0.606
1980000,256.4193,2.5165,60.0488,1866.15,922.82,2081.34,0.9,0.6165
2040000,254.5964,2.5232,59.9786,1861.18,915.11,2073.19,0.9,0.6269
2100000,253.0722,2.4746,60.0207,1818.1,886.27,2022.13,0.9,0.6372
2160000,248.4504,2.5149,59.9926,1804.84,902.03,2016.31,0.89,0.6476
2220000,254.9835,3.3544,59.9786,1856.82,2046.33,2760.6,0.67,0.6588
2280000,253.8229,2.2215,60.0207,1244.12,1331.02,1820.96,0.68,0.6675
2340000,253.5061,2.2915,60.0488,1282.58,1369.38,1874.61,0.68,0.6747
2400000,253.5238,2.2894,60.0067,1283.83,1363.57,1873.33,0.69,0.682
2460000,252.2622,2.313,60.0067,1275.94,1383.07,1881.24,0.68,0.6893
2520000,250.7981,2.3048,60.0207,1273.7,1362.09,1864.63,0.68,0.6966
2580000,249.5311,2.2978,60.0067,1270.21,1345.65,1850.54,0.69,0.7039
2640000,253.8858,2.2797,60.0207,1279.13,1361.37,1868.32,0.68,0.7113
2700000,253.6694,2.1384,59.9504,1172.21,1301.32,1750.34,0.67,0.7182
2760000,252.9434,2.1283,59.9786,1164.96,1290.14,1737.61,0.67,0.7248
2820000,254.9629,2.1187,60.0348,1174.04,1290.06,1743.15,0.67,0.7314
2880000,256.8407,2.1131,59.9786,1168.6,1305.23,1750.84,0.67,0.738
2940000,253.6171,2.1034,59.9645,1147.65,1284.27,1721.65,0.67,0.7446
3000000,254.2805,2.0961,59.9786,1145.54,1284.69,1719.89,0.66,0.7512
3060000,255.0035,2.0702,60.0067,1138.81,1268.81,1704.23,0.67,0.7577
3120000,256.2902,2.0778,60.0207,1138.45,1288.98,1718.36,0.66,0.7641
3180000,256.0333,2.0756,59.9645,1133.66,1286.75,1715.14,0.66,0.7706
