timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,229.3357,4.7188,60.0207,2302.75,2624.52,3492.55,0.66,0.0131
60000,229.1629,4.7021,60.0207,2293.06,2617.88,3477.65,0.66,0.0262
120000,229.5855,4.6561,59.9926,2262.55,2606.88,3449.65,0.65,0.0391
180000,229.7759,4.6895,59.9786,2291.51,2619.75,3477.92,0.66,0.0522
240000,231.3976,4.6858,59.9645,2299.1,2639.57,3499.54,0.66,0.0652
300000,230.2687,4.7223,59.9786,2316.16,2640.23,3509.33,0.66,0.0783
360000,228.9703,4.7209,59.9926,2302.38,2624.97,3488.81,0.66,0.0914
420000,229.1169,4.7221,59.9786,2303.23,2622.43,3491.26,0.66,0.1045
480000,227.7231,4.7173,60.0207,2291.02,2603.21,3466.54,0.66,0.1176
540000,230.9665,4.7192,59.9786,2315.21,2647.46,3517.7,0.66,0.1308
600000,230.6014,4.7289,59.9786,2321.53,2647.64,3520.69,0.66,0.1439
660000,229.9519,3.8968,59.9786,2372.41,1655.77,2892.36,0.82,0.1573
720000,232.2573,3.875,59.9645,2385.76,1659.25,2904.44,0.82,0.1709
780000,233.1047,3.0442,59.9926,2002.29,1111.65,2290.6,0.87,0.184
840000,233.4621,2.6499,59.9786,1771.51,920.13,1996.42,0.89,0.1945
900000,234.0017,2.6589,60.0067,1782.55,925.42,2007.9,0.89,0.2046
960000,233.422,2.6543,59.9786,1779.37,917.14,1999.65,0.89,0.2147
1020000,232.3955,2.6516,59.9926,1770.65,906.24,1989.02,0.89,0.2247
1080000,232.6502,2.6463,60.0067,1766.49,912.96,1986.7,0.89,0.2348
1140000,233.6815,2.6695,59.9786,1785.97,932.17,2013.09,0.89,0.2449
1200000,232.9277,2.6447,59.9364,1772.11,904.63,1988.6,0.89,0.255
1260000,233.6052,3.3842,60.0348,1704.18,1899.94,2551.47,0.67,0.2652
1320000,233.8528,3.4065,59.9504,1700.48,1927.65,2571.08,0.66,0.2747
1380000,232.1394,3.4152,59.9926,1692.02,1918.63,2558.5,0.66,0.2843
1440000,232.3975,3.4313,59.9926,1700.61,1930.64,2573.31,0.66,0.294
1500000,232.2366,4.8462,59.9786,2366.28,2756.57,3631.19,0.65,0.3037
1560000,232.4276,5.4327,59.9504,2619.37,3123.06,4076.19,0.64,0.3181
1620000,231.7595,5.3744,59.9504,2584.17,3080.71,4019.7,0.64,0.3329
1680000,229.9218,5.327,59.9504,2556.82,3018.36,3952.78,0.65,0.3475
1740000,230.3396,4.7258,59.9504,2310.89,2644.79,3512.78,0.66,0.3614
1800000,229.8525,4.719,59.9504,2309.3,2634.32,3500.61,0.66,0.3745
1860000,229.7023,4.7222,59.9786,2308.56,2634.84,3501.18,0.66,0.3877
1920000,230.315,4.6444,59.9645,2278.13,2592.72,3452.2,0.66,0.4007
1980000,230.7628,4.7429,59.9926,2325.94,2660.62,3532.56,0.66,0.4138
2040000,233.3618,4.7172,59.9786,2324.7,2686.21,3552.28,0.65,0.427
2100000,232.348,4.7237,60.0067,2322.62,2673.84,3542.11,0.66,0.4402
2160000,232.9473,4.6446,60.0067,2290.74,2634.96,3491.59,0.66,0.4532
2220000,232.2531,4.7194,60.0207,2322.82,2668.33,3538.04,0.66,0.4663
2280000,233.2482,3.4428,60.0067,1713.8,1944.7,2591.5,0.66,0.4769
2340000,232.9418,3.4296,59.9926,1703.65,1935.54,2578.18,0.66,0.4866
2400000,232.2446,3.3445,59.9926,1663.07,1874.7,2506.5,0.66,0.4962
2460000,233.0236,2.6693,59.9786,1784.22,920.93,2007.65,0.89,0.5058
2520000,233.06,2.6624,59.9786,1779.84,919.25,2002.7,0.89,0.5159
2580000,234.8439,2.6466,59.9926,1783.17,923.23,2005.71,0.89,0.526
2640000,234.5896,1.8321,60.0207,1331.47,387.22,1386.85,0.96,0.5352
2700000,235.3064,1.4992,60.0348,1100.55,295.89,1138.39,-0.97,0.5416
2760000,235.4147,1.4946,60.0488,1096.96,292.54,1135.45,-0.97,0.5479
2820000,233.2236,1.5372,59.9786,1115.12,312.65,1156.93,-0.96,0.5541
2880000,232.7011,1.5004,60.0067,1088.95,295.43,1126.82,-0.97,0.5604
2940000,233.574,1.4933,59.9786,1087.7,294.72,1125.56,-0.97,0.5666
3000000,232.8034,2.128,59.9786,1095.01,1166.32,1598.69,0.68,0.5729
3060000,230.2922,2.0438,59.9645,1033.37,1113.21,1518.97,0.68,0.5791
3120000,230.3566,2.0172,60.0067,1013.16,1106.9,1499.55,0.67,0.5849
3180000,230.9978,3.2837,59.9645,1633.07,1823.97,2448.37,0.67,0.5913
3240000,230.3938,3.9806,59.9926,1922.62,2249.38,2959.72,0.65,0.6022
3300000,230.3139,3.9265,59.9645,1895.62,2218.43,2918.59,0.65,0.613
