timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,226.5825,2.7638,59.9786,1766.74,985.65,2021.18,0.87,0.0
60000,226.2332,2.7678,60.0067,1764.76,989.11,2020.81,0.87,0.0100000000000015
120000,226.4656,2.7496,59.9926,1758.53,976.39,2009.62,0.87,0.0200000000000013
180000,226.3948,2.7993,59.9926,1792.15,990.43,2045.47,0.87,0.0301000000000009
240000,225.8629,2.7771,59.9926,1766.28,992.65,2024.23,0.87,0.0402000000000004
300000,224.5442,2.7842,59.9926,1756.45,993.1,2017.58,0.87,0.0502000000000002
360000,226.3807,2.7716,59.9926,1766.85,989.39,2025.22,0.87,0.0602
420000,226.7953,2.7624,59.9786,1764.59,986.66,2021.88,0.87,0.0703000000000013
480000,227.4668,2.7559,59.9926,1766.05,987.24,2023.07,0.87,0.0803000000000011
540000,227.4346,2.7581,60.0067,1766.53,989.97,2024.37,0.87,0.0903000000000009
600000,226.6353,3.6699,59.9926,1777.19,2011.39,2684.12,0.66,0.1011000000000006
660000,226.3168,3.7319,59.9645,1817.83,2031.94,2725.64,0.67,0.1114000000000015
720000,226.4235,3.7479,59.9645,1835.07,2032.23,2738.93,0.67,0.1217000000000005
780000,224.5388,3.7517,59.9786,1830.8,2012.46,2718.76,0.67,0.1322000000000009
840000,225.8553,3.7451,59.9926,1825.78,2028.77,2729.61,0.67,0.1426000000000016
900000,226.1049,3.7317,59.9786,1826.71,2022.48,2723.05,0.67,0.1530000000000004
960000,226.5481,3.7169,59.9504,1817.15,2023.39,2717.46,0.67,0.1633000000000013
1020000,226.4762,3.7144,59.9645,1814.18,2021.35,2714.82,0.67,0.1736000000000004
1080000,224.9392,3.7172,59.9504,1811.39,2000.95,2698.57,0.67,0.1839000000000012
1140000,224.7546,3.7117,59.9364,1803.01,1998.54,2692.32,0.67,0.1942000000000003
1200000,225.5351,3.6947,59.9645,1799.36,2000.58,2689.2,0.67,0.2044000000000014
1260000,225.6981,3.7047,59.9364,1805.78,2006.03,2698.81,0.67,0.2147000000000005
1320000,225.4285,3.6849,59.9504,1787.82,1998.44,2680.71,0.67,0.2248999999999998
1380000,226.1798,3.6904,59.9504,1792.11,2011.33,2693.77,0.67,0.2350000000000012
1440000,224.3971,3.696,59.9504,1791.57,1989.98,2676.62,0.67,0.2452000000000005
1500000,224.1662,3.7162,59.9645,1803.28,1995.3,2688.75,0.67,0.2553999999999998
1560000,224.6832,3.6793,59.9926,1785.48,1981.71,2667.96,0.67,0.2656000000000009
1620000,224.5366,3.6667,60.0348,1781.44,1974.23,2657.11,0.67,0.2757000000000005
1680000,224.373,3.6647,60.0348,1778.42,1972.07,2653.61,0.67,0.2859000000000016
1740000,226.2624,3.6372,60.0488,1769.45,1981.86,2655.75,0.67,0.2960000000000011
1800000,226.1962,3.6383,60.0629,1770.76,1979.16,2655.91,0.67,0.3060000000000009
1860000,226.4365,3.6499,60.077,1776.1,1990.85,2667.11,0.67,0.3161000000000005
1920000,225.4935,3.6505,60.0348,1773.76,1979.99,2656.64,0.67,0.3262
1980000,226.0692,3.6452,60.0488,1769.0,1984.52,2659.22,0.67,0.3363000000000014
2040000,225.7438,3.6493,60.0067,1777.05,1979.74,2658.54,0.67,0.3464000000000009
2100000,226.0892,3.645,60.0488,1777.39,1977.75,2659.69,0.67,0.3565000000000005
