timestamp,Urms_L1,Irms_L1,Frequencia_L1,Pwatt_L1,Qvar_L1,Sva_L1,CosF_L1,EnergiaAcumulada_KWh
0,243.1989,3.9847,59.9786,2044.38,2367.58,3128.51,0.65,0.0077
60000,242.2997,4.6528,59.9926,2316.26,2807.58,3637.82,0.64,0.0207
120000,244.1197,3.3374,60.0207,1761.36,1954.85,2629.67,0.67,0.0333
180000,244.5767,5.2432,60.0067,2638.61,3188.16,4139.18,0.64,0.0441
240000,243.4233,3.4529,60.0488,1799.54,2028.84,2711.31,0.66,0.0576
300000,246.0529,3.2875,59.9645,1753.92,1934.02,2611.03,0.67,0.0676
360000,244.7061,3.2881,60.0348,1750.88,1917.72,2597.01,0.67,0.0774
420000,244.7879,3.2694,59.9786,1726.56,1924.26,2583.18,0.67,0.0873
480000,243.3605,3.2814,60.0067,1722.98,1915.5,2576.35,0.67,0.0971
540000,245.1706,2.185,59.9645,1163.19,1278.88,1728.69,0.67,0.1049
600000,247.0244,2.1837,59.9786,1165.08,1293.7,1740.42,0.67,0.1115
660000,245.6209,2.1558,59.9786,1143.19,1270.55,1709.08,0.67,0.1181
720000,246.4207,2.1893,59.9786,1174.97,1285.72,1741.07,0.67,0.1247
780000,246.3781,2.1869,59.9786,1167.8,1287.33,1739.13,0.67,0.1313
840000,245.3681,2.1659,59.9645,1148.77,1275.15,1714.89,0.67,0.1379
900000,247.0756,2.181,59.9083,1169.87,1288.46,1739.29,0.67,0.1445
960000,246.0844,2.1799,59.9504,1169.97,1277.29,1731.62,0.68,0.1511
1020000,244.9208,1.6207,59.9926,1234.06,347.64,1281.28,0.96,0.1578
1080000,245.5719,1.6234,60.0067,1243.73,338.34,1287.21,0.96,0.1648
1140000,243.0738,1.6233,59.9645,1221.39,358.36,1273.01,0.96,0.1718
1200000,244.3171,1.6324,60.0067,1240.9,345.68,1287.47,0.96,0.1788
1260000,245.033,1.6205,59.9926,1228.42,366.54,1280.98,0.96,0.1859
1320000,244.657,1.6137,59.9786,1224.92,354.88,1273.91,0.96,0.1929
1380000,246.508,1.6258,59.9364,1243.69,354.51,1293.25,0.96,0.1999
1440000,244.8669,1.6275,59.9645,1237.46,355.86,1286.19,0.96,0.2069
1500000,248.5774,1.6118,59.9645,1243.19,353.97,1292.8,0.96,0.214
1560000,246.8679,1.627,60.0067,1245.5,358.45,1296.05,0.96,0.2211
1620000,245.5832,2.3027,60.0348,1245.45,1335.63,1825.06,0.68,0.2284
1680000,246.0341,2.203,59.9786,1172.62,1297.83,1749.27,0.67,0.2352
1740000,244.6552,2.2133,59.9786,1182.33,1288.46,1747.29,0.68,0.2419
1800000,245.1572,2.2312,59.9645,1216.69,1281.36,1765.42,0.69,0.2486
1860000,247.3207,2.253,59.9926,1233.07,1309.04,1798.13,0.69,0.2555
1920000,245.226,2.275,60.0207,1249.26,1296.36,1800.63,0.69,0.2626
1980000,246.2039,2.2586,59.9786,1249.31,1288.51,1795.24,0.7,0.2696
2040000,244.5836,2.2821,60.0207,1245.91,1302.26,1800.85,0.69,0.2768
2100000,244.0789,2.2741,59.9786,1243.88,1290.37,1791.43,0.69,0.2839
2160000,246.2652,2.2861,59.9786,1265.75,1304.46,1817.09,0.7,0.291
2220000,244.1856,2.2832,59.9645,1245.3,1298.25,1799.22,0.69,0.2982
2280000,246.1365,2.3201,59.9645,1293.42,1312.97,1842.87,0.7,0.3054
2340000,246.2493,2.2809,59.9926,1262.45,1302.55,1812.71,0.7,0.3127
2400000,247.2819,2.311,59.9645,1294.84,1313.94,1843.69,0.7,0.3199
2460000,244.4347,2.3037,59.9926,1275.13,1296.92,1817.05,0.7,0.3273
2520000,249.2865,2.2862,59.9926,1284.48,1316.78,1838.96,0.7,0.3344
2580000,246.741,1.7902,59.9223,1369.4,394.59,1425.1,0.96,0.342
2640000,246.1398,1.7468,59.9926,1337.46,370.14,1387.66,0.96,0.3496
2700000,243.5927,1.7617,60.0348,1331.3,382.69,1384.78,0.96,0.3572
2760000,244.6665,1.7586,59.9926,1335.36,381.65,1388.5,0.96,0.3648
2820000,244.252,1.7553,59.9786,1334.62,370.03,1383.82,0.96,0.3724
2880000,243.6728,1.765,60.0207,1333.03,384.39,1387.71,0.96,0.3799
2940000,243.8978,1.7485,59.9223,1323.99,380.43,1376.05,0.96,0.3875
3000000,243.6945,1.7666,59.9786,1338.0,374.44,1389.52,0.96,0.395
3060000,240.7621,10.7909,60.0348,7174.18,4334.28,8380.98,0.86,0.4054
3120000,237.6691,10.8122,60.0067,7115.72,4259.23,8293.61,0.86,0.4463
3180000,239.6967,10.81,60.0207,7180.81,4301.45,8363.39,0.86,0.4874
3240000,239.6436,11.5898,60.0629,7142.15,5414.03,8961.45,0.8,0.5286
3300000,239.6664,11.5337,60.0348,7132.91,5368.62,8920.25,0.8,0.5691
3360000,243.2706,2.3184,59.9786,1287.36,1289.52,1820.61,0.71,0.5881
3420000,242.1378,2.2001,60.0067,1168.88,1261.2,1718.71,0.68,0.5949
3480000,241.5559,2.1192,60.0207,1116.03,1218.24,1652.07,0.68,0.6013
3540000,241.8384,2.0592,59.9926,1072.25,1197.24,1607.51,0.67,0.6075
3600000,246.3218,2.0727,60.0067,1100.87,1225.98,1647.43,0.67,0.6137
3660000,243.8016,2.0661,59.9786,1087.72,1209.71,1625.86,0.67,0.6199
3720000,242.8117,2.0708,59.9645,1082.86,1209.35,1622.46,0.67,0.6261
3780000,243.9641,2.069,60.0629,1096.25,1205.2,1629.22,0.67,0.6322
3840000,242.4088,2.0693,60.0488,1079.72,1206.91,1618.3,0.67,0.6384
3900000,243.3361,2.0687,60.0207,1094.06,1200.26,1624.49,0.67,0.6446
3960000,243.5306,2.0681,60.0067,1097.73,1198.88,1624.64,0.67,0.6508
4020000,241.5986,2.0473,60.0207,1073.93,1180.3,1596.1,0.67,0.657
4080000,240.165,2.07,59.9786,1084.1,1183.51,1604.73,0.68,0.6632
4140000,242.2127,1.5303,60.0348,1159.2,300.17,1196.31,0.97,0.6697
4200000,243.4886,1.5185,59.9786,1153.86,303.12,1193.06,0.97,0.6763
4260000,244.7571,1.5232,60.0207,1164.52,300.29,1203.01,0.97,0.6829
4320000,241.1781,1.5266,60.0488,1151.7,294.79,1188.31,0.97,0.6894
4380000,240.2594,1.5267,60.0207,1149.99,281.71,1184.41,0.97,0.696
4440000,241.84,1.5294,60.0348,1155.66,299.55,1193.81,0.97,0.7025
4500000,242.9366,1.5273,59.9645,1158.37,303.23,1197.31,0.97,0.7091
4560000,240.121,1.5245,60.0067,1143.36,297.96,1181.43,0.97,0.7156
4620000,241.9291,1.5348,60.0207,1163.74,288.56,1198.88,0.97,0.7222
4680000,240.7983,1.5274,59.9645,1155.19,277.99,1187.62,0.97,0.7287
4740000,243.1856,1.523,60.0348,1154.05,308.4,1194.88,0.97,0.7353
4800000,244.9302,2.0764,59.9504,1111.22,1210.1,1641.65,0.68,0.742
4860000,241.6015,2.0671,60.0067,1086.49,1192.34,1612.26,0.67,0.7482
4920000,240.1167,2.0587,59.9786,1069.57,1183.06,1595.05,0.67,0.7543
4980000,241.1108,2.0445,59.9786,1061.59,1185.95,1590.72,0.67,0.7604
5040000,243.0291,2.0531,59.9645,1076.97,1197.75,1610.62,0.67,0.7665
5100000,240.1981,2.0774,60.0207,1090.71,1186.47,1611.12,0.68,0.7727
5160000,243.2021,2.0796,59.9645,1098.23,1207.05,1631.96,0.67,0.7788
5220000,242.7161,2.0735,59.9786,1088.93,1204.68,1623.78,0.67,0.785
5280000,239.7159,2.0652,60.0067,1073.84,1182.0,1597.2,0.67,0.7911
5340000,242.4702,2.0916,59.9926,1107.71,1206.24,1636.72,0.68,0.7972
5400000,242.3647,2.0744,59.9786,1095.32,1199.08,1623.14,0.67,0.8034
5460000,244.9401,2.0613,59.9786,1088.45,1211.63,1628.8,0.67,0.8095
5520000,243.7857,2.0786,59.9786,1102.43,1207.58,1635.57,0.67,0.8157
5580000,244.0433,1.5366,59.9364,1174.24,300.26,1210.37,0.97,0.8219
5640000,243.918,1.542,60.0207,1175.27,307.35,1213.6,0.97,0.8285
5700000,242.7964,1.5399,59.9645,1171.15,293.39,1206.67,0.97,0.835
5760000,242.6645,1.5371,59.9786,1167.79,298.78,1203.81,0.97,0.8416
5820000,243.0958,1.5323,60.0067,1171.43,271.9,1202.68,0.97,0.8482
5880000,243.2373,1.5366,59.9364,1170.35,296.35,1206.25,0.97,0.8547
5940000,245.3758,1.5268,59.9364,1172.43,300.29,1208.75,0.97,0.8613
6000000,244.1357,1.5469,59.9364,1187.29,276.78,1219.3,0.97,0.8679
6060000,245.6805,1.5376,60.0348,1182.0,301.13,1219.15,0.97,0.8746
6120000,245.1,1.5319,59.9504,1173.4,302.41,1211.51,0.97,0.8812
6180000,243.9837,1.5374,60.091,1173.86,301.85,1210.39,0.97,0.8878
6240000,242.5825,2.2305,60.0067,1195.56,1273.32,1745.84,0.68,0.8946
6300000,244.6927,2.096,59.9645,1117.42,1221.11,1655.21,0.68,0.9011
6360000,245.1619,2.0838,59.9786,1112.09,1217.58,1648.93,0.67,0.9073
6420000,245.3116,2.07,59.9645,1100.88,1215.63,1639.21,0.67,0.9135
6480000,245.803,2.0782,59.9786,1100.62,1228.55,1648.34,0.67,0.9197
6540000,245.4985,2.0758,59.9364,1110.74,1215.29,1645.15,0.67,0.9259
6600000,243.2017,1.9609,60.0207,1000.53,1167.92,1537.42,0.65,0.9321
6660000,242.0753,1.8881,60.0348,965.09,1115.05,1475.27,0.65,0.9383
6720000,243.588,1.9783,60.0207,1036.04,1160.11,1556.06,0.67,0.9445
6780000,242.8942,2.0569,60.0207,1095.94,1184.77,1613.74,0.68,0.9506
6840000,242.3273,2.0622,59.9645,1084.24,1194.86,1612.59,0.67,0.9569
6900000,243.8128,2.0743,59.9926,1102.74,1203.68,1632.63,0.68,0.9631
6960000,245.0226,2.0796,59.9786,1114.25,1211.11,1644.21,0.68,0.9693
7020000,243.2888,1.5301,60.0067,1165.47,288.19,1201.04,0.97,0.9756
7080000,243.5128,1.5478,59.9504,1179.15,302.99,1216.14,0.97,0.9823
7140000,241.5428,1.5468,60.0348,1169.28,294.34,1205.77,0.97,0.9889
7200000,243.1252,1.5431,59.9504,1175.86,288.94,1211.01,0.97,0.9955
7260000,241.3765,1.5431,60.0488,1165.86,296.48,1202.06,0.97,1.0021
7320000,243.0013,1.535,59.9926,1166.03,303.7,1203.61,0.97,1.0088
7380000,242.0894,1.5428,60.0067,1165.93,304.21,1205.06,0.97,1.0154
7440000,244.9807,1.5401,60.0348,1182.18,296.49,1217.61,0.97,1.022
7500000,245.605,1.5282,60.0629,1176.56,292.88,1211.28,0.97,1.0286
7560000,246.0024,1.536,59.9786,1181.23,307.64,1219.21,0.97,1.0353
7620000,246.3109,1.5391,59.9926,1185.74,301.71,1223.28,0.97,1.0419
7680000,242.9114,2.1964,59.9504,1172.59,1261.18,1721.87,0.68,1.0487
7740000,245.3157,2.0998,60.0067,1114.65,1233.28,1662.52,0.67,1.0551
7800000,242.9823,2.0873,59.9926,1090.57,1219.8,1636.42,0.67,1.0613
7860000,245.0977,2.0828,60.0067,1107.95,1218.82,1647.69,0.67,1.0675
7920000,244.573,2.0747,60.0067,1095.91,1218.34,1637.4,0.67,1.0737
7980000,243.9162,2.0643,59.9083,1081.06,1213.66,1624.92,0.66,1.0799
8040000,243.6594,2.078,59.9926,1098.64,1211.42,1634.2,0.67,1.0861
8100000,246.4131,2.0714,60.0067,1098.61,1226.91,1647.28,0.67,1.0922
8160000,245.8678,2.0591,59.9926,1087.13,1218.64,1633.49,0.67,1.0984
8220000,246.6937,2.0701,59.8942,1110.79,1219.15,1648.08,0.67,1.1045
8280000,245.0464,2.0666,60.0207,1098.58,1211.73,1634.86,0.67,1.1107
8340000,243.459,2.0718,60.0067,1083.58,1214.93,1627.51,0.67,1.1169
8400000,247.391,1.4243,59.9645,1083.3,344.34,1135.5,-0.95,1.1233
8460000,246.4231,1.3598,59.9786,1053.55,247.14,1082.53,-0.97,1.13
8520000,246.8139,1.4334,59.9926,1111.6,265.21,1142.31,-0.97,1.1367
8580000,245.5248,1.5347,60.0067,1182.67,284.75,1216.47,0.97,1.1433
8640000,246.0187,1.5217,59.9786,1177.39,275.92,1208.58,0.97,1.15
8700000,242.5001,1.5405,59.9645,1167.42,300.08,1205.59,0.97,1.1566
8760000,246.0859,1.5405,59.9786,1186.58,301.01,1223.4,0.97,1.1633
8820000,246.0566,1.5355,59.9786,1183.97,294.25,1219.41,0.97,1.1699
8880000,244.881,1.5361,60.0207,1176.63,298.09,1213.91,0.97,1.1766
8940000,245.4881,1.5451,59.9786,1184.52,310.82,1223.9,0.97,1.1832
9000000,245.2122,1.5345,60.0207,1175.67,303.79,1214.16,0.97,1.1899
9060000,243.4661,2.1698,59.9645,1160.27,1249.81,1704.96,0.68,1.1967
9120000,246.8332,2.0706,60.0207,1104.96,1223.36,1648.35,0.67,1.203
9180000,246.1219,2.0766,60.0207,1101.53,1228.31,1649.53,0.67,1.2092
9240000,242.4954,2.0811,60.0067,1091.02,1210.1,1628.73,0.67,1.2153
9300000,242.9981,2.0606,59.9786,1072.62,1209.88,1615.93,0.66,1.2215
9360000,243.1376,2.0716,59.9645,1081.39,1213.63,1625.59,0.67,1.2276
9420000,245.6435,2.0748,59.9926,1098.95,1225.17,1644.65,0.67,1.2337
9480000,244.6364,2.0739,60.0207,1092.23,1221.48,1637.42,0.67,1.2399
9540000,244.3546,2.0706,59.9926,1091.06,1215.95,1633.23,0.67,1.246
9600000,244.9447,2.0578,59.9926,1080.05,1216.3,1626.38,0.66,1.2521
9660000,242.2679,2.0734,59.9926,1075.22,1212.87,1620.86,0.66,1.2582
9720000,245.688,2.0797,59.9926,1100.93,1228.87,1648.89,0.67,1.2644
