real,previsto,erro_abs,erro_rel_percent
1809.89,1669.5787,140.31128,7.7524753
2568.85,2559.275,9.575195,0.37274247
3461.53,3441.6614,19.868652,0.5739847
1390.32,1482.7548,92.434814,6.648456
2384.19,2446.4026,62.212646,2.6093829
2039.14,2252.79,213.65002,10.477457
3201.56,3366.8218,165.26172,5.1619124
2680.5,2331.66,348.8401,13.013993
1441.71,1532.771,91.061035,6.3161826
2797.1,3217.76,420.6599,15.0391445
2483.26,2310.25,173.01001,6.967052
2630.37,2952.16,321.7898,12.233632
1876.27,2112.6375,236.36743,12.597731
3286.8,3147.0186,139.7815,4.2528143
1090.42,1470.7,380.2799,34.874626
3162.43,2832.694,329.73584,10.426661
1936.74,1821.0543,115.68567,5.973216
2846.22,2914.1316,67.91162,2.3860285
2898.26,3085.33,187.07007,6.4545646
2875.35,2477.76,397.5901,13.827537
1673.77,1821.0543,147.2843,8.799555
3663.05,3777.0283,113.97827,3.1115673
1353.39,1534.185,180.79504,13.358681
3035.07,2429.9434,605.1267,19.937817
1013.69,1073.775,60.085022,5.9273567
1696.56,1836.045,139.48499,8.221635
2603.01,2412.8867,190.12329,7.3039784
1357.39,1488.44,131.04993,9.654552
3672.31,3621.4949,50.815186,1.383739
2382.88,2303.6199,79.26001,3.3262274
1372.31,1320.8033,51.506714,3.7532854
2855.96,2791.7544,64.20557,2.2481256
2505.28,2412.8867,92.39331,3.6879435
3210.87,3258.4448,47.574707,1.4816765
3460.06,3441.6614,18.398682,0.5317446
2922.97,2767.5833,155.38672,5.316056
2416.27,2205.1667,211.10327,8.736742
2615.97,2771.4465,155.47656,5.943362
1558.41,1629.945,71.53491,4.59025
2605.97,2443.91,162.06006,6.2188
3115.53,2897.73,217.80005,6.9907866
2490.22,2778.2744,288.05444,11.56743
3941.27,3072.6133,868.65674,22.040022
1726.84,1698.6554,28.18457,1.6321473
2386.39,2570.9,184.51001,7.7317634
1743.21,1858.5588,115.34888,6.6170387
1163.03,1161.8789,1.151123,0.09897621
1431.79,1616.2001,184.41003,12.879684
1474.94,1534.185,59.245117,4.016782
2930.13,2930.0466,0.08325195,0.0028412377
1999.16,1830.37,168.79004,8.443048
3016.02,2834.096,181.92407,6.031925
3431.95,3274.51,157.43994,4.5874777
3609.36,3366.8218,242.53833,6.7197046
2973.59,2914.1316,59.458496,1.9995525
2811.18,2510.83,300.34985,10.68412
2194.04,2046.2875,147.75256,6.734269
1406.35,1322.88,83.46997,5.9352202
1060.33,1098.3534,38.023438,3.5860007
3103.35,3258.4448,155.09473,4.997655
2440.21,2651.519,211.30908,8.659463
3175.8,2767.5833,408.2168,12.853983
3474.77,3258.4448,216.3252,6.2255974
2819.12,2747.8567,71.26343,2.5278606
2321.74,2121.149,200.59106,8.639687
1660.2,1359.7836,300.41638,18.095192
1738.67,1629.945,108.7251,6.2533484
2343.62,2235.174,108.446045,4.627288
1897.08,1954.0775,56.99756,3.004489
3098.52,2834.096,264.42407,8.533883
2336.62,2327.8416,8.778564,0.37569496
2654.45,2372.88,281.57007,10.607473
2821.4,2832.694,11.294189,0.40030447
1392.43,1555.8,163.37,11.732726
2265.17,2420.2817,155.11182,6.84769
1411.25,1605.3417,194.09167,13.753174
2649.59,2372.1526,277.4375,10.47096
2199.19,2278.4624,79.27246,3.6046212
2615.65,2787.635,171.9851,6.5752344
4026.16,4322.425,296.2649,7.358498
2058.44,1999.67,58.769897,2.8550696
3385.16,3325.81,59.349854,1.7532363
1599.28,1659.0737,59.7937,3.7387888
3625.14,3714.4067,89.266846,2.4624386
1961.32,1670.3439,290.97607,14.835728
2064.35,2258.777,194.427,9.418316
1904.71,1899.8467,4.8632812,0.25532922
2239.0,2130.9333,108.06665,4.8265586
2325.51,2559.275,233.7649,10.052199
2060.97,1949.724,111.24597,5.397748
1934.05,1872.69,61.360107,3.1726227
2793.44,2745.0432,48.39673,1.7325137
1447.82,1698.6554,250.83545,17.325045
2374.77,2235.174,139.59595,5.878293
2784.72,2954.9084,170.18848,6.111511
2040.49,2411.9863,371.49634,18.206232
2624.11,2510.83,113.28003,4.316893
2061.12,1862.5233,198.5968,9.635382
1827.7,2014.0891,186.38916,10.198017
2333.74,2520.48,186.73999,8.001748
3111.93,2737.5962,374.33374,12.02899
1899.64,1836.7675,62.87256,3.3097093
2231.09,2034.3335,196.75659,8.818854
870.6,1063.7478,193.14783,22.1856
3359.32,3366.8218,7.501709,0.22331034
1448.21,1320.8033,127.40662,8.797524
1372.27,1433.35,61.079956,4.451016
2391.01,2351.6816,39.32837,1.6448432
2401.55,2414.7388,13.188721,0.5491754
2825.05,3072.6133,247.56323,8.7631445
2315.53,2278.4624,37.067627,1.6008269
3147.24,2872.0933,275.14673,8.742477
1725.84,1605.3417,120.49829,6.9820085
3758.92,3988.59,229.67017,6.1100044
2495.6,2414.7388,80.86133,3.2401557
3617.01,3988.59,371.58008,10.273128
2647.63,2493.48,154.1499,5.8221846
