real,previsto,erro_abs,erro_perc
1594.08,1563.745389498197,30.334566556490472,1.90295138216077
2227.45,1999.578125,227.871826171875,10.230165937151146
2374.72,2576.2400716145835,201.52010091145848,8.48605744667195
2052.74,2174.6075439453125,121.8675537109375,5.93682367424542
2699.65,2457.010009765625,242.639892578125,8.987828101987327
1644.25,1433.350004308364,210.89999569163592,12.826516386901988
2304.28,2379.3674926757812,75.08746337890625,3.258608434054707
2154.78,2414.73876953125,259.958740234375,12.064282047351348
3942.12,4038.280029296875,96.159912109375,2.4392943200822645
2901.06,2634.510009765625,266.550048828125,9.188022427820112
1465.02,1605.3416748046875,140.3216552734375,9.578139097261964
1555.69,1563.745389498197,8.055448091947028,0.5178055007969896
3599.77,3487.9300537109375,111.8399658203125,3.1068641944763993
2072.89,1750.7662506103516,322.12364196777344,15.53983369406742
2557.12,2559.2749633789062,2.15484619140625,0.08426847753152483
2116.18,2267.017768012153,150.83783637152783,7.127836065177442
3813.96,3751.699951171875,62.260009765625,1.6324243149715978
2518.78,2336.2049560546875,182.5750732421875,7.248551724191408
2382.44,2411.9864327566966,29.54649135044656,1.2401778041467253
2511.76,2690.11376953125,178.353759765625,7.10074844221552
1636.67,1836.7674865722656,200.09744262695312,12.225887763217298
3814.75,4147.806640625,333.056640625,8.730759305983355
2834.9,2832.693994140625,2.205908203125091,0.07781256055289146
2225.0,2411.9864327566966,186.98643275669656,8.403884618278497
3062.24,3075.4581146240234,13.218124389648438,0.43164887245289874
3382.21,3172.31005859375,209.89990234375,6.2059985857758155
3433.27,3627.199951171875,193.929931640625,5.648548775289821
2143.64,2178.0509765625,34.41108398437518,1.6052642098850596
3256.97,3258.4447660900296,1.4747953869045887,0.04528120922730538
1624.11,1737.7566731770833,113.64668782552076,6.997474853953333
2742.7,2852.5150146484375,109.8150634765625,4.003903650840178
1933.51,1925.9533284505208,7.5566813151042425,0.39082711115730107
2408.52,2177.2454833984375,231.2745361328125,9.60235058282071
2750.56,2737.596281828704,12.963776765046077,0.47131407745642656
2307.83,2344.6336862664475,36.80360814144751,1.5947278133816793
1466.67,1737.7566731770833,271.08662923177076,18.483136704868755
2968.23,2543.389892578125,424.840087890625,14.312910073886298
2457.73,2497.364990234375,39.635009765625,1.6126673833415022
2029.33,2467.0400390625,437.7100830078125,21.569192417520142
2135.15,2172.54599609375,37.39609375000009,1.7514505051355163
2628.62,2888.4058430989585,259.7857259114585,9.88296955550264
1938.14,1874.47802734375,63.6619873046875,3.284694956170917
1861.74,2011.7999965122767,150.06000627790172,8.060202126238403
1989.29,2068.56005859375,79.27001953125,3.9848397154096182
2105.23,2231.76796875,126.53798828124991,6.0106491668466075
1786.31,1821.0542864118304,34.74422781808039,1.9450278327062853
2632.55,2310.25,322.300048828125,12.242884004108348
3323.41,3385.953328450521,62.543416341145985,1.8819049709534492
1662.01,1651.5199788411458,10.490030924479242,0.6311653276961031
1576.77,1436.4733072916667,140.29671223958326,8.897728299101688
1398.14,1280.1833089192708,117.95670572916674,8.436687634523283
2303.64,2046.2875061035156,257.3523864746094,11.171554516994961
2187.1,2681.9566243489585,494.8565266927085,22.62614899167207
1924.82,1821.0542864118304,103.76565987723211,5.39092812692876
2980.62,2737.596281828704,243.02383535879608,8.15346558111915
1946.01,1698.6553861177886,247.35462364783643,12.710860807834564
2313.78,2420.2816569010415,106.50162760416652,4.602927947153682
1407.34,1433.350004308364,26.010038488051578,1.8481702445571357
2575.26,2832.2849731445312,257.02496337890625,9.980544193760775
2711.52,3085.330078125,373.81005859375,13.785996632928118
1236.27,1073.7750142415364,162.49500528971362,13.1439736240895
3177.37,3266.251668294271,88.88155110677098,2.7973307429933882
4059.84,3347.39990234375,712.440185546875,17.548479007138386
3247.34,3249.169921875,1.829833984375,0.05634870185597362
2087.25,2009.333984375,77.916015625,3.7329508024913167
2609.66,2327.8414306640625,281.8184814453125,10.799050103717157
3325.07,3227.169921875,97.900146484375,2.944303261936371
2112.21,1999.6700439453125,112.5399169921875,5.328064873921762
2947.88,2888.4058430989585,59.474039713541515,2.0175191011106866
3560.38,3483.52001953125,76.85986328125,2.1587545658339984
2283.23,2205.1666666666665,78.06331380208348,3.418986018484962
2520.33,2351.6816609700522,168.64841715494777,6.691521028087472
2115.07,2046.2875061035156,68.78256225585938,3.2520228660421107
2369.95,2285.578543526786,84.37140764508922,3.560050186012151
2259.58,2178.0509765625,81.52910156249982,3.6081527869617562
1853.33,2009.333984375,156.0040283203125,8.417498881440903
1802.95,1670.3439200265068,132.6060311453682,7.3549479872792585
2470.92,2413.08798828125,57.83193359374991,2.3405021377570785
2367.81,2681.9566243489585,314.1465657552085,13.267388767736765
2678.77,2651.518994140625,27.251025390624818,1.0172961916078704
3256.71,3558.550048828125,301.840087890625,9.268252055326878
2342.76,2254.4200439453125,88.3399658203125,3.770764630268306
1498.27,1552.219970703125,53.949951171875,3.600816306045677
1810.89,2188.5799734933034,377.68995884486594,20.856592934396954
1433.59,1698.6553861177886,265.06542029747607,18.48962580773948
2249.82,2166.9849853515625,82.8350830078125,3.6818536812242906
3355.54,3512.969970703125,157.429931640625,4.6916421740748815
2227.42,2379.3674926757812,151.94757080078125,6.82168500463418
1963.67,2120.1317569508274,156.46171300551487,7.967820942624323
4348.2,4668.58193359375,320.38173828125036,7.368145988922778
3766.93,3841.9599609375,75.030029296875,1.9918084662699551
1528.89,1300.2300415039062,228.65997314453125,14.955946533348952
2741.8,2778.2744995117187,36.47445068359366,1.330310381283392
1311.53,1670.3439200265068,358.8138907296318,27.35841976275569
