Decile,Absolute_Error
0,1.2148346339773246
1,0.7753483437167271
2,0.997266121528767
3,1.093248119707461
4,1.2056652660723086
5,1.0680228764481015
6,1.0694911582381637
7,1.2365981164684998
8,1.1843247292218382
9,1.4937013089656832
