Decile,Absolute_Error
0,1.061339173581865
1,0.9878534963395862
2,0.9565887376114175
3,0.8335428275885407
4,0.6725275618941694
5,1.1794709930596525
6,1.2014854507093078
7,1.0852544690944537
8,1.3957933700526195
9,1.4646838466326388
