Real,Predicted,Absolute_Error,Squared_Error,Residuals,Relative_Error(%)
1918.16,2024.0917571951868,105.9317230154993,11221.529941032464,-105.9317230154993,5.522569604616001
1255.51,1305.480693310179,49.97068354455405,2497.0692139099647,-49.97068354455405,3.9801103261520336
3106.45,2887.792482831166,218.65746834070887,47811.0884611681,218.65746834070887,7.03882154155494
2590.32,2740.06163554464,149.741567185265,22422.536943099236,-149.741567185265,5.780813306214567
2135.0,2128.2112137301447,6.788786269855336,46.08761901777633,6.788786269855336,0.3179759376981422
2886.84,2593.2030791717407,293.6370087188843,86222.69288937414,293.6370087188843,10.171571676262849
2055.23,2138.377681738086,83.14770126933581,6913.540226374708,-83.14770126933581,4.045664089153261
1647.38,1592.6095577529486,54.770447129863896,2999.8018788052163,54.770447129863896,3.3247002493368267
2345.11,2380.8682303208334,35.75812289895839,1278.6433532570124,-35.75812289895839,1.5247950527265226
3708.96,3829.2831169114506,120.32315597395063,14477.661863531652,-120.32315597395063,3.2441211887209747
1808.85,1801.1619887003617,7.6879868855758104,59.10514235278565,7.6879868855758104,0.42502070317276885
2681.49,2554.5709523861296,126.91903784824535,16108.442168324336,126.91903784824535,4.733153519515917
2906.7,2824.057593995749,82.6423571761261,6829.759199626401,82.6423571761261,2.843167804190031
1985.55,1698.5659226436692,286.9841261844558,82359.88868185566,286.9841261844558,14.45363345808555
2221.14,2306.0866882065893,84.94679562846432,7215.958087544084,-84.94679562846432,3.824468504316706
3083.32,2914.5009988707316,168.81906948864344,28499.87822301142,168.81906948864344,5.475236619806115
1239.89,1349.7357277479605,109.84571309952298,12066.080686342715,-109.84571309952298,8.859311051929796
2582.21,2319.128526063636,263.08143487386405,69211.84137529117,263.08143487386405,10.188227868904566
2867.39,2877.0514138656436,9.661521287518553,93.34499358917417,-9.661521287518553,0.3369448051876787
2455.82,2378.9034750589344,76.91659330044058,5916.1623249453805,76.91659330044058,3.1320125725589154
2383.73,2478.372283217701,94.6423027489509,8957.165469624078,-94.6423027489509,3.9703449436139535
2613.05,2606.8558460504573,6.19420277766767,38.36814805086588,6.19420277766767,0.2370487614826048
2573.64,2446.9837353631156,126.65615721500944,16041.782160473189,126.65615721500944,4.921285125407835
1409.12,1401.5661878506653,7.553807266522199,57.06000421976358,7.553807266522199,0.536065579418167
1871.79,1838.326454584254,33.46358447824605,1119.81148613271,33.46358447824605,1.7877851564487721
1474.94,1556.943775400956,82.00383399470593,6724.628789831288,-82.00383399470593,5.55980834829933
1725.53,1613.1019460392272,112.42808325764781,12640.073904988589,112.42808325764781,6.51556804858739
1834.42,1685.7800205897365,148.64002335557598,22093.856543146172,148.64002335557598,8.102834672253898
961.38,975.2682198973198,13.888215014507296,192.88251628918587,-13.888215014507296,1.4446124263006905
2509.34,2776.2642040711507,266.92411618052574,71248.48379875481,-266.92411618052574,10.637223605864628
1900.94,2046.0169848453952,145.0770434391452,21047.348533043623,-145.0770434391452,7.631858339081569
2326.18,2340.5224346709438,14.342503030318767,205.70739317470301,-14.342503030318767,0.6165689435813841
2536.37,2699.876663053059,163.50654586555902,26734.390540886154,-163.50654586555902,6.446478168054835
2179.11,2183.0585479651054,3.94844054323039,15.5901827234255,-3.94844054323039,0.18119509105034742
2404.29,2375.365771156692,28.924267905807937,836.6132738869511,28.924267905807937,1.203027398353583
3106.65,3031.6572709991015,74.99263134464854,5623.894755994364,74.99263134464854,2.4139389278486725
2260.89,2431.494899455778,170.60500687765307,29106.06837172405,-170.60500687765307,7.545922843819243
1455.94,1749.6673486647487,293.7274072584987,86275.78977479997,-293.7274072584987,20.17441783860919
2328.29,2389.9808212191565,61.690782156656496,3805.7526031000475,-61.690782156656496,2.6496175786370957
2252.55,2228.1869581698847,24.363090658240253,593.5601864216335,24.363090658240253,1.0815782171372839
1784.38,1636.3543605883897,148.02564429442282,21911.59136877899,148.02564429442282,8.295634555944503
1824.45,1819.7515386423038,4.698412529571215,22.07508029803178,4.698412529571215,0.25752487902194
2991.08,2790.97066140057,200.10941672443005,40043.778661791606,200.10941672443005,6.690205928885441
3433.81,3429.82215441711,3.9879041766398586,15.90337972206163,3.9879041766398586,0.11613642305751258
3408.22,3145.12752756603,263.09244313709496,69217.63363584554,263.09244313709496,7.719350435084103
2098.05,1888.222339843851,209.82770898427407,44027.66745758921,209.82770898427407,10.001082152519396
1373.59,1333.1546693916316,40.435296428680886,1635.0131972752931,40.435296428680886,2.9437676042233454
2690.85,2624.684286441712,66.16581121453783,4377.914573677859,66.16581121453783,2.458918513230028
2115.41,2290.056879218115,174.64696710873977,30501.563120281233,-174.64696710873977,8.255939716884047
1852.4,1878.2586698854575,25.858645471394993,668.6695456152968,-25.858645471394993,1.3959536347757504
1820.4,1838.790363222186,18.390338808123488,338.20456147757284,-18.390338808123488,1.010236132799594
3674.97,3519.9823497834586,154.98762091966637,24021.162638338203,154.98762091966637,4.2173846903574255
2876.45,2846.473581055063,29.976370116812177,898.5827653801101,29.976370116812177,1.0421307731983902
1827.7,1983.5203424641659,155.82039129229088,24279.994342482638,-155.82039129229088,8.525490805664397
1900.77,1843.4436974960845,57.326322035165504,3286.307198079502,57.326322035165504,3.015952558495361
2141.38,2338.2274620532116,196.84757924071164,38748.96945292825,-196.84757924071164,9.192557603659326
2140.55,2278.528777404965,137.97872857683979,19038.129539681224,-137.97872857683979,6.445947323323659
1730.96,1741.0423496143485,10.082388676848495,101.65456143104275,-10.082388676848495,0.5824738240269755
2954.12,3258.04539127124,303.9252740837401,92370.57222687652,-303.9252740837401,10.288182674612948
