decil,erro_absoluto
0,84.18383410942263
1,97.65064417397105
2,96.59347126286205
3,128.91991770674542
4,117.62491466987423
5,140.95795600705029
6,149.82255478277438
7,135.27614055354422
8,177.80933450838413
9,206.18241353849083
