arquivo,real_kWh,previsto_kWh
amostra_2725_3081.21.csv,3081.21,3300.6904
amostra_2736_2615.97.csv,2615.97,2700.8315
amostra_2737_1663.64.csv,1663.64,1623.1914
amostra_2738_2052.98.csv,2052.98,2095.695
amostra_2739_2103.45.csv,2103.45,2202.7698
amostra_2754_2011.35.csv,2011.35,1942.6642
amostra_2761_3760.98.csv,3760.98,3938.9514
amostra_2765_1997.92.csv,1997.92,2249.4336
amostra_2766_1406.36.csv,1406.36,1598.8796
amostra_2769_2821.83.csv,2821.83,2909.6355
amostra_2773_2013.48.csv,2013.48,2201.3608
amostra_2775_2470.92.csv,2470.92,2633.2122
amostra_2776_2688.93.csv,2688.93,2651.8833
amostra_2785_2435.57.csv,2435.57,2599.0767
amostra_2787_2991.89.csv,2991.89,3024.7192
amostra_2788_2065.12.csv,2065.12,1983.1732
amostra_2793_2264.38.csv,2264.38,2422.3386
amostra_2796_2354.82.csv,2354.82,2401.8157
amostra_2799_3014.73.csv,3014.73,2965.8098
amostra_2808_1266.49.csv,1266.49,1391.9524
amostra_2837_3494.82.csv,3494.82,3566.7576
amostra_2840_3647.46.csv,3647.46,3612.9187
amostra_2843_2235.22.csv,2235.22,2313.8347
amostra_2860_3387.17.csv,3387.17,3471.977
amostra_2862_1586.90.csv,1586.9,1694.7604
amostra_2866_3272.68.csv,3272.68,3349.6921
amostra_2867_1332.94.csv,1332.94,1445.7482
amostra_2871_2855.43.csv,2855.43,2903.3347
amostra_2873_1394.39.csv,1394.39,1616.9578
amostra_2891_2465.87.csv,2465.87,2422.801
amostra_2902_1281.85.csv,1281.85,1488.3833
amostra_2904_1699.37.csv,1699.37,1984.2424
amostra_2917_2392.96.csv,2392.96,2558.7349
amostra_2920_2382.91.csv,2382.91,2319.5173
amostra_2923_2763.29.csv,2763.29,2657.1897
amostra_2929_2268.45.csv,2268.45,2345.946
amostra_2932_2407.79.csv,2407.79,2446.6282
amostra_2934_1865.96.csv,1865.96,2148.2544
amostra_2938_2284.18.csv,2284.18,2367.6958
amostra_2944_2746.23.csv,2746.23,2849.5515
amostra_2958_2813.13.csv,2813.13,2951.7102
amostra_2963_2574.43.csv,2574.43,2586.9597
amostra_2969_2051.49.csv,2051.49,1912.0312
amostra_2982_2524.13.csv,2524.13,2706.0928
amostra_2983_2173.29.csv,2173.29,2284.2063
amostra_2987_3191.61.csv,3191.61,3365.5369
amostra_2993_3843.76.csv,3843.76,3887.1511
amostra_2995_1591.14.csv,1591.14,1628.2827
amostra_2999_1967.09.csv,1967.09,2099.9756
amostra_3001_1530.72.csv,1530.72,1498.9146
amostra_3005_1578.20.csv,1578.2,1687.8599
amostra_3010_2817.11.csv,2817.11,2798.4
amostra_3022_2479.36.csv,2479.36,2640.8896
amostra_3024_2410.60.csv,2410.6,2322.3845
amostra_3027_2114.43.csv,2114.43,2020.1615
amostra_3028_2844.56.csv,2844.56,2718.9058
amostra_3036_2742.75.csv,2742.75,2811.285
amostra_3045_3573.42.csv,3573.42,3699.0098
amostra_3048_1724.05.csv,1724.05,1949.9055
amostra_3049_2218.64.csv,2218.64,2281.4023
amostra_3050_1371.18.csv,1371.18,1706.6156
amostra_3054_2879.42.csv,2879.42,3117.4714
amostra_3059_2125.25.csv,2125.25,2292.3628
amostra_3061_1921.12.csv,1921.12,2132.4102
amostra_3073_914.04.csv,914.04,1156.3242
amostra_3080_2316.18.csv,2316.18,2320.7617
amostra_3083_3645.96.csv,3645.96,3922.8826
amostra_3084_2056.98.csv,2056.98,1958.5056
amostra_3100_4646.81.csv,4646.81,4655.053
amostra_3103_2917.84.csv,2917.84,3074.4402
amostra_3105_2007.98.csv,2007.98,2035.0054
amostra_3118_2247.99.csv,2247.99,2244.566
amostra_3133_2693.98.csv,2693.98,2663.356
amostra_3135_1925.24.csv,1925.24,2042.9615
amostra_3136_3272.14.csv,3272.14,3169.4106
amostra_3137_2979.26.csv,2979.26,2964.51
amostra_3142_2947.88.csv,2947.88,3173.3477
amostra_3143_965.42.csv,965.42,1074.7562
amostra_3146_1686.85.csv,1686.85,1512.4233
amostra_3151_2356.63.csv,2356.63,2411.285
amostra_3162_2071.06.csv,2071.06,2219.4683
amostra_3170_4145.60.csv,4145.6,4193.7236
amostra_3179_2829.84.csv,2829.84,2938.0398
amostra_3181_1779.66.csv,1779.66,1734.3027
amostra_3183_2214.62.csv,2214.62,2307.4587
amostra_3184_3612.15.csv,3612.15,3655.827
amostra_3188_3336.05.csv,3336.05,3610.7126
amostra_3190_2923.71.csv,2923.71,2802.6392
amostra_3196_1752.97.csv,1752.97,1905.7783
amostra_3204_1382.12.csv,1382.12,1483.4363
amostra_3205_2252.72.csv,2252.72,2330.2576
amostra_3207_2790.44.csv,2790.44,2990.442
amostra_3214_2466.20.csv,2466.2,2542.0144
amostra_3215_2874.84.csv,2874.84,2802.7817
amostra_3218_1776.24.csv,1776.24,1820.785
amostra_3227_1670.12.csv,1670.12,1851.6666
amostra_3229_1319.16.csv,1319.16,1438.4573
amostra_3237_2541.89.csv,2541.89,2603.3862
amostra_3239_3656.99.csv,3656.99,3679.9045
amostra_3241_2784.41.csv,2784.41,2643.4148
amostra_3245_2983.32.csv,2983.32,3026.2327
amostra_3246_1756.79.csv,1756.79,2011.093
amostra_3254_2624.11.csv,2624.11,2725.5588
amostra_3257_3829.95.csv,3829.95,3831.7622
amostra_3261_2404.90.csv,2404.9,2515.2131
amostra_3268_2256.33.csv,2256.33,2421.5833
amostra_3269_2192.60.csv,2192.6,2450.1462
amostra_3280_3005.31.csv,3005.31,3195.1997
amostra_3284_2222.29.csv,2222.29,2400.0208
amostra_3293_3077.44.csv,3077.44,3024.7136
amostra_3303_2917.63.csv,2917.63,3059.8809
amostra_3309_884.83.csv,884.83,1110.6881
amostra_3310_2955.90.csv,2955.9,2922.6885
amostra_3314_2361.83.csv,2361.83,2239.7078
amostra_3315_1539.15.csv,1539.15,1428.2406
amostra_3316_2377.06.csv,2377.06,2459.7888
amostra_3332_2232.14.csv,2232.14,2190.8286
amostra_3335_1743.21.csv,1743.21,1822.695
amostra_3340_2239.24.csv,2239.24,2330.0205
amostra_3347_2436.98.csv,2436.98,2343.0713
amostra_3349_2861.91.csv,2861.91,3059.8152
amostra_3365_1707.81.csv,1707.81,1991.9126
amostra_3375_1872.27.csv,1872.27,1998.0237
amostra_3378_1311.33.csv,1311.33,1405.3264
amostra_3380_1477.50.csv,1477.5,1711.0331
amostra_3382_2638.91.csv,2638.91,2804.3918
amostra_3386_2728.63.csv,2728.63,2868.847
amostra_3388_3378.48.csv,3378.48,3307.2942
amostra_3395_1822.45.csv,1822.45,1950.4674
amostra_3398_3093.23.csv,3093.23,3108.101
amostra_3399_2039.14.csv,2039.14,2229.4253
amostra_3408_1292.68.csv,1292.68,1599.5947
amostra_3409_2532.19.csv,2532.19,2561.8948
amostra_3422_2184.90.csv,2184.9,2214.6167
amostra_3424_1457.07.csv,1457.07,1539.2643
amostra_3425_3371.38.csv,3371.38,3209.1272
amostra_3428_3315.66.csv,3315.66,3309.3132
amostra_3435_4218.52.csv,4218.52,4295.3213
amostra_3438_1328.75.csv,1328.75,1540.8927
amostra_3441_3512.28.csv,3512.28,3542.7703
amostra_3445_2408.85.csv,2408.85,2403.9553
amostra_3446_3693.42.csv,3693.42,3599.8005
amostra_3458_2832.87.csv,2832.87,3083.567
amostra_3460_1462.56.csv,1462.56,1586.1115
amostra_3461_1933.72.csv,1933.72,2036.2461
amostra_3462_3780.15.csv,3780.15,3756.838
amostra_3474_2305.96.csv,2305.96,2390.084
amostra_3479_2336.62.csv,2336.62,2171.8628
amostra_3487_3053.17.csv,3053.17,3107.864
amostra_3495_1774.39.csv,1774.39,2001.5634
amostra_3500_2311.56.csv,2311.56,2613.8037
amostra_3511_2847.23.csv,2847.23,3053.8958
amostra_3517_2568.36.csv,2568.36,2385.9941
amostra_3522_3217.76.csv,3217.76,3267.5525
amostra_3528_1629.27.csv,1629.27,1718.9395
amostra_3529_2908.65.csv,2908.65,3024.6694
amostra_3532_3481.99.csv,3481.99,3574.4873
amostra_3536_2499.28.csv,2499.28,2563.2285
amostra_3548_1921.84.csv,1921.84,2016.6815
amostra_3550_3761.23.csv,3761.23,3894.8254
amostra_3553_1876.27.csv,1876.27,1860.7827
amostra_3554_1996.63.csv,1996.63,2159.736
amostra_3562_1923.39.csv,1923.39,2176.5164
amostra_3564_3222.79.csv,3222.79,3293.4097
amostra_3584_3407.55.csv,3407.55,3324.1602
amostra_3587_1696.56.csv,1696.56,1872.9222
amostra_3594_2692.35.csv,2692.35,2879.5881
amostra_3603_1092.67.csv,1092.67,1350.2578
amostra_3610_2713.38.csv,2713.38,2736.7563
amostra_3614_2476.58.csv,2476.58,2658.0994
amostra_3621_2607.80.csv,2607.8,2696.0383
amostra_3624_2888.65.csv,2888.65,3004.0913
amostra_3625_2015.07.csv,2015.07,1839.176
amostra_3628_1285.60.csv,1285.6,1533.2666
amostra_3629_3741.86.csv,3741.86,3765.9338
amostra_3640_3266.30.csv,3266.3,3509.477
amostra_3642_1444.90.csv,1444.9,1419.377
amostra_3645_2006.96.csv,2006.96,2019.5343
amostra_3646_3950.25.csv,3950.25,3963.9807
amostra_3652_2297.58.csv,2297.58,2628.8484
amostra_3656_2573.69.csv,2573.69,2714.589
amostra_3663_2251.15.csv,2251.15,2286.9973
amostra_3668_2644.90.csv,2644.9,2884.8071
amostra_3676_2823.80.csv,2823.8,3033.6316
amostra_3679_2792.55.csv,2792.55,2847.504
amostra_3680_1782.90.csv,1782.9,1793.3651
amostra_3686_3133.04.csv,3133.04,3248.8
amostra_3687_3290.78.csv,3290.78,3534.9731
amostra_3688_1184.28.csv,1184.28,1207.9247
amostra_3693_2662.41.csv,2662.41,2942.4646
amostra_3699_2332.95.csv,2332.95,2298.3796
amostra_3701_2027.71.csv,2027.71,2338.9248
amostra_3702_2103.45.csv,2103.45,2360.9202
amostra_3704_2656.96.csv,2656.96,2624.5261
amostra_3705_2428.72.csv,2428.72,2294.5708
amostra_3708_2825.89.csv,2825.89,2843.2993
amostra_3709_2859.64.csv,2859.64,2848.8523
amostra_3710_2199.68.csv,2199.68,2271.4983
amostra_3711_2012.17.csv,2012.17,2276.8037
amostra_3713_3088.02.csv,3088.02,3343.5498
amostra_3715_2789.98.csv,2789.98,2916.214
amostra_3717_2723.44.csv,2723.44,2862.1738
amostra_3726_3665.00.csv,3665.0,3765.4678
amostra_3727_2343.67.csv,2343.67,2562.0535
amostra_3729_1069.34.csv,1069.34,1179.7501
amostra_3732_2567.82.csv,2567.82,2734.6711
amostra_3744_2239.85.csv,2239.85,2219.735
amostra_3750_1240.66.csv,1240.66,1331.4617
amostra_3755_2152.16.csv,2152.16,2153.4229
amostra_3756_2042.24.csv,2042.24,2088.7961
amostra_3762_2455.62.csv,2455.62,2708.4263
amostra_3769_1914.71.csv,1914.71,1667.815
amostra_3770_3750.35.csv,3750.35,3723.8872
amostra_3772_2166.00.csv,2166.0,2346.805
amostra_3778_1202.96.csv,1202.96,1388.6566
amostra_3783_2434.42.csv,2434.42,2603.1753
amostra_3791_2561.84.csv,2561.84,2496.329
amostra_3801_1979.01.csv,1979.01,2197.334
amostra_3803_3151.51.csv,3151.51,3195.1887
amostra_3805_1583.26.csv,1583.26,1589.5364
amostra_3824_2339.28.csv,2339.28,2449.0935
amostra_3827_2813.39.csv,2813.39,2845.1697
amostra_3835_1651.76.csv,1651.76,1611.4384
amostra_3838_2358.82.csv,2358.82,2264.4873
amostra_3840_2241.59.csv,2241.59,2551.6826
amostra_3841_2960.48.csv,2960.48,3085.1218
amostra_3846_2295.50.csv,2295.5,2281.8662
amostra_3847_1388.04.csv,1388.04,1415.9427
amostra_3860_2557.68.csv,2557.68,2592.0334
amostra_3863_3338.50.csv,3338.5,3345.7432
amostra_3864_1506.07.csv,1506.07,1406.9713
amostra_3866_2896.73.csv,2896.73,2927.006
amostra_3872_2341.87.csv,2341.87,2582.5981
amostra_3873_1576.91.csv,1576.91,1490.6951
amostra_3883_1673.77.csv,1673.77,1970.1946
amostra_3884_3165.34.csv,3165.34,3215.5693
amostra_3888_2709.52.csv,2709.52,2616.6372
amostra_3892_2051.41.csv,2051.41,2140.9243
amostra_3893_3187.76.csv,3187.76,3186.4575
amostra_3898_2372.16.csv,2372.16,2454.2866
amostra_3903_2863.69.csv,2863.69,2993.4946
amostra_3906_2528.56.csv,2528.56,2625.3247
amostra_3907_3098.52.csv,3098.52,3104.6423
amostra_3910_2741.80.csv,2741.8,2749.1958
amostra_3920_3233.44.csv,3233.44,3404.236
amostra_3923_948.75.csv,948.75,1156.2296
amostra_3928_2731.07.csv,2731.07,2741.482
amostra_3930_1930.25.csv,1930.25,2008.7125
amostra_3941_1871.71.csv,1871.71,1756.3396
amostra_3942_1051.79.csv,1051.79,1256.7218
amostra_3943_2998.51.csv,2998.51,2996.2659
amostra_3946_3302.41.csv,3302.41,3259.1196
amostra_3948_1304.93.csv,1304.93,1300.8728
amostra_3950_3591.33.csv,3591.33,3782.7656
amostra_3951_2457.50.csv,2457.5,2576.4846
amostra_3954_2682.79.csv,2682.79,2811.09
amostra_3956_2155.94.csv,2155.94,2222.318
amostra_3957_1605.75.csv,1605.75,1578.4553
amostra_3959_1749.00.csv,1749.0,1952.5684
amostra_3963_3280.85.csv,3280.85,3468.3772
amostra_3969_3284.25.csv,3284.25,3369.8562
amostra_3972_2187.10.csv,2187.1,2387.603
amostra_3974_2384.19.csv,2384.19,2340.5574
amostra_3985_2634.66.csv,2634.66,2664.9016
amostra_3989_3511.22.csv,3511.22,3467.0386
amostra_3991_1464.53.csv,1464.53,1702.4805
amostra_3992_2328.45.csv,2328.45,2454.2173
amostra_3995_2494.42.csv,2494.42,2682.0955
amostra_4002_2843.06.csv,2843.06,2863.7522
amostra_4016_2929.73.csv,2929.73,3104.635
amostra_4021_3368.31.csv,3368.31,3378.8137
amostra_4025_2885.87.csv,2885.87,3071.1597
amostra_4032_1365.15.csv,1365.15,1546.5817
amostra_4036_2033.71.csv,2033.71,2043.5026
amostra_4037_1169.88.csv,1169.88,1367.3582
amostra_4039_1902.70.csv,1902.7,2045.1815
amostra_4043_2413.85.csv,2413.85,2507.4592
amostra_4046_2627.28.csv,2627.28,2934.5708
amostra_4047_1392.43.csv,1392.43,1339.258
amostra_4053_1786.81.csv,1786.81,1544.9502
amostra_4059_3191.00.csv,3191.0,3242.6975
