arquivo,real_kWh,previsto_kWh,erro_absoluto,erro_percentual,residual
amostra_0002_1918.16.csv,1918.16,2092.8142,174.65420898437492,9.105299296428605,-174.65420898437492
amostra_0015_1255.51.csv,1255.51,1557.6565,302.146494140625,24.065638198072893,-302.146494140625
amostra_0019_3106.45.csv,3106.45,3033.947,72.50297851562482,2.333949637548482,72.50297851562482
amostra_0020_2590.32.csv,2590.32,2660.0781,69.75812499999984,2.6930311698940606,-69.75812499999984
amostra_0021_2135.00.csv,2135.0,2115.3032,19.69677734375,0.9225656835480094,19.69677734375
amostra_0023_2886.84.csv,2886.84,2842.912,43.927890625000146,1.5216600374457934,43.927890625000146
amostra_0043_2055.23.csv,2055.23,2185.8286,130.59861328124998,6.354452459396271,-130.59861328124998
amostra_0045_1647.38.csv,1647.38,1697.5493,50.16931640624989,3.045400357309782,-50.16931640624989
amostra_0049_2345.11.csv,2345.11,2421.873,76.76304687499987,3.2733239325660572,-76.76304687499987
amostra_0050_3708.96.csv,3708.96,3671.6582,37.301796875000036,1.0057211961034909,37.301796875000036
amostra_0051_1808.85.csv,1808.85,1796.7156,12.134423828124909,0.6708363782582807,12.134423828124909
amostra_0054_2681.49.csv,2681.49,2720.0059,38.51585937500022,1.4363603584201403,-38.51585937500022
amostra_0056_2906.70.csv,2906.7,2938.503,31.802929687500182,1.0941249419444794,-31.802929687500182
amostra_0081_1985.55.csv,1985.55,1751.5392,234.01081542968745,11.785692399067637,234.01081542968745
amostra_0082_2221.14.csv,2221.14,2409.0732,187.93324218750013,8.461116462154575,-187.93324218750013
amostra_0083_3083.32.csv,3083.32,3195.296,111.97589843749984,3.63166646463876,-111.97589843749984
amostra_0084_1239.89.csv,1239.89,1425.3961,185.5061181640624,14.961498049348117,-185.5061181640624
amostra_0093_2582.21.csv,2582.21,2682.1836,99.97359374999996,3.8716290987177637,-99.97359374999996
amostra_0094_2867.39.csv,2867.39,2996.04,128.65003906250013,4.48665996123653,-128.65003906250013
amostra_0096_2455.82.csv,2455.82,2542.411,86.59088867187484,3.5259460657489075,-86.59088867187484
amostra_0097_2383.73.csv,2383.73,2653.7283,269.998271484375,11.326713658190105,-269.998271484375
amostra_0108_2613.05.csv,2613.05,2797.0142,183.96416015624982,7.0402081918160695,-183.96416015624982
amostra_0115_2573.64.csv,2573.64,2563.4946,10.145371093749873,0.3942031944541534,10.145371093749873
amostra_0117_1409.12.csv,1409.12,1496.1489,87.02892578125011,6.176118838796562,-87.02892578125011
amostra_0124_1871.79.csv,1871.79,1904.8984,33.108437500000036,1.7688115386875685,-33.108437500000036
amostra_0127_1474.94.csv,1474.94,1578.4808,103.54083496093745,7.020003183921884,-103.54083496093745
amostra_0136_1725.53.csv,1725.53,1880.4045,154.87454101562503,8.975476579116274,-154.87454101562503
amostra_0137_1834.42.csv,1834.42,1917.7257,83.30570800781243,4.541255983243337,-83.30570800781243
amostra_0144_961.38.csv,961.38,1068.7712,107.391240234375,11.170529887700493,-107.391240234375
amostra_0155_2509.34.csv,2509.34,2688.6704,179.33041015624985,7.146517018668249,-179.33041015624985
amostra_0156_1900.94.csv,1900.94,2072.675,171.73504882812495,9.034217220329149,-171.73504882812495
amostra_0158_2326.18.csv,2326.18,2366.5398,40.359794921875164,1.7350245863121154,-40.359794921875164
amostra_0167_2536.37.csv,2536.37,2660.5493,124.17931640625011,4.8959464276209745,-124.17931640625011
amostra_0177_2179.11.csv,2179.11,2276.5796,97.46958984374987,4.472908198473224,-97.46958984374987
amostra_0178_2404.29.csv,2404.29,2439.0168,34.726845703125036,1.444370092756075,-34.726845703125036
amostra_0179_3106.65.csv,3106.65,3129.4297,22.77968749999991,0.7332556773373219,-22.77968749999991
amostra_0187_2260.89.csv,2260.89,2543.7612,282.8712304687501,12.511499032184235,-282.8712304687501
amostra_0189_1455.94.csv,1455.94,1682.5067,226.56671386718745,15.561541950024548,-226.56671386718745
amostra_0193_2328.29.csv,2328.29,2528.9966,200.70658203125004,8.620342913951871,-200.70658203125004
amostra_0198_2252.55.csv,2252.55,2348.6953,96.14531249999982,4.268287607378296,-96.14531249999982
amostra_0204_1784.38.csv,1784.38,1845.4647,61.08472167968739,3.423302305545197,-61.08472167968739
amostra_0207_1824.45.csv,1824.45,1992.1626,167.71259765624995,9.19250172140919,-167.71259765624995
amostra_0208_2991.08.csv,2991.08,3057.6575,66.57747070312507,2.2258672687833516,-66.57747070312507
amostra_0215_3433.81.csv,3433.81,3524.8643,91.05425781250005,2.6516976132197194,-91.05425781250005
amostra_0217_3408.22.csv,3408.22,3484.8428,76.6227734375002,2.2481756881157966,-76.6227734375002
amostra_0219_2098.05.csv,2098.05,2157.6086,59.55864257812482,2.8387618301815882,-59.55864257812482
amostra_0221_1373.59.csv,1373.59,1554.2653,180.67525878906258,13.153507144712947,-180.67525878906258
amostra_0224_2690.85.csv,2690.85,2848.9177,158.0677246093751,5.874267410274638,-158.0677246093751
amostra_0229_2115.41.csv,2115.41,2267.583,152.17300781250015,7.193546774029628,-152.17300781250015
amostra_0234_1852.40.csv,1852.4,2164.1343,311.7342773437499,16.828669690334156,-311.7342773437499
amostra_0241_1820.40.csv,1820.4,2005.2792,184.8791748046874,10.155964337765733,-184.8791748046874
amostra_0242_3674.97.csv,3674.97,3887.1577,212.1877148437502,5.773862503469422,-212.1877148437502
amostra_0253_2876.45.csv,2876.45,3061.5498,185.09980468750018,6.435008593491985,-185.09980468750018
amostra_0257_1827.70.csv,1827.7,2089.4644,261.76435546874995,14.32206354810691,-261.76435546874995
