amostra,valor_real,valor_predito
amostra_0323_2628.37.csv,2628.37,2625.47900390625
amostra_0334_4218.52.csv,4218.52,4136.0283203125
amostra_0335_3735.97.csv,3735.97,3704.44287109375
amostra_0336_2755.53.csv,2755.53,2697.409912109375
amostra_0340_2264.38.csv,2264.38,2211.876220703125
amostra_0341_2368.35.csv,2368.35,2373.720703125
amostra_0343_2457.50.csv,2457.5,2445.651611328125
amostra_0346_2306.99.csv,2306.99,2283.80712890625
amostra_0347_2684.47.csv,2684.47,2697.409912109375
amostra_0351_3412.68.csv,3412.68,3398.736572265625
amostra_0355_2649.59.csv,2649.59,2607.496337890625
amostra_0357_1657.08.csv,1657.08,1600.4632568359375
amostra_0361_2086.48.csv,2086.48,2085.9970703125
amostra_0366_2575.26.csv,2575.26,2517.58251953125
amostra_0374_2049.70.csv,2049.7,2050.031494140625
amostra_0383_3205.28.csv,3205.28,3128.99560546875
amostra_0385_3138.73.csv,3138.73,3182.943603515625
amostra_0400_2478.48.csv,2478.48,2445.651611328125
amostra_0402_2253.22.csv,2253.22,2247.841552734375
amostra_0403_3329.26.csv,3329.26,3290.840087890625
amostra_0410_3448.70.csv,3448.7,3434.701904296875
amostra_0422_3645.28.csv,3645.28,3596.546630859375
amostra_0423_2971.68.csv,2971.68,2931.185546875
amostra_0424_1918.45.csv,1918.45,1906.169677734375
amostra_0428_3766.93.csv,3766.93,3794.356689453125
amostra_0430_2330.78.csv,2330.78,2301.789794921875
amostra_0435_1841.59.csv,1841.59,1798.2733154296875
amostra_0437_1640.45.csv,1640.45,1636.4287109375
amostra_0445_2168.74.csv,2168.74,2157.927978515625
amostra_0448_2674.48.csv,2674.48,2643.461669921875
amostra_0450_2678.67.csv,2678.67,2661.4443359375
amostra_0453_2348.29.csv,2348.29,2301.789794921875
amostra_0457_2497.38.csv,2497.38,2391.703369140625
amostra_0459_1127.35.csv,1127.35,1132.912109375
amostra_0463_3755.32.csv,3755.32,3740.408447265625
amostra_0464_1985.55.csv,1985.55,2014.0660400390625
amostra_0489_3340.86.csv,3340.86,3308.82275390625
amostra_0503_2987.01.csv,2987.01,3003.116455078125
amostra_0505_3081.49.csv,3081.49,3093.030029296875
amostra_0508_2846.98.csv,2846.98,2805.306396484375
amostra_0509_3189.64.csv,3189.64,3146.978271484375
amostra_0512_2738.02.csv,2738.02,2643.461669921875
amostra_0516_3067.40.csv,3067.4,3057.064453125
amostra_0519_2730.56.csv,2730.56,2661.4443359375
amostra_0522_2188.21.csv,2188.21,2175.91064453125
amostra_0536_3217.09.csv,3217.09,3164.9609375
amostra_0538_1756.79.csv,1756.79,1798.2733154296875
amostra_0551_2172.12.csv,2172.12,2157.927978515625
amostra_0555_2792.31.csv,2792.31,2751.358154296875
amostra_0557_2723.40.csv,2723.4,2625.47900390625
amostra_0574_2835.06.csv,2835.06,2841.271728515625
amostra_0589_1042.61.csv,1042.61,1025.0157470703125
amostra_0605_3747.89.csv,3747.89,3722.42578125
amostra_0610_2569.30.csv,2569.3,2535.5654296875
amostra_0612_2825.05.csv,2825.05,2913.20263671875
amostra_0636_2670.76.csv,2670.76,2643.461669921875
amostra_0637_3599.93.csv,3599.93,3614.529296875
amostra_0648_1729.13.csv,1729.13,1762.307861328125
amostra_0668_2609.55.csv,2609.55,2499.599853515625
amostra_0681_1372.93.csv,1372.93,1366.687744140625
amostra_0687_3283.81.csv,3283.81,3290.840087890625
amostra_0693_2439.51.csv,2439.51,2319.7724609375
amostra_0696_4062.33.csv,4062.33,3992.166748046875
amostra_0701_2294.41.csv,2294.41,2247.841552734375
amostra_0702_3093.23.csv,3093.23,3146.978271484375
amostra_0708_2180.66.csv,2180.66,2175.91064453125
amostra_0718_2114.88.csv,2114.88,2139.9453125
amostra_0719_1518.90.csv,1518.9,1510.549560546875
amostra_0722_2280.07.csv,2280.07,2229.85888671875
amostra_0727_2415.80.csv,2415.8,2427.6689453125
amostra_0731_1727.92.csv,1727.92,1726.34228515625
amostra_0733_3382.41.csv,3382.41,3416.71923828125
amostra_0736_2708.71.csv,2708.71,2769.3408203125
amostra_0750_2603.37.csv,2603.37,2643.461669921875
amostra_0751_2621.47.csv,2621.47,2607.496337890625
amostra_0764_1432.83.csv,1432.83,1420.6358642578125
amostra_0771_3784.44.csv,3784.44,3776.373779296875
amostra_0773_3130.36.csv,3130.36,3111.0126953125
amostra_0782_2511.09.csv,2511.09,2463.63427734375
amostra_0786_2236.91.csv,2236.91,2193.893310546875
amostra_0793_3397.48.csv,3397.48,3398.736572265625
amostra_0795_2753.96.csv,2753.96,2679.42724609375
amostra_0802_1895.30.csv,1895.3,1924.1524658203125
amostra_0809_2406.95.csv,2406.95,2373.720703125
amostra_0811_1560.36.csv,1560.36,1528.5322265625
amostra_0819_1444.90.csv,1444.9,1438.61865234375
amostra_0821_2210.11.csv,2210.11,2157.927978515625
amostra_0832_1039.88.csv,1039.88,1042.99853515625
amostra_0854_2900.75.csv,2900.75,2841.271728515625
amostra_0855_3512.46.csv,3512.46,3524.61572265625
amostra_0864_3696.09.csv,3696.09,3722.42578125
amostra_0865_1125.52.csv,1125.52,1114.929443359375
amostra_0867_4322.76.csv,4322.76,4297.873046875
amostra_0868_2034.61.csv,2034.61,1978.1005859375
amostra_0874_2678.93.csv,2678.93,2643.461669921875
amostra_0878_1844.26.csv,1844.26,1906.169677734375
amostra_0889_3087.92.csv,3087.92,3093.030029296875
amostra_0896_3251.91.csv,3251.91,3218.9091796875
amostra_0901_2524.13.csv,2524.13,2517.58251953125
amostra_0920_4026.16.csv,4026.16,3956.201171875
amostra_0927_1635.24.csv,1635.24,1636.4287109375
amostra_0929_2314.89.csv,2314.89,2301.789794921875
amostra_0937_2581.93.csv,2581.93,2571.53076171875
amostra_0951_3421.85.csv,3421.85,3380.753662109375
amostra_0966_3325.07.csv,3325.07,3290.840087890625
amostra_0971_2509.30.csv,2509.3,2463.63427734375
amostra_0973_1469.59.csv,1469.59,1510.549560546875
amostra_0974_3898.79.csv,3898.79,3884.270263671875
amostra_0990_1519.93.csv,1519.93,1510.549560546875
amostra_0995_2853.97.csv,2853.97,2859.25439453125
amostra_1002_2584.69.csv,2584.69,2517.58251953125
amostra_1005_2199.19.csv,2199.19,2157.927978515625
amostra_1012_2391.01.csv,2391.01,2355.738037109375
amostra_1020_3558.55.csv,3558.55,3470.66748046875
amostra_1021_3236.71.csv,3236.71,3218.9091796875
amostra_1022_2276.64.csv,2276.64,2283.80712890625
amostra_1025_3713.60.csv,3713.6,3722.42578125
amostra_1031_1864.00.csv,1864.0,1870.2042236328125
amostra_1032_2834.80.csv,2834.8,2787.323486328125
amostra_1033_2985.51.csv,2985.51,2967.15087890625
amostra_1036_2690.85.csv,2690.85,2625.47900390625
amostra_1040_1801.04.csv,1801.04,1816.2559814453125
amostra_1042_2406.69.csv,2406.69,2373.720703125
amostra_1044_2189.99.csv,2189.99,2211.876220703125
amostra_1058_3190.43.csv,3190.43,3218.9091796875
amostra_1062_3168.26.csv,3168.26,3254.87451171875
amostra_1063_1351.73.csv,1351.73,1384.67041015625
amostra_1070_2505.42.csv,2505.42,2463.63427734375
amostra_1072_1625.54.csv,1625.54,1636.4287109375
amostra_1076_3197.65.csv,3197.65,3128.99560546875
amostra_1080_2739.97.csv,2739.97,2769.3408203125
amostra_1101_2391.75.csv,2391.75,2373.720703125
amostra_1102_1972.16.csv,1972.16,1960.117919921875
amostra_1109_3083.80.csv,3083.8,3057.064453125
amostra_1110_2939.38.csv,2939.38,2967.15087890625
amostra_1115_2607.83.csv,2607.83,2553.548095703125
amostra_1117_3880.85.csv,3880.85,3794.356689453125
amostra_1118_2603.19.csv,2603.19,2553.548095703125
amostra_1119_2620.01.csv,2620.01,2553.548095703125
amostra_1121_2721.47.csv,2721.47,2697.409912109375
amostra_1128_4181.77.csv,4181.77,4118.0458984375
amostra_1135_1574.07.csv,1574.07,1546.5150146484375
amostra_1137_3976.83.csv,3976.83,3956.201171875
amostra_1139_2238.92.csv,2238.92,2229.85888671875
amostra_1150_2406.61.csv,2406.61,2301.789794921875
amostra_1152_2219.52.csv,2219.52,2193.893310546875
amostra_1153_1771.41.csv,1771.41,1798.2733154296875
amostra_1158_1439.20.csv,1439.2,1438.61865234375
amostra_1166_2389.18.csv,2389.18,2373.720703125
amostra_1168_2105.87.csv,2105.87,2068.01416015625
amostra_1169_2514.59.csv,2514.59,2481.6171875
amostra_1170_1459.74.csv,1459.74,1438.61865234375
amostra_1171_2502.96.csv,2502.96,2481.6171875
amostra_1176_3957.91.csv,3957.91,3938.218505859375
amostra_1182_2280.42.csv,2280.42,2247.841552734375
amostra_1184_3861.30.csv,3861.3,3812.33935546875
amostra_1186_3126.66.csv,3126.66,3093.030029296875
amostra_1192_2607.93.csv,2607.93,2517.58251953125
amostra_1201_3033.31.csv,3033.31,3039.081787109375
amostra_1208_3399.92.csv,3399.92,3398.736572265625
amostra_1215_3010.22.csv,3010.22,3057.064453125
amostra_1216_2983.76.csv,2983.76,2967.15087890625
amostra_1222_2533.98.csv,2533.98,2463.63427734375
amostra_1240_1637.03.csv,1637.03,1672.3941650390625
amostra_1243_2375.25.csv,2375.25,2301.789794921875
amostra_1250_2103.80.csv,2103.8,2103.979736328125
amostra_1252_2561.06.csv,2561.06,2517.58251953125
amostra_1253_1744.87.csv,1744.87,1744.3250732421875
amostra_1259_3675.91.csv,3675.91,3614.529296875
amostra_1263_3267.80.csv,3267.8,3254.87451171875
amostra_1266_3892.77.csv,3892.77,3848.304931640625
amostra_1267_2952.16.csv,2952.16,2895.219970703125
amostra_1270_3558.63.csv,3558.63,3470.66748046875
amostra_1271_2306.33.csv,2306.33,2319.7724609375
amostra_1276_2624.75.csv,2624.75,2571.53076171875
amostra_1277_1707.87.csv,1707.87,1762.307861328125
amostra_1313_3458.11.csv,3458.11,3380.753662109375
amostra_1322_2201.61.csv,2201.61,2193.893310546875
