decil,erro_absoluto
0,73.48402323404949
1,77.7970910644531
2,95.12600789388023
3,87.43047566731771
4,59.46287841796868
5,85.17423403532602
6,83.9163712565104
7,106.25665690104164
8,92.1946337890625
9,115.06191609700524
